tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	692220	0	live	DFNB62		deafness, autosomal recessive 62		12p13.2-p11.23	12						610143	
9606	Homo sapiens	692219	0	live	DFNB65		deafness, autosomal recessive 65		20q13.2-q13.32	20						610248	
9606	Homo sapiens	619537	0	live	VV		varicose veins		16q24	16						192200	
9606	Homo sapiens	619536	0	live	BPPV		vestibulopathy, familial	benign paroxysmal positional vertigo	6q	6						193007	
9606	Homo sapiens	619510	0	live	AMCX5		arthrogryposis, X-linked, type 5		Xq23-q27	X						300158	
9606	Homo sapiens	619503	0	live	FIQTL1	FSI	fasting glucose and specific insulin levels		6q22-q23	6						606035	
9606	Homo sapiens	619496	0	live	CMT2H		Charcot-Marie-Tooth disease, axonal, type 2H		8q21.3	8						607731	
9606	Homo sapiens	619493	0	live	PAND2		panic disorder 2	panic disorder susceptibility locus, chromosome 9q-related	9q31	9						607853	
9606	Homo sapiens	619488	0	live	SCZD12		schizophrenia 12	schizophrenia susceptibility locus, chromosome 1p-related	1p	1						608543	
9606	Homo sapiens	619479	0	live	STQTL5		stature quantitative trait locus 5		3p26	3						608982	
9606	Homo sapiens	619478	0	live	ATFB2		familial atrial fibrillation 2		6q14-q16	6						608988	
9606	Homo sapiens	619475	0	live	PFM3		parietal foramina 3		4q21-q23	4						609566	
9606	Homo sapiens	619471	0	live	PPR3		photoparoxysmal response 3		7q32	7						609573	
9606	Homo sapiens	619468	0	live	RCM2		cardiomyopathy, familial restrictive, 2		10q23.3	10						609578	
9606	Homo sapiens	619411	0	live	LVNC2		noncompaction of left ventricular myocardium, familial isolated, autosomal dominant 2		11p15	11						609470	
9606	Homo sapiens	619410	0	live	NEDE		nephropathy, progressive, with deafness		11q24	11						609469	
9606	Homo sapiens	619408	0	live	PSNP2		supranuclear palsy, progressive, 2		1q31.1	1						609454	
9606	Homo sapiens	619405	0	live	AIS4	VAMAS5	autoimmune disease, susceptibility to, 4		4q13-q21	4						609400	
9606	Homo sapiens	619404	0	live	CTRCT35	CATCN1	cataract, congenital nuclear, autosomal recessive		19q13	19						609376	
9606	Homo sapiens	619402	0	live	HPC5		prostate cancer, hereditary, 5		3p26	3						609299	
9606	Homo sapiens	619399	0	live	ETL2	FTLE	epilepsy, familial temporal lobe		12q22-q23.3	12						608096	
9606	Homo sapiens	619398	0	live	FEB5		febrile convulsions 5		6q22-q24	6						609255	
9606	Homo sapiens	594832	0	live	MYP11		myopia 11 (high grade, autosomal dominant)		4q22-q27	4						609994	
9606	Homo sapiens	574049	0	live	TUKLS		Tukel syndrome		21q22	21						609428	
9606	Homo sapiens	574048	0	live	OVCAS1		Ovarian cancer, epithelial, susceptibility to		3p25-p22	3						607893	
9606	Homo sapiens	574047	0	live	MRXSMP		Martin-Probst deafness-mental retardation syndrome		Xq13-q21	X						300519	
9606	Homo sapiens	554314	0	live	AUTS6		Autism, susceptibility to, 6		17q11	17						609378	
9606	Homo sapiens	553992	0	live	MGR7		Migraine with aura, susceptibility to, 7		15q11.2-q12	15						609179	
9606	Homo sapiens	550625	0	live	ANIC		Anosmia, isolated congenital		18p11.23-q12.2	18						107200	
9606	Homo sapiens	550624	0	live	KTCN4		Keratoconus 4		2p24	2						609271	
9606	Homo sapiens	503613	0	live	PSORS10		psoriasis susceptibility 10		18p11.23	18						612410	
9606	Homo sapiens	497657	0	live	ANIB3	AIB3	aneurysm, intracranial berry 3		1p36.13-p34.3	1						609122	
9606	Homo sapiens	497188	0	live	GLC1I		glaucoma 1, open angle, I		15q11-q13	15						609745	
9606	Homo sapiens	494446	0	live	NRCLP3		Narcolepsy 3		21q11.2	21						609039	
9606	Homo sapiens	494148	0	live	DFNB55		deafness, autosomal recessive 55		4q12-q13.2	4						609952	
9606	Homo sapiens	493862	0	live	CTRCT28	ARCC1	Cataract 28		6p12-q12	6						609026	
9606	Homo sapiens	493818	0	live	MYMY3		moyamoya disease 3		8q23	8						608796	
9606	Homo sapiens	474388	0	live	CMM4		Melanoma, cutaneous malignant, 4		1p22	1						608035	
9606	Homo sapiens	474168	0	live	WG		Wegener granulomatosis		6p21.3	6						608710	
9606	Homo sapiens	450097	0	live	RLS2		Restless legs syndrome 2		14q13-q21	14						608831	
9606	Homo sapiens	450096	0	live	PAPA4		Polydactyly, postaxial, type A4		7q22	7						608562	
9606	Homo sapiens	450095	0	live	PLF		Pulmonary function		6q21-q22	6						608852	
9606	Homo sapiens	450093	0	live	LNCR1		Lung cancer 1		6q23-q25	6						608935	
9606	Homo sapiens	450092	0	live	KTCN2		Keratoconus 2		16q22.3-q23.1	16						608932	
9606	Homo sapiens	449489	0	live	DFNB47		deafness, autosomal recessive 47		2p25.1-p24.3	2						609946	
9606	Homo sapiens	449488	0	live	DFNB46		deafness, autosomal recessive 46		18p11.32-p11.31	18						609647	
9606	Homo sapiens	449483	0	live	DFNB45		deafness, autosomal recessive 45		1q43-q44	1						612433	
9606	Homo sapiens	449015	0	live	ASPG3		Asperger syndrome, susceptibility to, 3		1q21-q22	1						608781	
9606	Homo sapiens	448963	0	live	DFNB51		deafness, autosomal recessive 51		11p13-p12	11						609941	
9606	Homo sapiens	448962	0	live	DFNA54		deafness, autosomal dominant 54		5q31	5						615649	
9606	Homo sapiens	444980	0	live	HYT4		Hypertension, essential, susceptibility to, 4		12p12.2-p12.1	12						608742	
9606	Homo sapiens	432400	0	live	EIG3		Epilepsy, idiopathic generalized, susceptibility to 3		9q32-q33	9						608762	
9606	Homo sapiens	431711	0	live	ASPG2		Asperger syndrome, susceptibility to, 2		17p13	17						608631	
9606	Homo sapiens	431709	0	live	MDD2		Major depressive disorder 2		15q25.3-q26.2	15						608691	
9606	Homo sapiens	431708	0	live	MDD1		Major depressive disorder		12q22-q23.2	12						608520	
9606	Homo sapiens	414058	0	live	ACRPV		Acropectorovertebral dysplasia (F syndrome)		2q36	2						102510	
9606	Homo sapiens	408260	0	live	HPC4	HPC7	Prostate cancer, hereditary, 4		7p11-q21	7						608658	
9606	Homo sapiens	406237	0	live	PDON2	LAP, PDLA	Periodontitis, localized aggressive		1q25	1						608526	
9606	Homo sapiens	406216	0	live	ATFB1		Atrial fibrillation, familial 1		10q22-q24	10						608583	
9606	Homo sapiens	406215	0	live	KTCN3		Keratoconus 3		3p14-q13	3						608586	
9606	Homo sapiens	406214	0	live	LRSL		Larsen-like syndrome		6p25	6						608545	
9606	Homo sapiens	404716	0	live	MTBS1		mycobacterium tuberculosis, susceptibility to infection by, 1		2q35	2						607949	
9606	Homo sapiens	404715	0	live	PAFC		Preauricular fistulae, congenital		8q11.1-q13.3	8						128700	
9606	Homo sapiens	404713	0	live	SSD		Speech-sound disorder		3p12-q13	3						608445	
9606	Homo sapiens	404686	0	live	SCZD11		Schizophrenia susceptibility locus, chromosome 10q-related		10q22.3	10						608078	
9606	Homo sapiens	404684	0	live	PHOBS		Phobia, specific			14						608251	
9606	Homo sapiens	404683	0	live	BMIQ7	OB4	Obesity, susceptibility to, on chromosome 4		4p15-p14	4						608410	
9606	Homo sapiens	404682	0	live	MYP5		myopia 5 (high grade, autosomal dominant)	Myopia-5	17q21-q22	17						608474	
9606	Homo sapiens	404677	0	live	CIMT		Carotid intimal medial thickness		12q24	12						608447	
9606	Homo sapiens	387585	0	live	CHDS4		Coronary heart disease, susceptibility to, 4		14q32	14						608318	
9606	Homo sapiens	387583	0	live	SPG25		spastic paraplegia 25 (autosomal recessive, with disc herniation)		6q23-q24.1	6						608220	
9606	Homo sapiens	387582	0	live	KAZA1	KAZA	Kala-azar (visceral leishmaniasis), susceptibility to		22q12	22						608207	
9606	Homo sapiens	387579	0	live	AITD2		Autoimmune thyroid disease, susceptibility to, 2		5q31-q33	5						608174	
9606	Homo sapiens	387576	0	live	MGR5		Migraine with or without aura, susceptibility to, 5		19p13	19						607508	
9606	Homo sapiens	387575	0	live	HYT3		Hypertension, essential, susceptibility to, 3		2p25-p24	2						607329	
9606	Homo sapiens	387572	0	live	PAND1	PAND	Panic disorder 1		13q22-q32	13						167870	
9606	Homo sapiens	379003	0	live	DFNB40		deafness, autosomal recessive 40		22q11.21-q12.1	22						608264	
9606	Homo sapiens	378888	0	live	HSN1B		Hereditary sensory neuropathy, type IB		3p24-p22	3						608088	
9606	Homo sapiens	378882	0	live	MRX84		mental retardation, X-linked 84		Xp11.3-q22.3	X						300505	
9606	Homo sapiens	378484	0	live	MRX82		mental retardation, X-linked 82		Xq24-q25	X						300518	
9606	Homo sapiens	353347	0	live	DFNA53		deafness, autosomal dominant 53		14q11-q12	14						609965	
9606	Homo sapiens	347747	0	live	HPCQTL19		Prostate cancer aggressiveness quantitative trait locus on chromosome 19		19q	19						607592	
9606	Homo sapiens	347737	0	live	DFNA31		deafness, autosomal dominant 31		6p21	6						608645	
9606	Homo sapiens	338411	0	live	TELAB1		telangiectasia, benign 1		5q14	5						187260	
9606	Homo sapiens	338386	0	live	HSR		Hand skill, relative		2p12-q22	2						139900	
9606	Homo sapiens	338342	0	live	MGR4	MGOA	Migraine, susceptibility to, 4		14q21.2-q22.3	14						607501	
9606	Homo sapiens	338334	0	live	CHDS1		Coronary heart disease, susceptibility to, 1		16pter-p13	16						607339	
9606	Homo sapiens	338333	0	live	PAPA3		Polydactyly, postaxial, type A3		19p13.2-p13.1	19						607324	
9606	Homo sapiens	338332	0	live	CELIAC5	GSES	Celiac disease, susceptibility to, 5	Gluten-sensitive enteropathy, susceptibility to	15q11-q13	15						607202	
9606	Homo sapiens	338090	0	live	SPG24		spastic paraplegia 24 (autosomal recessive)	Spastic paraplegia locus	13q14	13						607584	
9606	Homo sapiens	338030	0	live	GLM4	GLM1	Glioma, familial, 1		15q23-q26.3	15						607248	
9606	Homo sapiens	338027	0	live	BMND2		Bone mineral density variation 2		1q21-q23	1						605833	
9606	Homo sapiens	337991	0	live	DFNB38		deafness, autosomal recessive 38		6q25.3-q27	6						608219	
9606	Homo sapiens	337893	0	live	BULN		Bulimia nervosa, susceptibility to		10p	10						607499	
9606	Homo sapiens	337892	0	live	MGR3		Migraine, familial, with or without aura, susceptibility to		6p21.1-p12.2	6						607498	
9606	Homo sapiens	317773	0	live	MGR6	FHM3, MGR	Migraine, several forms		1q31	1						607516	
9606	Homo sapiens	317714	0	live	DYT15		dystonia 15, myoclonic		18p11	18						607488	
9606	Homo sapiens	317669	0	live	IBD9		inflammatory bowel disease 9		3p26	3						608448	
9606	Homo sapiens	317664	0	live	DFNA49		deafness, autosomal dominant 49		1q21-q23	1						608372	
9606	Homo sapiens	286751	0	live	OTSC4		otosclerosis 4		16q21-q23.2	16						611571	
9606	Homo sapiens	266979	0	live	CTRCT27	CCNP	Cataract, congenital, nuclear progressive		2p12	2						607304	
9606	Homo sapiens	266789	0	live	EPPS		Epilepsy, partial, with pericentral spikes		4p15	4						607221	
9606	Homo sapiens	266719	0	live	RRDX		Radial ray deficiency		Xq24-q25	X						300378	
9606	Homo sapiens	266678	0	live	MRX81		mental retardation, X-linked 81		Xp11.2-q12	X						300433	
9606	Homo sapiens	252843	0	live	AAT2	FAA2	Aortic aneurysm, familial thoracic 2		5q13-q14	5						607087	
9606	Homo sapiens	252842	0	live	AAT1	FAA1	Aortic aneurysm, familial thoracic 1		11q23.3-q24	11						607086	
9606	Homo sapiens	246750	0	live	MYAS1		Myasthenia gravis with thymus hyperplasia		6p21.3	6						607085	
9606	Homo sapiens	246289	0	live	DFNA47	DFNB83	deafness, autosomal dominant 47		9p22-p21	9						608652	
9606	Homo sapiens	246260	0	live	BDA1B		Brachydactyly, type A1, locus B		5p13.3-p13.2	5						607004	
9606	Homo sapiens	246259	0	live	BMND3		Bone mineral density variability 3		1p36	1						606928	
9606	Homo sapiens	207115	0	live	LATD		Laterality defects, autosomal dominant		6p21	6						601086	
9606	Homo sapiens	192676	0	live	DFNA43		deafness, autosomal dominant 43	deafness, autosomal dominant 40	2p12-p11.1	2						608394	
9606	Homo sapiens	192142	0	live	RLS1	RLS	Restless legs syndrome, susceptibility to		12q12-q21	12						102300	
9606	Homo sapiens	171514	0	live	ANON1		Anorexia nervosa, susceptibility to, 1		1p	1						606788	
9606	Homo sapiens	171513	0	live	PAOD1		Peripheral arterial occlusive disease 1		1p31	1						606787	
9606	Homo sapiens	171089	0	live	DYX5		dyslexia susceptibility 5		3p12-q13	3						606896	
9606	Homo sapiens	170682	0	live	SLEH1		systemic lupus erythematosus with hemolytic anemia 1	systematic lupus erythematosus with hemolytic anemia 1	11q14	11						607279	
9606	Homo sapiens	170532	0	live	OTSC3		otosclerosis 3		6p22.3-p21.2	6						608244	
9606	Homo sapiens	140907	0	live	SPG19		spastic paraplegia 19 (autosomal dominant)		9q33-q34	9						607152	
9606	Homo sapiens	140802	0	live	LGV1		longevity 1		4q25	4						152430	
9606	Homo sapiens	140454	0	live	PSORS8		psoriasis susceptibility 8		16q	16						610707	
9606	Homo sapiens	140451	0	live	SCA9		spinocerebellar ataxia 9									612876	
9606	Homo sapiens	121775	0	live	CHDM		Chordoma		6q27	6						215400	
9606	Homo sapiens	117191	0	live	HYT1		Hypertension, essential, susceptibility to, 1		17q	17						603918	
9606	Homo sapiens	117190	0	live	HPE6		holoprosencephaly 6		2q37.1	2						605934	
9606	Homo sapiens	117189	0	live	GRDX	GD3	Graves disease, susceptibility to, X-linked		Xp11	X						300351	
9606	Homo sapiens	117084	0	live	CANDF1	CMCT	candidiasis, familial 1	candidiasis, familial chronic mucocutaneous, autosomal dominant, with thyroid disease	2p22.3-p21	2						114580	
9606	Homo sapiens	114568	0	live	NMTC3	NMTC1	Nonmedullary thyroid carcinoma 3	Nonmedullary thyroid carcinoma 1	2q21	2						606240	
9606	Homo sapiens	114086	0	live	DBA2		Diamond-Blackfan anemia 2		8p23.3-p22	8						606129	
9606	Homo sapiens	100918	0	live	NRCLP2	NRCLP	Narcolepsy, HLA-associated		4p13-q21	4						605841	
9606	Homo sapiens	100917	0	live	VWSM		Van der Woude syndrome modifier									604547	
9606	Homo sapiens	94337	0	live	MNG3		Multinodular goiter-3		3q26.1-q26.3	3						606082	
9606	Homo sapiens	94014	0	live	TRICY1		trichilemmal cyst 1	pilar cyst	3p24.1-p22.1	3						609649	
9606	Homo sapiens	93991	0	live	MRX77		mental retardation, X-linked 77		Xq12-q21.3	X						300454	
9606	Homo sapiens	93985	0	live	FGS3		FG syndrome 3		Xp22.3	X						300406	
9606	Homo sapiens	85504	0	live	BDET		Bleeding disorder, east Texas type		1q23	1						605913	
9606	Homo sapiens	85503	0	live	MCOPCB1	MOPCB, MOPCB1	Microphthalmia, colobomatous, 1			X						300345	
9606	Homo sapiens	84565	0	live	LCS1	CHLS, CHSL, LCS	lymphedema-cholestasis syndrome 1		15q	15						214900	
9606	Homo sapiens	81866	0	live	NDIC		Nail dysplasia, isolated congenital		17p13	17						605779	
9606	Homo sapiens	81864	0	live	EVR3		exudative vitreoretinopathy 3		11p13-p12	11						605750	
9606	Homo sapiens	81863	0	live	CTPL1	CAAR	cataract, pulverulent (autosomal recessive, early-onset)		9q13-q22	9						605749	
9606	Homo sapiens	80871	0	live	ANMA		Anisomastia		16q13-q21	16						605746	
9606	Homo sapiens	80870	0	live	DKBI		Dyskeratosis, hereditary benign intraepithelial		4q35	4						127600	
9606	Homo sapiens	80771	0	live	MCOPCB2	MOPCB2	Microphthalmia, colobomatous, 2		15q12-q15	15						605738	
9606	Homo sapiens	80770	0	live	CTRCT25	CCPSO, CCSSO	Cataract, central pouch-like, with sutural opacities		15q21-q22	15						605728	
9606	Homo sapiens	79052	0	live	PTCPRN	PRN1	Papillary thyroid carcinoma with papillary renal neoplasia		1q21	1						605642	
9606	Homo sapiens	64644	0	live	GINGF2	GGF2, HGF2	gingival fibromatosis, hereditary, 2		5q13-q22	5						605544	
9606	Homo sapiens	64585	0	live	BOS2		Branchiootic syndrome 2		1q31	1						120502	
9606	Homo sapiens	64069	0	live	ATOD1	ATOD	Dermatitis, atopic		3q21	3						603165	
9606	Homo sapiens	60502	0	live	CPAT1	ACP	cerebral palsy, ataxic 1		9p12-q12	9						605388	
9606	Homo sapiens	59331	0	live	RFH1	AORF	Renal failure, progressive, with hypertension		1q21	1						161900	
9606	Homo sapiens	59330	0	live	GER		Gastroesophageal reflux		13q14	13						109350	
9606	Homo sapiens	59081	0	live	MNG2		multinodular goiter 2		Xp22	X						300273	
9606	Homo sapiens	57792	0	live	MRXSAB		Abidi X-linked mental retardation syndrome		Xq13.2	X						300262	
9606	Homo sapiens	57789	0	live	MTBSX	MTBS	Mycobacterium tuberculosis, susceptibility to infection by		Xq	X						300259	
9606	Homo sapiens	57309	0	live	SPG14		spastic paraplegia 14 (autosomal recessive)		3q27-q28	3						605229	
9606	Homo sapiens	57044	0	live	IDDM18		insulin dependent diabetes mellitus 18		5q31.1-q33.1	5						605598	
9606	Homo sapiens	56801	0	live	HDLCQ14	HDLD3, HYALP, HYLAP	Hypoalphalipoproteinemia, primary		11q23.3	11						605201	
9606	Homo sapiens	56694	0	live	BMIQ8	OB10P	body mass index quantitative trait locus 8	obesity, susceptibility to, on chromosome 10p	10p	10						603188	
9606	Homo sapiens	54501	0	live	CLQTL1	CLF	cholesterol-lowering factor		13q	13						604595	
9606	Homo sapiens	54115	0	live	PTOS2	PTOSX	Ptosis, hereditary congenital 2		Xq24-q27.1	X						300245	
9606	Homo sapiens	54109	0	live	CORD8		cone rod dystrophy 8		1q12-q24	1						605549	
9606	Homo sapiens	53368	0	live	MDC1B		Muscular dystrophy, congenital, 1B		1q42	1						604801	
9606	Homo sapiens	50986	0	live	HYT2		Hypertension, essential, susceptibility to, 2		15q	15						604329	
9606	Homo sapiens	50982	0	live	NIDDM3		Noninsulin-dependent diabetes mellitus 3		20q12-q13.1	20						603694	
9606	Homo sapiens	50975	0	live	TCO		Thyroid carcinoma, nonmedullary, with cell oxyphilia		19p13.2	19						603386	
9606	Homo sapiens	50960	0	live	MYMY1	MYMY	moyamoya disease 1		3p26-p24.2	3						252350	
9606	Homo sapiens	50951	0	live	MMVP1	MVP, PMV	myxomatous mitral valve prolapse 1	Mitral valve prolapse, familial	16p12.1-p11.2	16						157700	
9606	Homo sapiens	50948	0	live	OHDS		Orthostatic hypotensive disorder of Streeten		18q	18						143850	
9606	Homo sapiens	50830	0	live	TGCT1		testicular germ cell tumor susceptibility 1	Testicular germ cell tumor 1	Xq27	X						300228	
9606	Homo sapiens	50715	0	live	EJM2	EIG7, JME	epilepsy, juvenile myoclonic 2	myoclonic epilepsy, juvenile, 2	15q14	15						604827	
9606	Homo sapiens	28515	0	live	HYPLIP2	FCHL2	hyperlipidemia, combined, 2		11p	11						604499	
9606	Homo sapiens	27259	0	live	HPLH1	FHL1, HLH1	hemophagocytic lymphohistiocytosis 1		9q21.3-q22	9						267700	
9606	Homo sapiens	23719	0	live	DFNA30		deafness, autosomal dominant 30		15q25-q26	15						606451	
9606	Homo sapiens	23713	0	live	DFNB27		deafness, autosomal recessive 27		2q24	2						605818	
9606	Homo sapiens	23694	0	live	MRX73		mental retardation, X-linked 73		Xp22.2	X						300355	
9606	Homo sapiens	23459	0	live	CMD1H		cardiomyopathy, dilated 1H (autosomal dominant)		2q14-q22	2						604288	
9606	Homo sapiens	10305	0	live	MMDK	MDK	Mesomelic dysplasia, Kantaputra type		2q24-q32	2						156232	
9606	Homo sapiens	10118	0	live	EMWX		episodic muscle weakness, X-linked		Xp22.3	X						300211	
9606	Homo sapiens	8830	0	live	PTLAH	FPAH	patella aplasia-hypoplasia		17q	17						168860	
9606	Homo sapiens	8466	0	live	ST11	PETS1	suppression of tumorigenicity 11 (pancreas)	Pancreatic endocrine tumor suppressor	3p25	3						602011	
9606	Homo sapiens	8249	0	live	MGR2	MFTS	Migraine, familial typical, susceptibility to		Xq	X						300125	
9606	Homo sapiens	8231	0	live	CND		Corneal dermoids		Xq24-qter	X						304730	
9606	Homo sapiens	8137	0	live	HYD2		hypodontia 2 (autosomal recessive)	hypodontia, autosomal recessive (2)	16q12.1	16						602639	
9606	Homo sapiens	8126	0	live	MRST		Mental retardation, severe, with spasticity and tapetoretinal		15q24	15						602685	
9606	Homo sapiens	7971	0	live	GHS		Goldenhar syndrome									141400	
9606	Homo sapiens	7911	0	live	SM1		Schistosoma mansoni, susceptibility/resistance to		5q31-q33	5						181460	
9606	Homo sapiens	7910	0	live	PFBI		Plasmodium falciparum blood infection levels		5q31-q33	5						248310	
9606	Homo sapiens	7892	0	live	FECB		Fecundity gene, Boorla, of sheep, homolog of		4q21-q25	4						134720	
9606	Homo sapiens	7885	0	live	CRSA	CRS3	Craniosynostosis, Adelaide type		4p16	4						600593	
9606	Homo sapiens	7792	0	live	CCV	CTRCT8	cataract, congenital, Volkmann type		1p36	1						115665	
9606	Homo sapiens	7523	0	live	XS	LUXS	X-linked suppressor of LU antigens	Lutheran suppressor, X-linked	Xp21.2-q21.1	X						309050	
9606	Homo sapiens	7467	0	live	WHCR	PRDS	Wolf-Hirschhorn syndrome		4p16	4						194190	
9606	Homo sapiens	7446	0	live	AVSD1	AVCD, AVCD1, AVSD, VSD1	atrioventricular septal defect 1	ventricular septal defect 1	1p31-p21	1						606215	
9606	Homo sapiens	7438	0	live	VMD1		vitelliform macular dystrophy, atypical									153840	
9606	Homo sapiens	7420	0	live	VDI	DIPI	vesicular stomatitis virus defective interfering particle suppression			16						125260	
9606	Homo sapiens	7085	0	live	TKCR	TKC	torticollis, keloids, cryptorchidism and renal dysplasia		Xq28	X						314300	
9606	Homo sapiens	7055	0	live	THAS	TAS	thoracoabdominal syndrome		Xq25-q26.1	X						313850	
9606	Homo sapiens	6893	0	live	TAPVR1	APVR, TAPVR	total anomalous pulmonary venous return 1		4p13-q11	4						106700	
9606	Homo sapiens	6116	0	live	RP24		retinitis pigmentosa 24 (X-linked recessive)		Xq26-q27	X						300155	
9606	Homo sapiens	6114	0	live	RP22		retinitis pigmentosa 22 (autosomal recessive)		16p12.3-p12.1	16						602594	
9606	Homo sapiens	6104	0	live	RP6		retinitis pigmentosa 6 (X-linked recessive)		Xp21.3-p21.2	X						312612	
9606	Homo sapiens	5765	0	live	PTOS1		ptosis, congenital 1 (autosomal dominant)		1p34.1-p32	1						178300	
9606	Homo sapiens	5120	0	live	PCOS1	PCO, PCO1	polycystic ovary syndrome 1		19p13.2	19						184700	
9606	Homo sapiens	4964	0	live	OFC2		orofacial cleft 2		2p14-p13	2						602966	
9606	Homo sapiens	4934	0	live	NYS3	CN	nystagmus 3, congenital autosomal dominant		7p11	7						608345	
9606	Homo sapiens	4819	0	live	NKS1	EC-1, EC1	natural killer cell susceptibility 1	Susceptibility to lysis by alloreactive natural killer cells	6p21.3	6						272370	
9606	Homo sapiens	4429	0	live	MRXS7		mental retardation, X-linked, syndromic 7		Xp11.3-q22.1	X						300218	
9606	Homo sapiens	4416	0	live	MRX53		mental retardation, X-linked 53		Xq22.2-q24	X						300324	
9606	Homo sapiens	4406	0	live	MRX42		mental retardation, X-linked 42		Xq26	X						300372	
9606	Homo sapiens	4387	0	live	MRX23		mental retardation, X-linked 23		Xq23-q24	X						300046	
9606	Homo sapiens	4384	0	live	MRX20		mental retardation, X-linked 20		Xp11-q21	X						300047	
9606	Homo sapiens	4265	0	live	MHS4		malignant hyperthermia susceptibility 4		3q13.1	3						600467	
9606	Homo sapiens	3719	0	live	JBS		Jacobsen syndrome		11q24.1	11						147791	
9606	Homo sapiens	3063	0	live	HCVS		human coronavirus sensitivity		15q11-qter	15						122460	
9606	Homo sapiens	2933	0	live	GSM1	GSP	geniospasm 1		9q13-q21	9						190100	
9606	Homo sapiens	2233	0	live	FEB1		febrile convulsions 1		8q13-q21	8						121210	
9606	Homo sapiens	2032	0	live	ENUR2		enuresis, nocturnal 2		12q13-q21	12						600808	
9606	Homo sapiens	2031	0	live	ENUR1		enuresis, nocturnal 1		13q13-q14.3	13						600631	
9606	Homo sapiens	1940	0	live	EEGV1	EEGL	electro-encephalographic variant pattern 1		20q	20						130180	
9606	Homo sapiens	1913	0	live	EEC1	EEC	ectrodactyly, ectodermal dysplasia and cleft lip/palate syndrome 1	Ectrodactyly, ectodermal dysplasia, cleft lip/palate, 1	7q11.2-q21.3	7						129900	
9606	Homo sapiens	1881	0	live	EBM		epidermolysis bullosa, macular type		Xq27.3-qter	X						302000	
9606	Homo sapiens	1713	0	live	DFNB20		deafness, autosomal recessive 20		11q25-qter	11						604060	
9606	Homo sapiens	1706	0	live	DFNB14		deafness, autosomal recessive 14		7q31	7						603678	
9606	Homo sapiens	1697	0	live	DFNB5		deafness, autosomal recessive 5		14q12	14						600792	
9606	Homo sapiens	1694	0	live	DFNA16		deafness, autosomal dominant 16		2q24	2						603964	
9606	Homo sapiens	1541	0	live	CYMD	DCMD, MDDC	cystoid macular dystrophy		7p21-p15	7						153880	
9606	Homo sapiens	1319	0	live	CORD1	CORD, CRD1	cone rod dystrophy 1 (autosomal dominant)		18q21.1-q21.3	18						600624	
9606	Homo sapiens	1275	0	live	COD2	CORDX2	cone dystrophy 2 (X-linked)		Xq27	X						300085	
9606	Homo sapiens	1167	0	live	CLA3	CPD1, SCAR6	cerebellar ataxia 3 (cerebellar parenchyma disorder 1)	cerebellar ataxia, infantile nonprogressive, autosomal recessive|cerebellar parenchyma disorder 1	20q11-q13	20						608029	
9606	Homo sapiens	882	0	live	CCAL1	CPDD	chondrocalcinosis 1 (calcium pyrophosphate-deposition disease, early onset osteoarthritis)		8q	8						600668	
9606	Homo sapiens	878	0	live	CCA1	CTRCT7	cataract, congenital, cerulean type, 1		17q24	17						115660	
9606	Homo sapiens	470	0	live	ATHS	ALP	atherosclerosis susceptibility (lipoprotein associated)		19p13.3-p13.2	19						108725	
9606	Homo sapiens	253	0	live	ALS3	ALS6	amyotrophic lateral sclerosis 3 (autosomal dominant)		18q21	18						606640	
9606	Homo sapiens	201	0	live	AIH3		amelogenesis imperfecta 3, hypomaturation or hypoplastic type		Xq22-q28	X						301201	
9606	Homo sapiens	169	0	live	AF8T		AF8 temperature sensitivity complementing	cell cycle controller G1|tsAF8 complementing		3						116950	
9606	Homo sapiens	100188867	0	live	HPC14		Prostate cancer, hereditary, 14		11q13	11						611958	
9606	Homo sapiens	50942	0	live	IBD6		inflammatory bowel disease 6		19p13	19						606674	
9606	Homo sapiens	2522	0	live	FUSE		polykaryocytosis promoter	Polykaryocytosis inducer		10						174750	
9606	Homo sapiens	100188841	0	live	CRCS2		Colorectal cancer, susceptibility to, 2		8q24	8						611469	
9606	Homo sapiens	100188834	0	live	HPC10		Prostate cancer, hereditary, 10		8q24	8						611100	
9606	Homo sapiens	170595	0	live	IBD8		inflammatory bowel disease 8		16p	16						606668	
9606	Homo sapiens	553195	0	live	MYP10		myopia 10		8p23	8						609259	
9606	Homo sapiens	100190931	0	live	IBD18		Inflammatory bowel disease-18		5p13.1	5						612262	
9606	Homo sapiens	105259600	0	live	CXDUPQ26.3	DUPXq26.3, XLAG	Chromosome Xq26.3 duplication syndrome		Xq26.3	X						300942	
9606	Homo sapiens	101448070	0	live	GLC1P		glaucoma 1, open angle, P		12q14	12						615141	
9606	Homo sapiens	101180907	0	live	USH1K		Usher syndrome 1K (autosomal recessive)		10p11.21-q21.1	10						614990	
9606	Homo sapiens	100329170	0	live	SCZD13		schizophrenia 13		15q13	15						613025	
9606	Homo sapiens	100329168	0	live	LGV2	LVG2	longevity 2		6q21	6						606460	
9606	Homo sapiens	100188321	0	live	HYT8		hypertension, essential, susceptibility to, 8		18q21.2	18						611014	
