ENSG_ID,NCBI_ID,HGNC_ID,collision,primary_gene_symbol,source
ENSG00000153774,GENE ID:10428,HGNC:1873,CP27,CFDP1,ENSG
ENSG00000198729,GENE ID:81706,HGNC:14952,CPI17-LIKE,PPP1R14C,ENSG
ENSG00000166143,GENE ID:54866,HGNC:14953,CPI17-LIKE,PPP1R14D,ENSG
ENSG00000160882,GENE ID:1584,HGNC:2591,CPN1,CYP11B1,ENSG
ENSG00000214078,GENE ID:8904,HGNC:2314,CPN1,CPNE1,ENSG
ENSG00000179142,GENE ID:1585,HGNC:2592,CPN2,CYP11B2,ENSG
ENSG00000140848,GENE ID:221184,HGNC:2315,CPN2,CPNE2,ENSG
ENSG00000233151,GENE ID:1589,HGNC:2600,CPS1,CYP21A2,ENSG
ENSG00000162877,GENE ID:148811,HGNC:26518,CPS1,PM20D1,ENSG
ENSG00000235134,GENE ID:1589,HGNC:2600,CPS1,CYP21A2,ENSG
ENSG00000198457,GENE ID:1589,HGNC:2600,CPS1,CYP21A2,ENSG
ENSG00000206338,GENE ID:1589,HGNC:2600,CPS1,CYP21A2,ENSG
ENSG00000231852,GENE ID:1589,HGNC:2600,CPS1,CYP21A2,ENSG
ENSG00000232414,GENE ID:1589,HGNC:2600,CPS1,CYP21A2,ENSG
ENSG00000157184,GENE ID:1376,HGNC:2330,CPT1,CPT2,ENSG
ENSG00000110090,GENE ID:1374,HGNC:2328,CPT1,CPT1A,ENSG
ENSG00000111666,GENE ID:56994,HGNC:17852,CPT1,CHPT1,ENSG
ENSG00000277800,GENE ID:50945,HGNC:11600,CPX,TBX22,ENSG
ENSG00000122145,GENE ID:50945,HGNC:11600,CPX,TBX22,ENSG
ENSG00000147155,GENE ID:10682,HGNC:3133,CPX,EBP,ENSG
ENSG00000080819,GENE ID:1371,HGNC:2321,CPX,CPOX,ENSG
ENSG00000186197,GENE ID:128178,HGNC:14341,CR,EDARADD,ENSG
ENSG00000241186,GENE ID:6997,HGNC:11701,CR,CRIPTO,ENSG
ENSG00000196352,GENE ID:1604,HGNC:2665,CR,CD55,ENSG
ENSG00000108848,GENE ID:51747,HGNC:24309,CRA,LUC7L3,ENSG
ENSG00000014914,GENE ID:10903,HGNC:24307,CRA,MTMR11,ENSG
ENSG00000166426,GENE ID:1381,HGNC:2338,CRABP-I,CRABP1,ENSG
ENSG00000114115,GENE ID:5947,HGNC:9919,CRABP-I,RBP1,ENSG
ENSG00000143320,GENE ID:1382,HGNC:2339,CRABP-II,CRABP2,ENSG
ENSG00000114113,GENE ID:5948,HGNC:9920,CRABP-II,RBP2,ENSG
ENSG00000105392,GENE ID:1406,HGNC:2383,CRD,CRX,ENSG
ENSG00000156313,GENE ID:6103,HGNC:10295,CRD,RPGR,ENSG
ENSG00000131094,GENE ID:10882,HGNC:24182,CRF,C1QL1,ENSG
ENSG00000147571,GENE ID:1392,HGNC:2355,CRF,CRH,ENSG
ENSG00000145244,GENE ID:10699,HGNC:19012,CRN,CORIN,ENSG
ENSG00000101343,GENE ID:51340,HGNC:15762,CRN,CRNKL1,ENSG
ENSG00000172216,GENE ID:1051,HGNC:1834,CRP2,CEBPB,ENSG
ENSG00000175183,GENE ID:1466,HGNC:2470,CRP2,CSRP2,ENSG
ENSG00000182809,GENE ID:1397,HGNC:2361,CRP2,CRIP2,ENSG
ENSG00000179218,GENE ID:811,HGNC:1455,CRT,CALR,ENSG
ENSG00000130821,GENE ID:6535,HGNC:11055,CRT,SLC6A8,ENSG
ENSG00000152779,GENE ID:387700,HGNC:23094,CRT2,SLC16A12,ENSG
ENSG00000269058,GENE ID:125972,HGNC:20407,CRT2,CALR3,ENSG
ENSG00000229150,,HGNC:2412,CRYG5,CRYGEP,ENSG
ENSG00000168582,GENE ID:1418,HGNC:2408,CRYG5,CRYGA,ENSG
ENSG00000285058,,HGNC:2412,CRYG5,CRYGEP,ENSG
ENSG00000172399,GENE ID:51778,HGNC:1330,CS-1,MYOZ2,ENSG
ENSG00000138434,GENE ID:6744,HGNC:11319,CS-1,ITPRID2,ENSG
ENSG00000213218,GENE ID:1443,HGNC:2441,CS-2,CSH2,ENSG
ENSG00000177791,GENE ID:58529,HGNC:13752,CS-2,MYOZ1,ENSG
ENSG00000136488,GENE ID:1444,HGNC:2440,CSA,CSH1,ENSG
ENSG00000136488,GENE ID:1442,HGNC:2440,CSA,CSH1,ENSG
ENSG00000049167,GENE ID:1161,HGNC:3439,CSA,ERCC8,ENSG
ENSG00000213218,GENE ID:1443,HGNC:2441,CSB,CSH2,ENSG
ENSG00000225830,GENE ID:2074,HGNC:3438,CSB,ERCC6,ENSG
ENSG00000116761,GENE ID:1491,HGNC:2501,CSE,CTH,ENSG
ENSG00000117394,GENE ID:6513,HGNC:11005,CSE,SLC2A1,ENSG
ENSG00000091482,GENE ID:23676,HGNC:11122,CSL,SMPX,ENSG
ENSG00000204414,GENE ID:1444,HGNC:2442,CSL,CSHL1,ENSG
ENSG00000169727,GENE ID:2873,HGNC:4549,CSN1,GPS1,ENSG
ENSG00000126545,GENE ID:1446,HGNC:2445,CSN1,CSN1S1,ENSG
ENSG00000159176,GENE ID:1465,HGNC:2469,CSRP,CSRP1,ENSG
ENSG00000180182,GENE ID:9282,HGNC:2370,CSRP,MED14,ENSG
ENSG00000232838,GENE ID:100303755,HGNC:40045,CSRP2BP,PET117,ENSG
ENSG00000149474,GENE ID:57325,HGNC:15904,CSRP2BP,KAT14,ENSG
ENSG00000128242,GENE ID:9514,HGNC:24240,CST,GAL3ST1,ENSG
ENSG00000130940,GENE ID:54897,HGNC:26002,CST,CASZ1,ENSG
ENSG00000226344,,HGNC:31920,CST,CST12P,ENSG
ENSG00000150281,GENE ID:1489,HGNC:2499,CT1,CTF1,ENSG
ENSG00000130821,GENE ID:6535,HGNC:11055,CT1,SLC6A8,ENSG
ENSG00000004809,GENE ID:85413,HGNC:20302,CT2,SLC22A16,ENSG
ENSG00000290985,GENE ID:386757,,CT2,SLC6A10P,ENSG
ENSG00000160505,GENE ID:147945,HGNC:22943,CT58,NLRP4,ENSG
ENSG00000064205,GENE ID:8839,HGNC:12770,CT58,CCN5,ENSG
ENSG00000228927,GENE ID:128966647,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000228927,GENE ID:124905618,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124909084,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124905619,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000228927,GENE ID:124905620,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:728137,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124905617,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:64591,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124905618,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124905619,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124905620,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124905621,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124905624,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000228927,GENE ID:124905621,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:728403,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124905616,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124905614,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124909318,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124909320,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124909330,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:128966595,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:128966599,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:728137,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000228927,GENE ID:124905625,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:128966647,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:128966655,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:128966656,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:100289087,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000228927,GENE ID:124905614,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124909294,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124905615,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124905616,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124905626,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000228927,GENE ID:124905628,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:7258,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124905627,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:128966599,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000228927,GENE ID:128966595,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124905628,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124909330,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124905626,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124909320,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000228927,GENE ID:124909318,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124905625,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124905629,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124908978,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124909306,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000228927,GENE ID:124909294,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124905624,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124909197,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124909306,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:128966655,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124908980,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124905615,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124908981,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124905623,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000258992,GENE ID:124908981,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124908979,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124908979,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124908978,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124908988,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000228927,GENE ID:124905629,HGNC:33876,CT78,TSPY3,ENSG
ENSG00000258992,GENE ID:124909015,HGNC:12381,CT78,TSPY1,ENSG
ENSG00000124383,GENE ID:10199,HGNC:7213,CT90,MPHOSPH10,ENSG
ENSG00000138182,GENE ID:9585,HGNC:7212,CT90,KIF20B,ENSG
ENSG00000102230,GENE ID:9468,HGNC:8755,CTB,PCYT1B,ENSG
ENSG00000117151,GENE ID:1486,HGNC:2496,CTB,CTBS,ENSG
ENSG00000100453,GENE ID:3002,HGNC:4709,CTLA1,GZMB,ENSG
ENSG00000100450,GENE ID:2999,HGNC:4710,CTLA1,GZMH,ENSG
ENSG00000154781,GENE ID:51244,HGNC:28033,CTR1,CCDC174,ENSG
ENSG00000136868,GENE ID:1317,HGNC:11016,CTR1,SLC31A1,ENSG
ENSG00000164619,GENE ID:168667,HGNC:24154,CV2,BMPER,ENSG
ENSG00000157851,GENE ID:56896,HGNC:20637,CV2,DPYSL5,ENSG
ENSG00000183153,GENE ID:125111,HGNC:19147,CX30.2,GJD3,ENSG
ENSG00000176402,GENE ID:349149,HGNC:17495,CX30.2,GJC3,ENSG
ENSG00000185985,GENE ID:84631,HGNC:13449,CXORF2,SLITRK2,ENSG
ENSG00000278057,GENE ID:1527,HGNC:2563,CXORF2,TEX28,ENSG
ENSG00000277949,GENE ID:285093,HGNC:26585,CXXC11,RTP5,ENSG
ENSG00000188011,GENE ID:285093,HGNC:26585,CXXC11,RTP5,ENSG
ENSG00000099364,GENE ID:54620,HGNC:25300,CXXC11,FBXL19,ENSG
ENSG00000161800,GENE ID:29127,HGNC:9804,CYK4,RACGAP1,ENSG
ENSG00000170477,GENE ID:3851,HGNC:6441,CYK4,KRT4,ENSG
ENSG00000140465,GENE ID:1543,HGNC:2595,CYP1,CYP1A1,ENSG
ENSG00000111012,GENE ID:1594,HGNC:2606,CYP1,CYP27B1,ENSG
ENSG00000179142,GENE ID:1585,HGNC:2592,CYP11B,CYP11B2,ENSG
ENSG00000160882,GENE ID:1584,HGNC:2591,CYP11B,CYP11B1,ENSG
ENSG00000197838,GENE ID:1553,HGNC:2608,CYP2A,CYP2A13,ENSG
ENSG00000255974,GENE ID:1548,HGNC:2610,CYP2A,CYP2A6,ENSG
ENSG00000198077,GENE ID:1549,HGNC:2611,CYP2A,CYP2A7,ENSG
ENSG00000291083,GENE ID:1556,,CYP2B,CYP2B7P,ENSG
ENSG00000197408,GENE ID:1555,HGNC:2615,CYP2B,CYP2B6,ENSG
ENSG00000256612,,HGNC:2616,CYP2B,CYP2B7P,ENSG
ENSG00000165841,GENE ID:1557,HGNC:2621,CYP2C,CYP2C19,ENSG
ENSG00000108242,GENE ID:1562,HGNC:2620,CYP2C,CYP2C18,ENSG
ENSG00000272532,GENE ID:1565,HGNC:2625,CYP2D,CYP2D6,ENSG
ENSG00000100197,GENE ID:1565,HGNC:2625,CYP2D,CYP2D6,ENSG
ENSG00000280905,GENE ID:1565,HGNC:2625,CYP2D,CYP2D6,ENSG
ENSG00000205702,GENE ID:105377203,HGNC:2624,CYP2D,CYP2D7,ENSG
ENSG00000283284,GENE ID:1565,HGNC:2625,CYP2D,CYP2D6,ENSG
ENSG00000263181,GENE ID:105377203,HGNC:2624,CYP2D,CYP2D7,ENSG
ENSG00000283008,GENE ID:105377203,HGNC:2624,CYP2D,CYP2D7,ENSG
ENSG00000282966,GENE ID:1565,HGNC:2625,CYP2D,CYP2D6,ENSG
ENSG00000275211,GENE ID:1565,HGNC:2625,CYP2D,CYP2D6,ENSG
ENSG00000278088,GENE ID:105377203,HGNC:2624,CYP2D,CYP2D7,ENSG
ENSG00000108179,GENE ID:10105,HGNC:9259,CYPD,PPIF,ENSG
ENSG00000171497,GENE ID:5481,HGNC:9257,CYPD,PPID,ENSG
ENSG00000137168,GENE ID:51645,HGNC:9260,CYPL1,PPIL1,ENSG
ENSG00000001630,GENE ID:1595,HGNC:2649,CYPL1,CYP51A1,ENSG
ENSG00000260128,,HGNC:15776,D-X,ULK4P2,ENSG
ENSG00000261279,,HGNC:15775,D-X,ULK4P1,ENSG
ENSG00000282689,,HGNC:15776,D-X,ULK4P2,ENSG
ENSG00000282509,,HGNC:15777,D-X,ULK4P3,ENSG
ENSG00000178081,,HGNC:15777,D-X,ULK4P3,ENSG
ENSG00000164062,GENE ID:327,HGNC:586,D3F15S2,APEH,ENSG
ENSG00000173531,GENE ID:4485,HGNC:7380,D3F15S2,MST1,ENSG
ENSG00000124678,GENE ID:6954,HGNC:11658,D6S230E,TCP11,ENSG
ENSG00000120438,GENE ID:6950,HGNC:11655,D6S230E,TCP1,ENSG
ENSG00000198467,GENE ID:7169,HGNC:12011,DA1,TPM2,ENSG
ENSG00000281940,,HGNC:5502,DA1,IGHD4-11,ENSG
ENSG00000232543,,HGNC:5502,DA1,IGHD4-11,ENSG
ENSG00000130598,GENE ID:7136,HGNC:11946,DA2B,TNNI2,ENSG
ENSG00000288219,GENE ID:7136,HGNC:11946,DA2B,TNNI2,ENSG
ENSG00000130595,GENE ID:7140,HGNC:11950,DA2B,TNNT3,ENSG
ENSG00000288250,GENE ID:7140,HGNC:11950,DA2B,TNNT3,ENSG
ENSG00000065357,GENE ID:1606,HGNC:2849,DAGK,DGKA,ENSG
ENSG00000145214,GENE ID:1609,HGNC:2856,DAGK,DGKQ,ENSG
ENSG00000153933,GENE ID:8526,HGNC:2852,DAGK6,DGKE,ENSG
ENSG00000149091,GENE ID:8525,HGNC:2857,DAGK6,DGKZ,ENSG
ENSG00000158747,GENE ID:100532736,HGNC:7650,DAN,NBL1,ENSG
ENSG00000158747,GENE ID:4681,HGNC:7650,DAN,NBL1,ENSG
ENSG00000140694,GENE ID:5073,HGNC:8609,DAN,PARN,ENSG
ENSG00000274829,GENE ID:5073,HGNC:8609,DAN,PARN,ENSG
ENSG00000123992,GENE ID:23549,HGNC:2981,DAP,DNPEP,ENSG
ENSG00000121351,GENE ID:3375,HGNC:5329,DAP,IAPP,ENSG
ENSG00000080845,GENE ID:22839,HGNC:24476,DAP4,DLGAP4,ENSG
ENSG00000137492,GENE ID:5612,HGNC:9440,DAP4,THAP12,ENSG
ENSG00000048540,GENE ID:55885,HGNC:6643,DAT1,LMO3,ENSG
ENSG00000276996,GENE ID:6531,HGNC:11049,DAT1,SLC6A3,ENSG
ENSG00000142319,GENE ID:6531,HGNC:11049,DAT1,SLC6A3,ENSG
ENSG00000078725,GENE ID:1620,HGNC:2687,DBC1,BRINP1,ENSG
ENSG00000158941,GENE ID:57805,HGNC:23360,DBC1,CCAR2,ENSG
ENSG00000145321,GENE ID:2638,HGNC:4187,DBP,GC,ENSG
ENSG00000133835,GENE ID:3295,HGNC:5213,DBP,HSD17B4,ENSG
ENSG00000081479,GENE ID:4036,HGNC:6694,DBS,LRP2,ENSG
ENSG00000126217,GENE ID:23263,HGNC:14576,DBS,MCF2L,ENSG
ENSG00000106384,GENE ID:346606,HGNC:23249,DC7,MOGAT3,ENSG
ENSG00000111237,GENE ID:51699,HGNC:14340,DC7,VPS29,ENSG
ENSG00000173530,GENE ID:8793,HGNC:11907,DCR2,TNFRSF10D,ENSG
ENSG00000112486,GENE ID:1235,HGNC:1607,DCR2,CCR6,ENSG
ENSG00000117448,GENE ID:10327,HGNC:380,DD3,AKR1A1,ENSG
ENSG00000225937,GENE ID:50652,HGNC:8637,DD3,PCA3,ENSG
ENSG00000134107,GENE ID:8553,HGNC:1046,DEC1,BHLHE40,ENSG
ENSG00000173077,,HGNC:23658,DEC1,DELEC1,ENSG
ENSG00000284835,GENE ID:1668,HGNC:2762,DEF3,DEFA3,ENSG
ENSG00000239839,GENE ID:1668,HGNC:2762,DEF3,DEFA3,ENSG
ENSG00000004534,GENE ID:10180,HGNC:9903,DEF3,RBM6,ENSG
ENSG00000171711,GENE ID:100289462,HGNC:2767,DEFB4,DEFB4A,ENSG
ENSG00000176782,GENE ID:503618,HGNC:18115,DEFB4,DEFB104A,ENSG
ENSG00000176782,GENE ID:140596,HGNC:18115,DEFB4,DEFB104A,ENSG
ENSG00000171711,GENE ID:1673,HGNC:2767,DEFB4,DEFB4A,ENSG
ENSG00000285356,GENE ID:140596,HGNC:18115,DEFB4,DEFB104A,ENSG
ENSG00000176782,GENE ID:124906746,HGNC:18115,DEFB4,DEFB104A,ENSG
ENSG00000285181,GENE ID:100289462,HGNC:2767,DEFB4,DEFB4A,ENSG
ENSG00000285181,GENE ID:1673,HGNC:2767,DEFB4,DEFB4A,ENSG
ENSG00000285356,GENE ID:124906746,HGNC:18115,DEFB4,DEFB104A,ENSG
ENSG00000285356,GENE ID:503618,HGNC:18115,DEFB4,DEFB104A,ENSG
ENSG00000142507,GENE ID:5694,HGNC:9543,DELTA,PSMB6,ENSG
ENSG00000100811,GENE ID:7528,HGNC:12856,DELTA,YY1,ENSG
ENSG00000188910,GENE ID:2707,HGNC:4285,DFNA2,GJB3,ENSG
ENSG00000117013,GENE ID:9132,HGNC:6298,DFNA2,KCNQ4,ENSG
ENSG00000121742,GENE ID:10804,HGNC:4288,DFNA3,GJB6,ENSG
ENSG00000165474,GENE ID:2706,HGNC:4284,DFNA3,GJB2,ENSG
ENSG00000181585,GENE ID:259236,HGNC:30800,DFNB6,TMIE,ENSG
ENSG00000115155,GENE ID:9381,HGNC:8515,DFNB6,OTOF,ENSG
ENSG00000136267,GENE ID:1607,HGNC:2850,DGK,DGKB,ENSG
ENSG00000153933,GENE ID:8526,HGNC:2852,DGK,DGKE,ENSG
ENSG00000114956,GENE ID:1716,HGNC:2858,DGK,DGUOK,ENSG
ENSG00000128342,GENE ID:3976,HGNC:6596,DIA,LIF,ENSG
ENSG00000147202,GENE ID:1730,HGNC:2877,DIA,DIAPH2,ENSG
ENSG00000100243,GENE ID:1727,HGNC:2873,DIA1,CYB5R3,ENSG
ENSG00000181744,GENE ID:205428,HGNC:28490,DIA1,DIPK2A,ENSG
ENSG00000168385,GENE ID:4735,HGNC:7729,DIFF6,SEPTIN2,ENSG
ENSG00000180096,GENE ID:1731,HGNC:2879,DIFF6,SEPTIN1,ENSG
ENSG00000157514,GENE ID:1831,HGNC:3051,DIP,TSC22D3,ENSG
ENSG00000075240,GENE ID:23151,HGNC:29113,DIP,GRAMD4,ENSG
ENSG00000213672,GENE ID:51517,HGNC:15486,DIP1,NCKIPSD,ENSG
ENSG00000166946,GENE ID:23582,HGNC:1587,DIP1,CCNDBP1,ENSG
ENSG00000065183,GENE ID:10885,HGNC:12755,DIP2,WDR3,ENSG
ENSG00000160305,GENE ID:23181,HGNC:17217,DIP2,DIP2A,ENSG
ENSG00000137875,GENE ID:10017,HGNC:993,DIVA,BCL2L10,ENSG
ENSG00000230524,,HGNC:33484,DIVA,COL6A4P1,ENSG
ENSG00000291281,GENE ID:344875,HGNC:33484,DIVA,COL6A4P1,ENSG
ENSG00000001626,GENE ID:1080,HGNC:1884,DJ760C5.1,CFTR,ENSG
ENSG00000228593,,HGNC:16182,DJ760C5.1,CFTRP1,ENSG
ENSG00000211921,,HGNC:5508,DK1,IGHD5-12,ENSG
ENSG00000175283,GENE ID:22845,HGNC:23406,DK1,DOLK,ENSG
ENSG00000282102,,HGNC:5508,DK1,IGHD5-12,ENSG
ENSG00000204849,GENE ID:647060,HGNC:23394,DKFZP434B204,SPATA31A1,ENSG
ENSG00000275969,GENE ID:727830,HGNC:32003,DKFZP434B204,SPATA31A3,ENSG
ENSG00000136888,GENE ID:9550,HGNC:864,DKFZP547P234,ATP6V1G1,ENSG
ENSG00000157693,GENE ID:203197,HGNC:24513,DKFZP547P234,TMEM268,ENSG
ENSG00000008226,GENE ID:9940,HGNC:2899,DLC1,DLEC1,ENSG
ENSG00000088986,GENE ID:8655,HGNC:15476,DLC1,DYNLL1,ENSG
ENSG00000133121,GENE ID:90627,HGNC:19164,DLC2,STARD13,ENSG
ENSG00000264364,GENE ID:140735,HGNC:24596,DLC2,DYNLL2,ENSG
ENSG00000104936,GENE ID:1760,HGNC:2933,DM1,DMPK,ENSG
ENSG00000282495,,HGNC:5486,DM1,IGHD1-7,ENSG
ENSG00000237197,,HGNC:5486,DM1,IGHD1-7,ENSG
ENSG00000282736,,HGNC:5483,DM2,IGHD1-14,ENSG
ENSG00000227108,,HGNC:5483,DM2,IGHD1-14,ENSG
ENSG00000169714,GENE ID:7555,HGNC:13164,DM2,CNBP,ENSG
ENSG00000189377,GENE ID:284340,HGNC:19232,DMC,CXCL17,ENSG
ENSG00000141627,GENE ID:54808,HGNC:21317,DMC,DYM,ENSG
ENSG00000137090,GENE ID:1761,HGNC:2934,DMT1,DMRT1,ENSG
ENSG00000110911,GENE ID:4891,HGNC:10908,DMT1,SLC11A2,ENSG
ENSG00000135392,GENE ID:85406,HGNC:24581,DNAJ,DNAJC14,ENSG
ENSG00000069345,GENE ID:10294,HGNC:14884,DNAJ,DNAJA2,ENSG
ENSG00000173531,GENE ID:4485,HGNC:7380,DNF15S2,MST1,ENSG
ENSG00000164062,GENE ID:327,HGNC:586,DNF15S2,APEH,ENSG
ENSG00000280038,,HGNC:35191,DNM1DN11@,DNM1P41,ENSG
ENSG00000282596,,HGNC:35188,DNM1DN11@,DNM1P38,ENSG
ENSG00000259637,,HGNC:35188,DNM1DN11@,DNM1P38,ENSG
ENSG00000182397,,HGNC:35199,DNM1DN14@,DNM1P46,ENSG
ENSG00000259660,,HGNC:35200,DNM1DN14@,DNM1P47,ENSG
ENSG00000260897,,HGNC:35177,DNM1DN3@,DNM1P30,ENSG
ENSG00000261792,,HGNC:35175,DNM1DN3@,DNM1P28,ENSG
ENSG00000282400,,HGNC:35177,DNM1DN3@,DNM1P30,ENSG
ENSG00000282324,,HGNC:35175,DNM1DN3@,DNM1P28,ENSG
ENSG00000261491,,HGNC:35178,DNM1DN4@,DNM1P31,ENSG
ENSG00000260897,,HGNC:35177,DNM1DN4@,DNM1P30,ENSG
ENSG00000261708,,HGNC:35179,DNM1DN4@,DNM1P32,ENSG
ENSG00000282400,,HGNC:35177,DNM1DN4@,DNM1P30,ENSG
ENSG00000260357,,HGNC:35181,DNM1DN8@,DNM1P34,ENSG
ENSG00000261820,,HGNC:47040,DNM1DN8@,DNM1P49,ENSG
ENSG00000246877,,HGNC:35182,DNM1DN8@,DNM1P35,ENSG
ENSG00000111328,GENE ID:8099,HGNC:14002,DOC-1,CDK2AP1,ENSG
ENSG00000168386,GENE ID:11259,HGNC:24589,DOC-1,FILIP1L,ENSG
ENSG00000164162,GENE ID:10393,HGNC:24077,DOC1,ANAPC10,ENSG
ENSG00000111328,GENE ID:8099,HGNC:14002,DOC1,CDK2AP1,ENSG
ENSG00000168229,GENE ID:5729,HGNC:9591,DP1,PTGDR,ENSG
ENSG00000198176,GENE ID:7027,HGNC:11749,DP1,TFDP1,ENSG
ENSG00000129625,GENE ID:7905,HGNC:30077,DP1,REEP5,ENSG
ENSG00000183134,GENE ID:11251,HGNC:4502,DP2,PTGDR2,ENSG
ENSG00000134982,GENE ID:324,HGNC:583,DP2,APC,ENSG
ENSG00000173801,GENE ID:3728,HGNC:6207,DP3,JUP,ENSG
ENSG00000134982,GENE ID:324,HGNC:583,DP3,APC,ENSG
ENSG00000135750,GENE ID:3775,HGNC:6272,DPK,KCNK1,ENSG
ENSG00000135090,GENE ID:51347,HGNC:18133,DPK,TAOK3,ENSG
ENSG00000078098,GENE ID:2191,HGNC:3590,DPPIV,FAP,ENSG
ENSG00000197635,GENE ID:1803,HGNC:3009,DPPIV,DPP4,ENSG
ENSG00000139726,GENE ID:8562,HGNC:2769,DRP,DENR,ENSG
ENSG00000152818,GENE ID:7402,HGNC:12635,DRP,UTRN,ENSG
ENSG00000035664,GENE ID:23604,HGNC:2675,DRP-1,DAPK2,ENSG
ENSG00000072832,GENE ID:1400,HGNC:2365,DRP-1,CRMP1,ENSG
ENSG00000152818,GENE ID:7402,HGNC:12635,DRP1,UTRN,ENSG
ENSG00000087470,GENE ID:10059,HGNC:2973,DRP1,DNM1L,ENSG
ENSG00000139726,GENE ID:8562,HGNC:2769,DRP1,DENR,ENSG
ENSG00000124228,GENE ID:55661,HGNC:15837,DRS1,DDX27,ENSG
ENSG00000198721,GENE ID:10455,HGNC:14601,DRS1,ECI2,ENSG
ENSG00000188021,GENE ID:29978,HGNC:12509,DSK2,UBQLN2,ENSG
ENSG00000135018,GENE ID:29979,HGNC:12508,DSK2,UBQLN1,ENSG
ENSG00000181019,GENE ID:1728,HGNC:2874,DTD,NQO1,ENSG
