HGNC_ID,primary_gene_symbol,collision,NCBI_ID,ENSG_ID,source
HGNC:989,BCL10,CARMEN,GENE ID:8915,ENSG00000142867,HGNC
HGNC:15819,ANKRD1,CARP,GENE ID:27063,ENSG00000148677,HGNC
HGNC:1382,CA8,CARP,GENE ID:767,ENSG00000178538,HGNC
HGNC:23578,MINDY3,CARP,GENE ID:80013,ENSG00000148481,HGNC
HGNC:1370,CA11,CARP2,GENE ID:770,ENSG00000063180,HGNC
HGNC:24821,RFFL,CARP2,GENE ID:117584,ENSG00000092871,HGNC
HGNC:2431,CSE1L,CAS,GENE ID:1434,ENSG00000124207,HGNC
HGNC:971,BCAR1,CAS,GENE ID:9564,ENSG00000050820,HGNC
HGNC:27377,CACNA1G-AS1,CAS1,GENE ID:253962,ENSG00000250107,HGNC
HGNC:9506,CYTIP,CASP,GENE ID:9595,ENSG00000115165,HGNC
HGNC:2379,CRTAP,CASP,GENE ID:10491,ENSG00000170275,HGNC
HGNC:2557,CUX1,CASP,GENE ID:1523,ENSG00000257923,HGNC
HGNC:31922,ERC2,CAST,GENE ID:26059,ENSG00000187672,HGNC
HGNC:24219,POLR1G,CAST,GENE ID:10849,ENSG00000117877,HGNC
HGNC:2342,CRAT,CAT1,GENE ID:1384,ENSG00000095321,HGNC
HGNC:2844,DGCR,CATCH22,,,HGNC
HGNC:11592,TBX1,CATCH22,GENE ID:6899,ENSG00000184058,HGNC
HGNC:1528,CAV2,CAV,GENE ID:858,ENSG00000105971,HGNC
HGNC:1377,CA5A,CAV,GENE ID:763,ENSG00000174990,HGNC
HGNC:15961,CBLC,CBL-3,GENE ID:23624,ENSG00000142273,HGNC
HGNC:37054,VTRNA2-1,CBL-3,GENE ID:100126299,ENSG00000270123,HGNC
HGNC:30043,PAG1,CBP,GENE ID:55824,ENSG00000076641,HGNC
HGNC:2348,CREBBP,CBP,GENE ID:1387,ENSG00000005339,HGNC
HGNC:17258,AGTPBP1,CCP1,GENE ID:23287,ENSG00000135049,HGNC
HGNC:2505,CTLA4,CD,GENE ID:1493,ENSG00000163599,HGNC
HGNC:5331,NOD2,CD,GENE ID:64127,ENSG00000167207,HGNC
HGNC:6339,KIR3DL2,CD158K,GENE ID:3812,ENSG00000240403,HGNC
HGNC:6330,KIR2DL2,CD158k,GENE ID:3803,,HGNC
HGNC:3619,FCGR3A,CD16,GENE ID:2214,ENSG00000203747,HGNC
HGNC:3620,FCGR3B,CD16,GENE ID:2215,ENSG00000162747,HGNC
HGNC:6008,IL2RA,CD25,GENE ID:3559,ENSG00000134460,HGNC
HGNC:6130,ISG20,CD25,GENE ID:3669,ENSG00000172183,HGNC
HGNC:3616,FCGR2A,CD32,GENE ID:2212,ENSG00000143226,HGNC
HGNC:3618,FCGR2B,CD32,GENE ID:2213,ENSG00000072694,HGNC
HGNC:16309,LILRA5,CD85,GENE ID:353514,ENSG00000187116,HGNC
HGNC:6605,LILRB1,CD85,GENE ID:10859,ENSG00000104972,HGNC
HGNC:11026,SLC3A2,CD98,GENE ID:6520,ENSG00000168003,HGNC
HGNC:11063,SLC7A5,CD98,GENE ID:8140,ENSG00000103257,HGNC
HGNC:22427,CDC14C,CDC14B2,GENE ID:168448,ENSG00000218305,HGNC
HGNC:1758,CDH19,CDH7,GENE ID:28513,ENSG00000071991,HGNC
HGNC:1730,CDK11A,CDK11-p110,GENE ID:728642,ENSG00000008128,HGNC
HGNC:1729,CDK11B,CDK11-p110,GENE ID:984,ENSG00000248333,HGNC
HGNC:1729,CDK11B,CDK11-p46,GENE ID:984,ENSG00000248333,HGNC
HGNC:1730,CDK11A,CDK11-p46,GENE ID:728642,ENSG00000008128,HGNC
HGNC:1729,CDK11B,CDK11-p58,GENE ID:984,ENSG00000248333,HGNC
HGNC:1730,CDK11A,CDK11-p58,GENE ID:728642,ENSG00000008128,HGNC
HGNC:1788,CDKN2B,CDK4I,GENE ID:1030,ENSG00000147883,HGNC
HGNC:1787,CDKN2A,CDK4I,GENE ID:1029,ENSG00000147889,HGNC
HGNC:1441,CALD1,CDM,GENE ID:800,ENSG00000122786,HGNC
HGNC:16695,BCAP31,CDM,GENE ID:10134,ENSG00000185825,HGNC
HGNC:1535,RUNX1T1,CDR,GENE ID:862,ENSG00000079102,HGNC
HGNC:387,AKR1C4,CDR,GENE ID:1109,ENSG00000198610,HGNC
HGNC:1819,CEACAM7,CEA,GENE ID:1087,ENSG00000007306,HGNC
HGNC:9519,PSG2,CEA,GENE ID:5670,ENSG00000242221,HGNC
HGNC:16286,ELMO1,CED-12,GENE ID:9844,ENSG00000155849,HGNC
HGNC:17233,ELMO2,CED-12,GENE ID:63916,ENSG00000062598,HGNC
HGNC:17289,ELMO3,CED-12,GENE ID:79767,ENSG00000102890,HGNC
HGNC:16286,ELMO1,CED12,GENE ID:9844,ENSG00000155849,HGNC
HGNC:17233,ELMO2,CED12,GENE ID:63916,ENSG00000062598,HGNC
HGNC:17289,ELMO3,CED12,GENE ID:79767,ENSG00000102890,HGNC
HGNC:4944,HLA-DQB1,CELIAC1,GENE ID:3119,ENSG00000179344,HGNC
HGNC:4942,HLA-DQA1,CELIAC1,GENE ID:3117,ENSG00000196735,HGNC
HGNC:24343,CXXC1,CFP1,GENE ID:30827,ENSG00000154832,HGNC
HGNC:23354,CCNY,CFP1,GENE ID:219771,ENSG00000108100,HGNC
HGNC:2568,MAMLD1,CG1,GENE ID:10046,ENSG00000013619,HGNC
HGNC:6467,KTN1,CG1,GENE ID:3895,ENSG00000126777,HGNC
HGNC:17010,NUP42,CG1,GENE ID:11097,ENSG00000136243,HGNC
HGNC:24766,GOLT1A,CGI-141,GENE ID:127845,ENSG00000174567,HGNC
HGNC:20175,GOLT1B,CGI-141,GENE ID:51026,ENSG00000111711,HGNC
HGNC:10489,S100A12,CGRP,GENE ID:6283,ENSG00000163221,HGNC
HGNC:1437,CALCA,CGRP,GENE ID:796,ENSG00000110680,HGNC
HGNC:7201,MOV10L1,CHAMP,GENE ID:54456,ENSG00000073146,HGNC
HGNC:20311,CHAMP1,CHAMP,GENE ID:283489,ENSG00000198824,HGNC
HGNC:19057,CHD6,CHD5,GENE ID:84181,ENSG00000124177,HGNC
HGNC:12790,GET1,CHD5,GENE ID:7485,ENSG00000182093,HGNC
HGNC:1733,CDK13,CHED,GENE ID:8621,ENSG00000065883,HGNC
HGNC:15804,OVOL2,CHED,GENE ID:58495,ENSG00000125850,HGNC
HGNC:4028,FXYD4,CHIF,GENE ID:53828,ENSG00000150201,HGNC
HGNC:17433,CHP1,CHP,GENE ID:11261,ENSG00000187446,HGNC
HGNC:20995,ASF1A,CIA,GENE ID:25842,ENSG00000111875,HGNC
HGNC:15909,NCOA5,CIA,GENE ID:57727,ENSG00000124160,HGNC
HGNC:28235,ABHD14B,CIB,GENE ID:84836,ENSG00000114779,HGNC
HGNC:16920,CIB1,CIB,GENE ID:10519,ENSG00000185043,HGNC
HGNC:49151,AK6,CINAP,GENE ID:102157402,ENSG00000085231,HGNC
HGNC:24358,TSPYL2,CINAP,GENE ID:64061,ENSG00000184205,HGNC
HGNC:17435,SLC12A9,CIP1,GENE ID:56996,ENSG00000146828,HGNC
HGNC:1784,CDKN1A,CIP1,GENE ID:1026,ENSG00000124762,HGNC
HGNC:6266,KCNJ5,CIR,GENE ID:3762,ENSG00000120457,HGNC
HGNC:43891,VIM2P,CIR,GENE ID:100130535,ENSG00000286215,HGNC
HGNC:24217,CIRSR,CIR,GENE ID:9541,ENSG00000138433,HGNC
HGNC:1602,CCR1,CKR-1,GENE ID:1230,ENSG00000163823,HGNC
HGNC:6026,CXCR1,CKR-1,GENE ID:3577,ENSG00000163464,HGNC
HGNC:10612,CCL14,CKb1,GENE ID:6358,ENSG00000276409,HGNC
HGNC:17213,COLEC11,CL-11,GENE ID:78989,ENSG00000118004,HGNC
HGNC:6083,INSIG1,CL-6,GENE ID:3638,ENSG00000186480,HGNC
HGNC:30649,CCDC80,CL2,GENE ID:151887,ENSG00000091986,HGNC
HGNC:39044,ERVW-5,CL2,GENE ID:100862695,,HGNC
HGNC:570,AP3M2,CLA20,GENE ID:10947,ENSG00000070718,HGNC
HGNC:575,AP4S1,CLA20,GENE ID:11154,ENSG00000100478,HGNC
HGNC:15874,SPEF1,CLAMP,GENE ID:25876,ENSG00000101222,HGNC
HGNC:8821,PDZK1,CLAMP,GENE ID:5174,ENSG00000174827,HGNC
HGNC:16412,NLRC4,CLAN,GENE ID:58484,ENSG00000091106,HGNC
HGNC:53749,LINC02577,CLAN,GENE ID:111216280,ENSG00000228742,HGNC
HGNC:2020,CLCN2,CLC2,GENE ID:1181,ENSG00000114859,HGNC
HGNC:30054,LGALS14,CLC2,GENE ID:56891,ENSG00000006659,HGNC
HGNC:2364,CRLF1,CLF,GENE ID:9244,ENSG00000006016,HGNC
HGNC:15762,CRNKL1,CLF,GENE ID:51340,ENSG00000101343,HGNC
HGNC:1697,CD74,CLIP,GENE ID:972,ENSG00000019582,HGNC
HGNC:10461,CLIP1,CLIP,GENE ID:6249,ENSG00000130779,HGNC
HGNC:9201,POMC,CLIP,GENE ID:5443,ENSG00000115138,HGNC
HGNC:2586,CLIP2,CLIP,GENE ID:7461,ENSG00000106665,HGNC
HGNC:5969,IL12A,CLMF,GENE ID:3592,ENSG00000168811,HGNC
HGNC:5970,IL12B,CLMF,GENE ID:3593,ENSG00000113302,HGNC
HGNC:2472,CSRP3,CLP,GENE ID:8048,ENSG00000129170,HGNC
HGNC:18304,COTL1,CLP,GENE ID:23406,ENSG00000103187,HGNC
HGNC:1452,CALML3,CLP,GENE ID:810,ENSG00000178363,HGNC
HGNC:2095,CLU,CLU1,GENE ID:1191,ENSG00000120885,HGNC
HGNC:29094,CLUH,CLU1,GENE ID:23277,ENSG00000132361,HGNC
HGNC:21424,IFT74,CMG1,GENE ID:80173,ENSG00000096872,HGNC
HGNC:10593,SCN5A,CMPD2,GENE ID:6331,ENSG00000183873,HGNC
HGNC:11949,TNNT2,CMPD2,GENE ID:7139,ENSG00000118194,HGNC
HGNC:17819,NT5C1A,CN1,GENE ID:84618,ENSG00000116981,HGNC
HGNC:20675,CNDP1,CN1,GENE ID:84735,ENSG00000150656,HGNC
HGNC:19431,CNIH1,CNIL,GENE ID:10175,ENSG00000100528,HGNC
HGNC:1323,C4A,CO4,GENE ID:720,ENSG00000244731,HGNC
HGNC:1324,C4B,CO4,GENE ID:721,ENSG00000224389,HGNC
HGNC:9936,OPN1LW,COD5,GENE ID:5956,ENSG00000102076,HGNC
HGNC:4206,OPN1MW,COD5,GENE ID:2652,ENSG00000268221,HGNC
HGNC:38501,COL6A4P2,COL6A4,GENE ID:646300,ENSG00000228252,HGNC
HGNC:33484,COL6A4P1,COL6A4,GENE ID:344875,ENSG00000230524,HGNC
HGNC:29990,NUPR1,COM1,GENE ID:26471,ENSG00000176046,HGNC
HGNC:9891,RBBP8,COM1,GENE ID:5932,ENSG00000101773,HGNC
HGNC:55527,TOMT,COMT2,GENE ID:120356740,ENSG00000284844,HGNC
HGNC:25033,LRTOMT,COMT2,GENE ID:220074,ENSG00000284922,HGNC
HGNC:19041,COQ8B,COQ8,GENE ID:79934,ENSG00000123815,HGNC
HGNC:16812,COQ8A,COQ8,GENE ID:56997,ENSG00000163050,HGNC
HGNC:7419,MT-CO1,COX1,GENE ID:4512,ENSG00000198804,HGNC
HGNC:9604,PTGS1,COX1,GENE ID:5742,ENSG00000095303,HGNC
HGNC:9605,PTGS2,COX2,GENE ID:5743,ENSG00000073756,HGNC
HGNC:7421,MT-CO2,COX2,GENE ID:4513,ENSG00000198712,HGNC
HGNC:2605,CYP27A1,CP27,GENE ID:1593,ENSG00000135929,HGNC
HGNC:1873,CFDP1,CP27,GENE ID:10428,ENSG00000153774,HGNC
HGNC:14952,PPP1R14C,CPI17-like,GENE ID:81706,ENSG00000198729,HGNC
HGNC:14953,PPP1R14D,CPI17-like,GENE ID:54866,ENSG00000166143,HGNC
HGNC:2591,CYP11B1,CPN1,GENE ID:1584,ENSG00000160882,HGNC
HGNC:2314,CPNE1,CPN1,GENE ID:8904,ENSG00000214078,HGNC
HGNC:2592,CYP11B2,CPN2,GENE ID:1585,ENSG00000179142,HGNC
HGNC:2315,CPNE2,CPN2,GENE ID:221184,ENSG00000140848,HGNC
HGNC:2600,CYP21A2,CPS1,GENE ID:1589,ENSG00000231852,HGNC
HGNC:2321,CPOX,CPX,GENE ID:1371,ENSG00000080819,HGNC
HGNC:3133,EBP,CPX,GENE ID:10682,ENSG00000147155,HGNC
HGNC:11701,CRIPTO,CR,GENE ID:6997,ENSG00000241186,HGNC
HGNC:14341,EDARADD,CR,GENE ID:128178,ENSG00000186197,HGNC
HGNC:2665,CD55,CR,GENE ID:1604,ENSG00000196352,HGNC
HGNC:24309,LUC7L3,CRA,GENE ID:51747,ENSG00000108848,HGNC
HGNC:24307,MTMR11,CRA,GENE ID:10903,ENSG00000014914,HGNC
HGNC:2338,CRABP1,CRABP-I,GENE ID:1381,ENSG00000166426,HGNC
HGNC:9919,RBP1,CRABP-I,GENE ID:5947,ENSG00000114115,HGNC
HGNC:9920,RBP2,CRABP-II,GENE ID:5948,ENSG00000114113,HGNC
HGNC:2339,CRABP2,CRABP-II,GENE ID:1382,ENSG00000143320,HGNC
HGNC:2355,CRH,CRF,GENE ID:1392,ENSG00000147571,HGNC
HGNC:24182,C1QL1,CRF,GENE ID:10882,ENSG00000131094,HGNC
HGNC:19012,CORIN,CRN,GENE ID:10699,ENSG00000145244,HGNC
HGNC:15762,CRNKL1,CRN,GENE ID:51340,ENSG00000101343,HGNC
HGNC:2470,CSRP2,CRP2,GENE ID:1466,ENSG00000175183,HGNC
HGNC:2361,CRIP2,CRP2,GENE ID:1397,ENSG00000182809,HGNC
HGNC:1834,CEBPB,CRP2,GENE ID:1051,ENSG00000172216,HGNC
HGNC:1455,CALR,CRT,GENE ID:811,ENSG00000179218,HGNC
HGNC:11055,SLC6A8,CRT,GENE ID:6535,ENSG00000130821,HGNC
HGNC:20407,CALR3,CRT2,GENE ID:125972,ENSG00000269058,HGNC
HGNC:23094,SLC16A12,CRT2,GENE ID:387700,ENSG00000152779,HGNC
HGNC:11319,ITPRID2,CS-1,GENE ID:6744,ENSG00000138434,HGNC
HGNC:1330,MYOZ2,CS-1,GENE ID:51778,ENSG00000172399,HGNC
HGNC:13752,MYOZ1,CS-2,GENE ID:58529,ENSG00000177791,HGNC
HGNC:2441,CSH2,CS-2,GENE ID:1443,ENSG00000213218,HGNC
HGNC:2440,CSH1,CSA,GENE ID:1442,ENSG00000136488,HGNC
HGNC:3439,ERCC8,CSA,GENE ID:1161,ENSG00000049167,HGNC
HGNC:3438,ERCC6,CSB,GENE ID:2074,ENSG00000225830,HGNC
HGNC:2441,CSH2,CSB,GENE ID:1443,ENSG00000213218,HGNC
HGNC:2442,CSHL1,CSL,GENE ID:1444,ENSG00000204414,HGNC
HGNC:2370,MED14,CSRP,GENE ID:9282,ENSG00000180182,HGNC
HGNC:2469,CSRP1,CSRP,GENE ID:1465,ENSG00000159176,HGNC
HGNC:24240,GAL3ST1,CST,GENE ID:9514,ENSG00000128242,HGNC
HGNC:11055,SLC6A8,CT1,GENE ID:6535,ENSG00000130821,HGNC
HGNC:2499,CTF1,CT1,GENE ID:1489,ENSG00000150281,HGNC
HGNC:12770,CCN5,CT58,GENE ID:8839,ENSG00000064205,HGNC
HGNC:22943,NLRP4,CT58,GENE ID:147945,ENSG00000160505,HGNC
HGNC:33876,TSPY3,CT78,GENE ID:728137,ENSG00000228927,HGNC
HGNC:12381,TSPY1,CT78,GENE ID:7258,ENSG00000258992,HGNC
HGNC:7213,MPHOSPH10,CT90,GENE ID:10199,ENSG00000124383,HGNC
HGNC:7212,KIF20B,CT90,GENE ID:9585,ENSG00000138182,HGNC
HGNC:11016,SLC31A1,CTR1,GENE ID:1317,ENSG00000136868,HGNC
HGNC:20637,DPYSL5,CV2,GENE ID:56896,ENSG00000157851,HGNC
HGNC:17495,GJC3,CX30.2,GENE ID:349149,ENSG00000176402,HGNC
HGNC:2611,CYP2A7,CYP2A,GENE ID:1549,ENSG00000198077,HGNC
HGNC:2610,CYP2A6,CYP2A,GENE ID:1548,ENSG00000255974,HGNC
HGNC:2608,CYP2A13,CYP2A,GENE ID:1553,ENSG00000197838,HGNC
HGNC:2649,CYP51A1,CYPL1,GENE ID:1595,ENSG00000001630,HGNC
HGNC:9260,PPIL1,CYPL1,GENE ID:51645,ENSG00000137168,HGNC
HGNC:24190,CAMK2N1,CaMKIINalpha,GENE ID:55450,ENSG00000162545,HGNC
HGNC:1460,CAMK2A,CaMKIINalpha,GENE ID:815,ENSG00000070808,HGNC
HGNC:14006,TRPV6,CaT1,GENE ID:55503,ENSG00000165125,HGNC
HGNC:24136,B4GALNT2,Cad,GENE ID:124872,ENSG00000167080,HGNC
HGNC:1368,CA1,Car1,GENE ID:759,ENSG00000133742,HGNC
HGNC:1373,CA2,Car2,GENE ID:760,ENSG00000104267,HGNC
HGNC:16014,CASD1,Cas1,GENE ID:64921,ENSG00000127995,HGNC
HGNC:1719,CDC14B,Cdc14B2,GENE ID:8555,ENSG00000081377,HGNC
HGNC:1760,CDH20,Cdh7,GENE ID:28316,ENSG00000101542,HGNC
HGNC:18313,RHOV,Chp,GENE ID:171177,ENSG00000104140,HGNC
HGNC:2460,CSNK2B,Ckb1,GENE ID:1460,ENSG00000204435,HGNC
HGNC:28744,CNIH2,Cnil,GENE ID:254263,ENSG00000174871,HGNC
HGNC:26518,PM20D1,Cps1,GENE ID:148811,ENSG00000162877,HGNC
HGNC:11122,SMPX,Csl,GENE ID:23676,ENSG00000091482,HGNC
HGNC:31920,CST12P,Cst,,ENSG00000226344,HGNC
HGNC:24154,BMPER,Cv2,GENE ID:168667,ENSG00000164619,HGNC
HGNC:19147,GJD3,Cx30.2,GENE ID:125111,ENSG00000183153,HGNC
HGNC:9257,PPID,CypD,GENE ID:5481,ENSG00000171497,HGNC
HGNC:9259,PPIF,CypD,GENE ID:10105,ENSG00000108179,HGNC
HGNC:15775,ULK4P1,D-X,GENE ID:89838,ENSG00000261279,HGNC
HGNC:15776,ULK4P2,D-X,GENE ID:100288380,ENSG00000260128,HGNC
HGNC:15777,ULK4P3,D-X,GENE ID:89837,ENSG00000178081,HGNC
HGNC:5502,IGHD4-11,DA1,GENE ID:28495,ENSG00000232543,HGNC
HGNC:12011,TPM2,DA1,GENE ID:7169,ENSG00000198467,HGNC
HGNC:11946,TNNI2,DA2B,GENE ID:7136,ENSG00000130598,HGNC
HGNC:11950,TNNT3,DA2B,GENE ID:7140,ENSG00000130595,HGNC
HGNC:2852,DGKE,DAGK6,GENE ID:8526,ENSG00000153933,HGNC
HGNC:2857,DGKZ,DAGK6,GENE ID:8525,ENSG00000149091,HGNC
HGNC:7650,NBL1,DAN,GENE ID:4681,ENSG00000158747,HGNC
HGNC:8609,PARN,DAN,GENE ID:5073,ENSG00000140694,HGNC
HGNC:5329,IAPP,DAP,GENE ID:3375,ENSG00000121351,HGNC
HGNC:2981,DNPEP,DAP,GENE ID:23549,ENSG00000123992,HGNC
HGNC:24476,DLGAP4,DAP4,GENE ID:22839,ENSG00000080845,HGNC
HGNC:9440,THAP12,DAP4,GENE ID:5612,ENSG00000137492,HGNC
HGNC:5213,HSD17B4,DBP,GENE ID:3295,ENSG00000133835,HGNC
HGNC:4187,GC,DBP,GENE ID:2638,ENSG00000145321,HGNC
HGNC:14576,MCF2L,DBS,GENE ID:23263,ENSG00000126217,HGNC
HGNC:6694,LRP2,DBS,GENE ID:4036,ENSG00000081479,HGNC
HGNC:23249,MOGAT3,DC7,GENE ID:346606,ENSG00000106384,HGNC
HGNC:14340,VPS29,DC7,GENE ID:51699,ENSG00000111237,HGNC
HGNC:1607,CCR6,DCR2,GENE ID:1235,ENSG00000112486,HGNC
HGNC:380,AKR1A1,DD3,GENE ID:10327,ENSG00000117448,HGNC
HGNC:8637,PCA3,DD3,GENE ID:50652,ENSG00000225937,HGNC
HGNC:9543,PSMB6,DELTA,GENE ID:5694,ENSG00000142507,HGNC
HGNC:12856,YY1,DELTA,GENE ID:7528,ENSG00000100811,HGNC
HGNC:2850,DGKB,DGK,GENE ID:1607,ENSG00000136267,HGNC
HGNC:2852,DGKE,DGK,GENE ID:8526,ENSG00000153933,HGNC
HGNC:6596,LIF,DIA,GENE ID:3976,ENSG00000128342,HGNC
HGNC:2877,DIAPH2,DIA,GENE ID:1730,ENSG00000147202,HGNC
HGNC:3051,TSC22D3,DIP,GENE ID:1831,ENSG00000157514,HGNC
HGNC:29113,GRAMD4,DIP,GENE ID:23151,ENSG00000075240,HGNC
HGNC:1587,CCNDBP1,DIP1,GENE ID:23582,ENSG00000166946,HGNC
HGNC:15486,NCKIPSD,DIP1,GENE ID:51517,ENSG00000213672,HGNC
HGNC:12755,WDR3,DIP2,GENE ID:10885,ENSG00000065183,HGNC
HGNC:33484,COL6A4P1,DIVA,GENE ID:344875,ENSG00000230524,HGNC
HGNC:5508,IGHD5-12,DK1,GENE ID:28491,ENSG00000211921,HGNC
HGNC:23406,DOLK,DK1,GENE ID:22845,ENSG00000175283,HGNC
HGNC:23394,SPATA31A1,DKFZP434B204,GENE ID:647060,ENSG00000204849,HGNC
HGNC:32003,SPATA31A3,DKFZp434B204,GENE ID:727830,ENSG00000275969,HGNC
HGNC:24513,TMEM268,DKFZp547P234,GENE ID:203197,ENSG00000157693,HGNC
HGNC:864,ATP6V1G1,DKFZp547P234,GENE ID:9550,ENSG00000136888,HGNC
HGNC:2899,DLEC1,DLC1,GENE ID:9940,ENSG00000008226,HGNC
HGNC:15476,DYNLL1,DLC1,GENE ID:8655,ENSG00000088986,HGNC
HGNC:19164,STARD13,DLC2,GENE ID:90627,ENSG00000133121,HGNC
HGNC:21317,DYM,DMC,GENE ID:54808,ENSG00000141627,HGNC
HGNC:19232,CXCL17,DMC,GENE ID:284340,ENSG00000189377,HGNC
HGNC:10908,SLC11A2,DMT1,GENE ID:4891,ENSG00000110911,HGNC
HGNC:2934,DMRT1,DMT1,GENE ID:1761,ENSG00000137090,HGNC
HGNC:24581,DNAJC14,DNAJ,GENE ID:85406,ENSG00000135392,HGNC
HGNC:14884,DNAJA2,DNAJ,GENE ID:10294,ENSG00000069345,HGNC
HGNC:24589,FILIP1L,DOC-1,GENE ID:11259,ENSG00000168386,HGNC
HGNC:24077,ANAPC10,DOC1,GENE ID:10393,ENSG00000164162,HGNC
HGNC:14002,CDK2AP1,DOC1,GENE ID:8099,ENSG00000111328,HGNC
HGNC:11749,TFDP1,DP1,GENE ID:7027,ENSG00000198176,HGNC
HGNC:9591,PTGDR,DP1,GENE ID:5729,ENSG00000168229,HGNC
HGNC:30077,REEP5,DP1,GENE ID:7905,ENSG00000129625,HGNC
HGNC:583,APC,DP2,GENE ID:324,ENSG00000134982,HGNC
HGNC:4502,PTGDR2,DP2,GENE ID:11251,ENSG00000183134,HGNC
HGNC:6207,JUP,DP3,GENE ID:3728,ENSG00000173801,HGNC
HGNC:583,APC,DP3,GENE ID:324,ENSG00000134982,HGNC
HGNC:6272,KCNK1,DPK,GENE ID:3775,ENSG00000135750,HGNC
HGNC:18133,TAOK3,DPK,GENE ID:51347,ENSG00000135090,HGNC
HGNC:3590,FAP,DPPIV,GENE ID:2191,ENSG00000078098,HGNC
HGNC:3009,DPP4,DPPIV,GENE ID:1803,ENSG00000197635,HGNC
HGNC:12635,UTRN,DRP,GENE ID:7402,ENSG00000152818,HGNC
HGNC:2769,DENR,DRP,GENE ID:8562,ENSG00000139726,HGNC
HGNC:2365,CRMP1,DRP-1,GENE ID:1400,ENSG00000072832,HGNC
HGNC:2675,DAPK2,DRP-1,GENE ID:23604,ENSG00000035664,HGNC
HGNC:2973,DNM1L,DRP1,GENE ID:10059,ENSG00000087470,HGNC
HGNC:2769,DENR,DRP1,GENE ID:8562,ENSG00000139726,HGNC
HGNC:12635,UTRN,DRP1,GENE ID:7402,ENSG00000152818,HGNC
HGNC:15837,DDX27,DRS1,GENE ID:55661,ENSG00000124228,HGNC
HGNC:14601,ECI2,DRS1,GENE ID:10455,ENSG00000198721,HGNC
HGNC:12508,UBQLN1,DSK2,GENE ID:29979,ENSG00000135018,HGNC
HGNC:24576,CDT1,DUP,GENE ID:81620,ENSG00000167513,HGNC
HGNC:7326,MSH3,DUP,GENE ID:4437,ENSG00000113318,HGNC
HGNC:10298,RPL10,DXS648E,GENE ID:6134,ENSG00000147403,HGNC
HGNC:10231,SNORA70,DXS648E,GENE ID:26778,ENSG00000207165,HGNC
HGNC:11907,TNFRSF10D,DcR2,GENE ID:8793,ENSG00000173530,HGNC
HGNC:17217,DIP2A,Dip2,GENE ID:23181,ENSG00000160305,HGNC
HGNC:993,BCL2L10,Diva,GENE ID:10017,ENSG00000137875,HGNC
HGNC:24596,DYNLL2,Dlc2,GENE ID:140735,ENSG00000264364,HGNC
HGNC:12509,UBQLN2,Dsk2,GENE ID:29978,ENSG00000188021,HGNC
HGNC:983,BCHE,E1,GENE ID:590,ENSG00000114200,HGNC
HGNC:24599,ENOPH1,E1,GENE ID:58478,ENSG00000145293,HGNC
HGNC:10115,SNORA73A,E1,GENE ID:6080,ENSG00000274266,HGNC
HGNC:31920,CST12P,E2,,ENSG00000226344,HGNC
HGNC:10107,SNORA62,E2,GENE ID:6044,ENSG00000202363,HGNC
HGNC:2896,DLAT,E2,GENE ID:1737,ENSG00000150768,HGNC
HGNC:10106,SNORA63,E3,GENE ID:6043,ENSG00000200320,HGNC
HGNC:412,ALDH9A1,E3,GENE ID:223,ENSG00000143149,HGNC
HGNC:2898,DLD,E3,GENE ID:1738,ENSG00000091140,HGNC
HGNC:12500,UBE4B,E4,GENE ID:10277,ENSG00000130939,HGNC
HGNC:12499,UBE4A,E4,GENE ID:9354,ENSG00000110344,HGNC
HGNC:9690,PTTG1,EAP1,GENE ID:9232,ENSG00000164611,HGNC
HGNC:28112,EXOSC7,EAP1,GENE ID:23016,ENSG00000075914,HGNC
HGNC:14282,IRF2BPL,EAP1,GENE ID:64207,ENSG00000119669,HGNC
HGNC:6890,MAPRE1,EB1,GENE ID:22919,ENSG00000101367,HGNC
HGNC:6891,MAPRE2,EB1,GENE ID:10982,ENSG00000166974,HGNC
HGNC:2289,COX7A2L,EB1,GENE ID:9167,ENSG00000115944,HGNC
HGNC:4298,GLB1,EBP,GENE ID:2720,ENSG00000170266,HGNC
HGNC:30418,SH3D19,EBP,GENE ID:152503,ENSG00000109686,HGNC
HGNC:29629,BUD31,EDG-2,GENE ID:8896,ENSG00000106245,HGNC
HGNC:21259,CAPRIN2,EEG1,GENE ID:65981,ENSG00000110888,HGNC
HGNC:3257,EIF2B1,EIF-2B,GENE ID:1967,ENSG00000111361,HGNC
HGNC:3259,EIF2B3,EIF-2B,GENE ID:8891,ENSG00000070785,HGNC
HGNC:3261,EIF2B5,EIF-2B,GENE ID:8893,ENSG00000145191,HGNC
HGNC:3260,EIF2B4,EIF-2B,GENE ID:8890,ENSG00000115211,HGNC
HGNC:3260,EIF2B4,EIF2B,GENE ID:8890,ENSG00000115211,HGNC
HGNC:3258,EIF2B2,EIF2B,GENE ID:8892,ENSG00000119718,HGNC
HGNC:1689,CD59,EL32,GENE ID:966,ENSG00000085063,HGNC
HGNC:3481,ETFA,EMA,GENE ID:2108,ENSG00000140374,HGNC
HGNC:7508,MUC1,EMA,GENE ID:4582,ENSG00000185499,HGNC
HGNC:18035,EML2,EMAP-2,GENE ID:24139,ENSG00000125746,HGNC
HGNC:18197,EML5,EMAP-2,GENE ID:161436,ENSG00000165521,HGNC
HGNC:10648,AIMP1,EMAP-2,GENE ID:9255,ENSG00000164022,HGNC
