,NCBI_ID,gene_symbol,collision,source,HGNC_ID,ENSG_ID,alias_symbol
200,GENE ID:8997,KALRN,CHD5,NCBI,HGNC:4814,ENSG00000160145,"ARHGEF24,CHD5,CHDS5,DUET,DUO,HAPIP,KALNC2,TRAD"
201,GENE ID:1663,DDX11,CHL1,NCBI,HGNC:2736,ENSG00000013573,"CHL1,CHLR1,KRG2,WABS"
202,GENE ID:4359,MPZ,CHM,NCBI,HGNC:7225,ENSG00000158887,"CHM,CHN2,CMT1,CMT1B,CMT2I,CMT2J,CMT4E,CMTDI3,CMTDID,DSS,HMSNIB,MPP,P0"
203,GENE ID:100526767,RNF103-CHMP3,CHMP3,NCBI,HGNC:38847,ENSG00000249884,"CGI149,CHMP3,NEDF,RNF103-VPS24,VPS24,hVps24"
204,GENE ID:128866,CHMP4B,CHMP4A,NCBI,HGNC:16171,ENSG00000101421,"C20orf178,CHMP4A,CTPP3,CTRCT31,SNF7,SNF7-2,Shax1,VPS32B,Vps32-2,dJ553F4.4"
205,GENE ID:29082,CHMP4A,CHMP4B,NCBI,HGNC:20274,ENSG00000254505,"C14orf123,CHMP4,CHMP4B,HSPC134,SHAX2,SNF7,SNF7-1,VPS32-1,VPS32A,hSnf7-1"
207,GENE ID:26973,CHORDC1,CHP1,NCBI,HGNC:14525,ENSG00000110172,CHP1
208,GENE ID:89832,CHRFAM7A,CHRNA7,NCBI,HGNC:15781,ENSG00000166664,"CHRNA7,CHRNA7-DR1,D-10,NACHRA7"
209,GENE ID:6576,SLC25A1,CIC,NCBI,HGNC:10979,ENSG00000100075,"CIC,CMS23,CTP,D2L2AD,SEA,SLC20A3"
210,GENE ID:79947,DHDDS,CIT,NCBI,HGNC:20603,ENSG00000117682,"CIT,CPT,DEDSM,DS,HDS,RP59,hCIT"
211,GENE ID:1120,CHKB,CKB,NCBI,HGNC:1938,ENSG00000100288,"CHETK,CHKL,CK,CKB,CKEKB,EK,EKB,MDCMC"
212,GENE ID:688,KLF5,CKLF,NCBI,HGNC:6349,ENSG00000102554,"BTEB2,CKLF,IKLF"
213,GENE ID:23529,CLCF1,CLC,NCBI,HGNC:17412,ENSG00000175505,"BSF-3,BSF3,CISS2,CLC,NNT-1,NNT1,NR6"
214,GENE ID:131566,DCBLD2,CLCP1,NCBI,HGNC:24627,ENSG00000057019,"CLCP1,ESDN"
215,GENE ID:128193292,LNCTSI,CLDN14-AS1,NCBI,HGNC:56660,,"CLDN14-AS1,PTAR,lnc-TSI,lnc-UTGF"
216,GENE ID:51266,CLEC1B,CLEC2B,NCBI,HGNC:24356,ENSG00000165682,"1810061I13Rik,CLEC2,CLEC2B,PRO1384,QDED721"
217,GENE ID:4312,MMP1,CLGN,NCBI,HGNC:7155,ENSG00000196611,"CLG,CLGN"
218,GENE ID:53347,UBASH3A,CLIP4,NCBI,HGNC:12462,ENSG00000160185,"CLIP4,STS-2,TULA,TULA-1"
219,GENE ID:10229,COQ7,CLK1,NCBI,HGNC:2244,ENSG00000167186,"CAT5,CLK-1,CLK1,COQ10D8,HMNR9"
220,GENE ID:78989,COLEC11,CLK1,NCBI,HGNC:17213,ENSG00000118004,"3MC2,CL-11,CL-K1-I,CL-K1-II,CL-K1-IIa,CL-K1-IIb,CLK1"
221,GENE ID:9894,TELO2,CLK2,NCBI,HGNC:29099,ENSG00000100726,"CLK2,TEL2,YHFS"
222,GENE ID:81035,COLEC12,CLP1,NCBI,HGNC:16016,ENSG00000158270,"CLP1,NSR2,SCARA4,SRCL"
223,GENE ID:10614,HEXIM1,CLP1,NCBI,HGNC:24953,ENSG00000186834,"CLP1,EDG1,HIS1,MAQ1"
224,GENE ID:105374155,SIAH2-AS1,CLRN1-AS1,NCBI,HGNC:40526,,CLRN1-AS1
225,GENE ID:2776,GNAQ,CMC1,NCBI,HGNC:4390,ENSG00000156052,"CMAL,CMC1,G-ALPHA-q,GAQ,SWS"
226,GENE ID:4880,NPPC,CNP,NCBI,HGNC:7941,ENSG00000163273,"CNP,CNP2"
227,GENE ID:56117,PCDHA@,CNR1,NCBI,HGNC:8662,,"CNR1,CNRS1"
228,GENE ID:56144,PCDHA4,CNR1,NCBI,HGNC:8670,ENSG00000204967,"CNR1,CNRN1,CRNR1,PCDH-ALPHA4"
229,GENE ID:56142,PCDHA6,CNR2,NCBI,HGNC:8672,ENSG00000081842,"CNR2,CNRN2,CNRS2,CRNR2,PCDH-ALPHA6"
230,GENE ID:114769,CARD16,COP1,NCBI,HGNC:33701,ENSG00000204397,"COP,COP1,LLID-114769,PSEUDO-ICE"
231,GENE ID:106479938,RNU6-1342P,COPS7B,NCBI,HGNC:56872,,"COPS7B,PTMAP7,RNU6-840P"
232,GENE ID:100529144,CORO7-PAM16,CORO7,NCBI,HGNC:44424,ENSG00000103426,"CORO7,Coronin-7,Crn7"
233,GENE ID:5742,PTGS1,COX1,NCBI,HGNC:9604,ENSG00000095303,"COX1,COX3,PCOX1,PES-1,PGG/HS,PGHS-1,PGHS1,PHS1,PTGHS"
234,GENE ID:140468,COX11P1,COX11,NCBI,HGNC:2262,,"COX11,COX11P"
235,GENE ID:107075310,MTCO2P12,COX2,NCBI,HGNC:52028,ENSG00000229344,"COII,COX2,COXII,MT-CO2,MTCO2"
236,GENE ID:5743,PTGS2,COX2,NCBI,HGNC:9605,ENSG00000073756,"COX-2,COX2,GRIPGHS,PGG/HS,PGHS-2,PHS-2,hCox-2"
238,GENE ID:51200,CPA4,CPA3,NCBI,HGNC:15740,ENSG00000128510,CPA3
239,GENE ID:1548,CYP2A6,CPA6,NCBI,HGNC:2610,ENSG00000255974,"CPA6,CYP2A,CYP2A3,CYPIIA6,P450C2A,P450PB"
240,GENE ID:9455,HOMER2,CPD,NCBI,HGNC:17513,ENSG00000103942,"ACPD,CPD,DFNA68,HOMER-2,VESL-2"
241,GENE ID:1584,CYP11B1,CPN1,NCBI,HGNC:2591,ENSG00000160882,"CPN1,CYP11B,FHI,P450C11"
242,GENE ID:8904,CPNE1,CPN1,NCBI,HGNC:2314,ENSG00000214078,"COPN1,CPN1"
243,GENE ID:1585,CYP11B2,CPN2,NCBI,HGNC:2592,ENSG00000179142,"ALDOS,CPN2,CYP11B,CYP11BL,CYPXIB2,P-450C18,P450C18,P450aldo"
244,GENE ID:221184,CPNE2,CPN2,NCBI,HGNC:2315,ENSG00000140848,"COPN2,CPN2"
245,GENE ID:1371,CPOX,CPO,NCBI,HGNC:2321,ENSG00000080819,"COX,CPO,CPX,HARPO,HCP"
246,GENE ID:148811,PM20D1,CPS1,NCBI,HGNC:26518,ENSG00000162877,Cps1
247,GENE ID:1589,CYP21A2,CPS1,NCBI,HGNC:2600,ENSG00000231852,"CA21H,CAH1,CPS1,CYP21,CYP21B,P450c21B"
248,GENE ID:386593,CHKB-CPT1B,CPT1B,NCBI,HGNC:41998,ENSG00000254413,"CHKL-CPT1B,CPT1-M,CPT1B,CPTI-M"
249,GENE ID:148327,CREB3L4,CREB3,NCBI,HGNC:18854,ENSG00000143578,"AIBZIP,ATCE1,CREB3,CREB4,JAL,hJAL"
250,GENE ID:25927,CNRIP1,CRIP1,NCBI,HGNC:24546,ENSG00000119865,"C2orf32,CRIP-1,CRIP1"
251,GENE ID:6998,CRIPTO3,CRIPTO,NCBI,HGNC:11703,ENSG00000225366,"CR-3,CRIPTO,CRIPTO-3,TDGF1P3,TDGF2,TDGF3"
252,GENE ID:1465,CSRP1,CRP,NCBI,HGNC:2469,ENSG00000159176,"CRP,CRP1,CSRP,CYRP,D1S181E,HEL-141,HEL-S-286"
253,GENE ID:140913,PPIAP10,CRP,NCBI,HGNC:9264,ENSG00000224530,"CRP,PPIAL2,PPIP10,dJ823G15.1"
254,GENE ID:9318,COPS2,CSN2,NCBI,HGNC:30747,ENSG00000166200,"ALIEN,CSN2,SGN2,TRIP15"
255,GENE ID:8533,COPS3,CSN3,NCBI,HGNC:2239,ENSG00000141030,"CSN3,SGN3"
256,GENE ID:1459,CSNK2A2,CSNK2A1,NCBI,HGNC:2459,ENSG00000070770,"CK2A2,CK2alpha',CSNK2A1"
257,GENE ID:1827,RCAN1,CSP1,NCBI,HGNC:3040,ENSG00000159200,"ADAPT78,CSP1,DSC1,DSCR1,MCIP1,RCN1"
258,GENE ID:10231,RCAN2,CSP2,NCBI,HGNC:3041,ENSG00000172348,"CSP2,DSCR1L1,MCIP2,RCN2,ZAKI-4,ZAKI4"
259,GENE ID:1476,CSTB,CST6,NCBI,HGNC:2482,ENSG00000160213,"CPI-B,CST6,EPM1,EPM1A,PME,STFB,ULD"
260,GENE ID:55313,CPPED1,CSTP1,NCBI,HGNC:25632,ENSG00000103381,CSTP1
261,GENE ID:102723737,CT45A8,CT45A2,NCBI,HGNC:51261,ENSG00000278085,"CT45-2,CT45A2,CT45A9"
262,GENE ID:102723680,CT45A9,CT45A2,NCBI,HGNC:51262,ENSG00000270946,"CT45-2,CT45A2,CT45A8"
263,GENE ID:441521,CT45A5,CT45A3,NCBI,HGNC:33270,ENSG00000228836,"CT45-3,CT45-4,CT45-6,CT45.5,CT455,CT45A3,CT45A4,CT45A6,CT45A7"
264,GENE ID:101060211,CT45A7,CT45A5,NCBI,HGNC:51260,ENSG00000273696,"CT45-5,CT45-6,CT45A5,CT45A6"
265,GENE ID:102723631,CT45A10,CT45A5,NCBI,HGNC:51263,ENSG00000269586,"CT45-5,CT45A5"
266,GENE ID:541465,CT45A6,CT45A5,NCBI,HGNC:33271,ENSG00000278289,"CT45-5,CT45-6,CT45.6,CT45A5,CT45A7"
272,GENE ID:728911,CT45A2,CT45A8,NCBI,HGNC:28400,ENSG00000271449,"CT45-2,CT45.2,CT45A8,CT45A9"
275,GENE ID:100142659,CTAGE8,CTAGE4,NCBI,HGNC:37294,ENSG00000289604,CTAGE4
276,GENE ID:23584,VSIG2,CTH,NCBI,HGNC:17149,ENSG00000019102,"2210413P10Rik,CTH,CTXL"
277,GENE ID:100528016,TMX2-CTNND1,CTNND1,NCBI,HGNC:41992,ENSG00000288534,"CAS,CTNND1,p120(cas),p120(ctn)"
278,GENE ID:1513,CTSK,CTSO,NCBI,HGNC:2536,ENSG00000143387,"CTS02,CTSO,CTSO1,CTSO2,PKND,PYCD"
279,GENE ID:100533195,FAM24B-CUZD1,CUZD1,NCBI,,ENSG00000286088,CUZD1
280,GENE ID:100132994,CXorf49B,CXORF49,NCBI,HGNC:34229,ENSG00000215113,CXorf49
281,GENE ID:100130361,CXorf49,CXORF49B,NCBI,HGNC:30891,ENSG00000215115,CXorf49B
282,GENE ID:100133053,CXorf51B,CXORF51A,NCBI,HGNC:42787,ENSG00000235699,CXorf51A
283,GENE ID:100129239,CXorf51A,CXORF51B,NCBI,HGNC:30533,ENSG00000224440,"CXorf51,CXorf51B"
284,GENE ID:10983,CCNI,CYC1,NCBI,HGNC:1595,ENSG00000118816,"CCNI1,CYC1,CYI"
285,GENE ID:1555,CYP2B6,CYP2B7P,NCBI,HGNC:2615,ENSG00000197408,"CPB6,CYP2B,CYP2B7,CYP2B7P,CYPIIB6,EFVM,IIB1,P450"
286,GENE ID:1564,CYP2D7,CYP2D6,NCBI,HGNC:2624,,"CYP2D,CYP2D6,CYP2D7AP,CYP2D7P,CYP2D7P1,CYP2D@,P450C2D,P450DB1,RNA40057"
287,GENE ID:1565,CYP2D6,CYP2D7BP,NCBI,HGNC:2625,ENSG00000100197,"CPD6,CYP2D,CYP2D7AP,CYP2D7BP,CYP2D7P2,CYP2D8P2,CYP2DL1,CYPIID6,P450-DB1,P450C2D,P450DB1"
288,GENE ID:22952,CYP2G1P,CYP2G2P,NCBI,HGNC:2633,ENSG00000290611,"CYP2G1,CYP2G2P,CYP2GP1"
289,GENE ID:100861540,CYP3A7-CYP3A51P,CYP3A7,NCBI,HGNC:51504,ENSG00000282301,"CYP3A7,CYP3A7-3AP1,CYP3A7-CYP3AP1,CYP3A7.1L,CYPIIIA7"
290,GENE ID:115209,OMA1,DAB1,NCBI,HGNC:29661,ENSG00000162600,"2010001O09Rik,DAB1,MPRP-1,MPRP1,YKR087C,ZMPOMA1,peptidase"
291,GENE ID:352909,DNAAF3,DAB1,NCBI,HGNC:30492,ENSG00000167646,"C19orf51,CILD2,DAB1,PCD,PF22"
292,GENE ID:26,AOC1,DAO,NCBI,HGNC:80,ENSG00000002726,"ABP,ABP1,DAO,DAO1,KAO,KDAO"
293,GENE ID:3375,IAPP,DAP,NCBI,HGNC:5329,ENSG00000121351,"DAP,IAP"
294,GENE ID:23549,DNPEP,DAP,NCBI,HGNC:2981,ENSG00000123992,"ASPEP,DAP"
295,GENE ID:58512,DLGAP3,DAP3,NCBI,HGNC:30368,ENSG00000116544,"DAP3,SAPAP3,SPAPA3"
296,GENE ID:706,TSPO,DBI,NCBI,HGNC:1158,ENSG00000100300,"BPBS,BZRP,DBI,IBP,MBR,PBR,PBS,PKBS,PTBR,TSPO1,mDRC,pk18"
297,GENE ID:3295,HSD17B4,DBP,NCBI,HGNC:5213,ENSG00000133835,"DBP,MFE-2,MFP-2,MPF-2,PRLTS1,SDR8C1"
298,GENE ID:2638,GC,DBP,NCBI,HGNC:4187,ENSG00000145321,"DBP,DBP-maf,DBP/GC,GRD3,Gc-MAF,GcMAF,HEL-S-51,VDB,VDBG,VDBP"
299,GENE ID:51181,DCXR,DCR,NCBI,HGNC:18985,ENSG00000169738,"DCR,HCR2,HCRII,KIDCR,P34H,PNTSU,SDR20C1,XR"
300,GENE ID:100037417,DDTL,DDT,NCBI,HGNC:33446,ENSG00000099974,"DDT,KB-226F1.2"
301,GENE ID:100287029,DDX11L10,DDX11L1,NCBI,HGNC:14125,ENSG00000290355,"DDX11L1,DDX11P"
302,GENE ID:54606,DDX56,DDX21,NCBI,HGNC:18193,ENSG00000136271,"DDX21,DDX26,NOH61"
303,GENE ID:158067,AK8,DDX31,NCBI,HGNC:26526,ENSG00000165695,"AK 8,C9orf98,DDX31"
304,GENE ID:1671,DEFA6,DEF6,NCBI,HGNC:2765,ENSG00000164822,"DEF6,HD-6"
305,GENE ID:613253,DEFA1A3,DEFA1,NCBI,HGNC:32231,,"DEFA1,DEFA3,DEFT1P"
307,GENE ID:503694,DEFB108A,DEFB108B,NCBI,HGNC:18089,,"BD-8,DEFB-8,DEFB108,DEFB108B,DEFB108P1,DEFB8,hBD-8"
308,GENE ID:403339,DEFB133,DEFB134,NCBI,HGNC:31331,ENSG00000214643,DEFB134
309,GENE ID:613209,DEFB135,DEFB136,NCBI,HGNC:32400,ENSG00000205883,DEFB136
311,GENE ID:54921,CHTF8,DERPC,NCBI,HGNC:24353,ENSG00000168802,"CTF8,DERPC"
312,GENE ID:51029,DESI2,DESI1,NCBI,HGNC:24264,ENSG00000121644,"C1orf121,CGI-146,DESI,DESI1,DeSI-2,FAM152A,PNAS-4,PPPDE1"
313,GENE ID:27351,DESI1,DESI2,NCBI,HGNC:24577,ENSG00000100418,"D15Wsu75e,DESI2,DJ347H13.4,DeSI-1,FAM152B,POST,PPPDE2"
314,GENE ID:6899,TBX1,DGCR,NCBI,HGNC:11592,ENSG00000184058,"CAFS,CATCH22,CTHM,DGCR,DGS,DORV,TBX1C,TGA,VCF,VCFS"
315,GENE ID:85359,DGCR6L,DGCR6,NCBI,HGNC:18551,ENSG00000128185,DGCR6
316,GENE ID:1719,DHFR,DHFRP1,NCBI,HGNC:2861,ENSG00000228716,"DHFR1,DHFRP1,DYR"
317,GENE ID:5669,PSG1,DHFRP2,NCBI,HGNC:9514,ENSG00000231924,"B1G1,CD66f,DHFRP2,FL-NCA-1/2,PBG1,PS-beta-C/D,PS-beta-G-1,PSBG-1,PSBG1,PSG95,PSGGA,PSGIIA,SP1"
318,GENE ID:653645,TBC1D3P1-DHX40P1,DHX40P1,NCBI,HGNC:42362,ENSG00000267104,"DHX40P,DHX40P1,TBC1D3P1"
319,GENE ID:11083,DIDO1,DIO1,NCBI,HGNC:2680,ENSG00000101191,"BYE1,C20orf158,DATF-1,DATF1,DIDO2,DIDO3,DIO-1,DIO1,dJ885L7.8"
320,GENE ID:101928327,TESHL,DIRC3-AS1,NCBI,HGNC:52740,ENSG00000223874,"DIRC3-AS1,LINC01921"
321,GENE ID:8655,DYNLL1,DLC1,NCBI,HGNC:15476,ENSG00000088986,"DLC1,DLC8,DNCL1,DNCLC1,LC8,LC8a,PIN,hdlc1"
322,GENE ID:9940,DLEC1,DLC1,NCBI,HGNC:2899,ENSG00000008226,"CFAP81,DLC-1,DLC1,F56,FAP81"
323,GENE ID:60343,FAM3A,DLD,NCBI,HGNC:13749,ENSG00000071889,"2.19,DLD,DXS560S,XAP-7"
324,GENE ID:197257,LDHD,DLD,NCBI,HGNC:19708,ENSG00000166816,"DLACD,DLD"
325,GENE ID:10301,DLEU1,DLEU2,NCBI,HGNC:13747,ENSG00000176124,"BCMS,BCMS1,DLB1,DLEU2,LEU1,LEU2,LINC00021,NCRNA00021,XTP6"
326,GENE ID:4355,MPP2,DLG2,NCBI,HGNC:7220,ENSG00000108852,DLG2
327,GENE ID:4356,MPP3,DLG3,NCBI,HGNC:7221,ENSG00000161647,DLG3
328,GENE ID:3996,LLGL1,DLG4,NCBI,HGNC:6628,ENSG00000131899,"DLG4,HUGL,HUGL-1,HUGL1,LLGL,Lgl1,Mgl1"
329,GENE ID:283987,HID1,DMC1,NCBI,HGNC:15736,ENSG00000167861,"17orf28,C17orf28,DEE105,DMC1,HID-1"
330,GENE ID:9988,DMTF1,DMP1,NCBI,HGNC:14603,ENSG00000135164,"DMP1,DMTF,MRUL,hDMP1"
331,GENE ID:420,ART4,DOK1,NCBI,HGNC:726,ENSG00000111339,"ARTC4,CD297,DO,DO/ART4,DOK1"
332,GENE ID:400206,DPPA3P2,DPPA3,NCBI,HGNC:20417,,"DPPA3,STELLAR"
333,GENE ID:49860,CRNN,DRC1,NCBI,HGNC:1230,ENSG00000143536,"C1orf10,DRC1,PDRC1,SEP53"
334,GENE ID:54869,EPS8L1,DRC3,NCBI,HGNC:21295,ENSG00000131037,"DRC3,EPS8R1,PP10566"
335,GENE ID:51534,VTA1,DRG1,NCBI,HGNC:20954,ENSG00000009844,"6orf55,C6orf55,DRG-1,DRG1,HSPC228,LIP5,My012,SBP1"
336,GENE ID:10397,NDRG1,DRG1,NCBI,HGNC:7679,ENSG00000104419,"CAP43,CMT4D,DRG-1,DRG1,GC4,HMSNL,NDR1,NMSL,PROXY1,RIT42,RTP,TARG1,TDD5"
337,GENE ID:1808,DPYSL2,DRP2,NCBI,HGNC:3014,ENSG00000092964,"CRMP-2,CRMP2,DHPRP2,DRP-2,DRP2,N2A3,ULIP-2,ULIP2"
338,GENE ID:1825,DSC3,DSC1,NCBI,HGNC:3037,ENSG00000134762,"CDHF3,DSC,DSC1,DSC2,DSC4,HT-CP"
341,GENE ID:1824,DSC2,DSC3,NCBI,HGNC:3036,ENSG00000134755,"ARVD11,CDHF2,DG2,DGII/III,DSC3"
342,GENE ID:1834,DSPP,DSP,NCBI,HGNC:3054,ENSG00000152591,"DFNA39,DGI1,DMP3,DPP,DSP"
343,GENE ID:10673,TNFSF13B,DTL,NCBI,HGNC:11929,ENSG00000102524,"BAFF,BLYS,CD257,DTL,TALL-1,TALL1,THANK,TNFSF20,TNLG7A,ZTNF4"
344,GENE ID:11266,DUSP12,DUSP1,NCBI,HGNC:3067,ENSG00000081721,"DUSP1,YVH1"
345,GENE ID:114971,PTPMT1,DUSP23,NCBI,HGNC:26965,ENSG00000110536,"DUSP23,MOSP,NEDAXBA,PLIP,PNAS-129"
346,GENE ID:285193,DUSP28,DUSP26,NCBI,HGNC:33237,ENSG00000188542,"DUSP26,VHP"
347,GENE ID:26581,DUX5,DUX1,NCBI,HGNC:3083,,DUX1
348,GENE ID:728410,DUX4L2,DUX4,NCBI,HGNC:37267,ENSG00000280457,DUX4
349,GENE ID:22947,DUX4L1,DUX4,NCBI,HGNC:3082,ENSG00000280757,"DUX10,DUX4"
350,GENE ID:8215,DVL1P1,DVL1,NCBI,HGNC:3085,,"DSH,DVL,DVL-22,DVL1,DVL1L1,DVL4"
351,GENE ID:1855,DVL1,DVL1P1,NCBI,HGNC:3084,ENSG00000107404,"DRS2,DVL,DVL1L1,DVL1P1"
352,GENE ID:10847,SRCAP,EAF1,NCBI,HGNC:16974,ENSG00000080603,"DEHMBA,DOMO1,EAF1,FLHS,SWR1"
353,GENE ID:55929,DMAP1,EAF2,NCBI,HGNC:18291,ENSG00000178028,"DNMAP1,DNMTAP1,EAF2,MEAF2,SWC4"
354,GENE ID:22924,MAPRE3,EBF3,NCBI,HGNC:6892,ENSG00000084764,"EB3,EBF3,EBF3-S,RP3"
355,GENE ID:152503,SH3D19,EBP,NCBI,HGNC:30418,ENSG00000109686,"EBP,EVE1,Eve-1,Kryn,SH3P19"
356,GENE ID:2720,GLB1,EBP,NCBI,HGNC:4298,ENSG00000170266,"EBP,ELNR1,MPS4B"
357,GENE ID:7979,SEM1,ECD,NCBI,HGNC:10845,ENSG00000127922,"C7orf76,DSS1,ECD,PSMD15,SHFD1,SHFM1,SHSF1,Shfdg1"
358,GENE ID:110599583,EEF1AKMT4-ECE2,ECE2,NCBI,HGNC:53615,ENSG00000284917,"ECE-2,ECE2"
359,GENE ID:9718,ECE2,EEF1AKMT4,NCBI,HGNC:13275,ENSG00000145194,EEF1AKMT4
360,GENE ID:1942,EFNA1,EFL1,NCBI,HGNC:3221,ENSG00000169242,"B61,ECKLG,EFL1,EPLG1,GMAN,LERK-1,LERK1,TNFAIP4"
361,GENE ID:100529264,RAB4B-EGLN2,EGLN2,NCBI,HGNC:44465,,"EGLN2,EIT-6,EIT6,HIF-PH1,HPH-1,HPH-3,PHD1,RERT-lncRNA"
362,GENE ID:285266,ENTPD3-AS1,EIF1B-AS1,NCBI,HGNC:26710,ENSG00000280739,EIF1B-AS1
363,GENE ID:1965,EIF2S1,EIF2A,NCBI,HGNC:3265,ENSG00000134001,"EIF-2,EIF-2A,EIF-2alpha,EIF2,EIF2A"
364,GENE ID:5610,EIF2AK2,EIF2AK1,NCBI,HGNC:9437,ENSG00000055332,"DYT33,EIF2AK1,LEUDEN,PKR,PPP1R83,PRKR"
365,GENE ID:3692,EIF6,EIF3A,NCBI,HGNC:6159,ENSG00000242372,"CAB,EIF3A,ITGB4BP,b(2)gcn,eIF-6,p27(BBP),p27BBP"
366,GENE ID:8663,EIF3C,EIF3CL,NCBI,HGNC:3279,ENSG00000184110,"EIF3CL,EIF3S8,eIF3-p110"
367,GENE ID:143244,EIF5AL1,EIF5A,NCBI,HGNC:17419,ENSG00000253626,"EIF5A,EIF5AP1,bA342M3.3,eIF-4D,eIF-5A,eIF-5A-1,eIF-5A1"
368,GENE ID:84337,ELOF1,ELF1,NCBI,HGNC:28691,ENSG00000130165,ELF1
369,GENE ID:131096,KCNH8,ELK1,NCBI,HGNC:18864,ENSG00000183960,"ELK,ELK1,Kv12.1,elk3,hElk-1"
370,GENE ID:23415,KCNH4,ELK1,NCBI,HGNC:6253,ENSG00000089558,"BEC2,ELK1,Kv12.3"
372,GENE ID:100130933,ERLN,ELN,NCBI,HGNC:40032,ENSG00000259120,"C17orf110,ELN,SMIM6"
373,GENE ID:728929,ELOA3BP,ELOA3CP,NCBI,HGNC:31007,ENSG00000288607,"ELOA3,ELOA3B,ELOA3CP,ELOA3L1,EloA3C,Elongin-A3,HsT828,TCEB3C,TCEB3CL,TCEB3L2,eloA3-like-1"
374,GENE ID:11014,KDELR2,ELP1,NCBI,HGNC:6305,ENSG00000136240,"ELP-1,ELP1,ERD2.2,OI21"
375,GENE ID:7514,XPO1,EMB,NCBI,HGNC:12825,ENSG00000082898,"CRM-1,CRM1,emb,exp1"
376,GENE ID:79812,MMRN2,EMILIN3,NCBI,HGNC:19888,ENSG00000173269,"EMILIN-3,EMILIN3,ENDOGLYX-1"
377,GENE ID:2023,ENO1,ENO1-IT1,NCBI,HGNC:3350,ENSG00000074800,"ENO1-IT1,ENO1L1,HEL-S-17,MPB1,NNE,PPH"
378,GENE ID:378884,NHLRC1,EPM2A,NCBI,HGNC:21576,ENSG00000187566,"EPM2A,EPM2B,MALIN,MELF2,bA204B7.2"
379,GENE ID:7076,TIMP1,EPO,NCBI,HGNC:11820,ENSG00000102265,"CLGI,EPA,EPO,HCI,TIMP,TIMP-1"
380,GENE ID:8288,EPX,EPO,NCBI,HGNC:3423,ENSG00000121053,"EPO,EPP,EPX-PEN,EPXD"
381,GENE ID:3857,KRT9,EPPK1,NCBI,HGNC:6447,ENSG00000171403,"CK-9,EPPK,EPPK1,K9"
382,GENE ID:2107,ETF1,ERF,NCBI,HGNC:3477,ENSG00000120705,"D5S1995,ERF,ERF1,RF1,SUP45L1,TB3-1"
383,GENE ID:100129515,ETDB,ETDA,NCBI,HGNC:44269,ENSG00000224107,"ETDA,LINC00633"
384,GENE ID:23265,EXOC7,EXOC1,NCBI,HGNC:23214,ENSG00000182473,"2-5-3p,BLOM4,EX070,EXO70,EXOC1,Exo70p,NEDSEBA,YJL085W"
385,GENE ID:83541,FAM110A,F10,NCBI,HGNC:16188,ENSG00000125898,"C20orf55,F10,bA371L19.3"
386,GENE ID:55795,PCID2,F10,NCBI,HGNC:25653,ENSG00000126226,F10
387,GENE ID:90338,ZNF160,F11,NCBI,HGNC:12948,ENSG00000170949,"F11,HKr18,HZF5,KR18"
388,GENE ID:8458,TTF2,F2,NCBI,HGNC:12398,ENSG00000116830,"F2,HuF2,ZGRF6"
389,GENE ID:1272,CNTN1,F3,NCBI,HGNC:2171,ENSG00000018236,"CMYO12,CMYP12,F3,GP135,MYPCN"
390,GENE ID:79152,FA2H,FAAH,NCBI,HGNC:21197,ENSG00000103089,"FAAH,FAH1,FAXDC1,SCS7,SPG35"
391,GENE ID:387934,FABP5P1,FABP5,NCBI,HGNC:31059,,"FABP5,FABP5L1"
392,GENE ID:266699,FABP5P11,FABP5P1,NCBI,HGNC:19328,,"FABP5L11,FABP5P1"
393,GENE ID:4593,MUSK,FADS1,NCBI,HGNC:7525,ENSG00000030304,"CMS9,FADS,FADS1"
394,GENE ID:5913,RAPSN,FADS2,NCBI,HGNC:9863,ENSG00000165917,"CMS11,CMS4C,FADS,FADS2,RAPSYN,RNF205"
395,GENE ID:285489,DOK7,FADS3,NCBI,HGNC:26594,ENSG00000175920,"C4orf25,CMS10,CMS1B,FADS3"
396,GENE ID:3992,FADS1,FADS6,NCBI,HGNC:3574,ENSG00000149485,"D5D,FADS6,FADSD5,LLCDL1,TU12"
397,GENE ID:2175,FANCA,FAH,NCBI,HGNC:3582,ENSG00000187741,"FA,FA-H,FA1,FAA,FACA,FAH,FANCH"
398,GENE ID:645520,FAM138A,FAM138F,NCBI,HGNC:32334,ENSG00000237613,"F379,FAM138F"
399,GENE ID:105373251,FAM236D,FAM236C,NCBI,HGNC:52642,ENSG00000225396,FAM236C
400,GENE ID:109729126,FAM236C,FAM236D,NCBI,HGNC:52641,ENSG00000283594,FAM236D
401,GENE ID:100133093,FAM25G,FAM25A,NCBI,HGNC:23590,ENSG00000189090,"FAM25A,FAM25B,FAM25C,bA301J7.4"
402,GENE ID:100132929,FAM25BP,FAM25A,NCBI,HGNC:23584,ENSG00000290780,"FAM25A,FAM25B,FAM25C,FAM25G"
406,GENE ID:100631383,FAM47E-STBD1,FAM47E,NCBI,HGNC:44667,ENSG00000272414,FAM47E
407,GENE ID:100128890,FAM66B,FAM66E,NCBI,HGNC:28890,ENSG00000215374,FAM66E
408,GENE ID:389633,FAM90A25P,FAM90A2P,NCBI,HGNC:32246,,FAM90A2P
409,GENE ID:6624,FSCN1,FAN1,NCBI,HGNC:11148,ENSG00000075618,"FAN1,HSN,SNL,p55"
