,HGNC_ID,gene_symbol,alias_symbol,NCBI Gene ID,ENSG_ID
8474,20149,PTGR2,FLJ39091,145482.0,ENSG00000140043
8475,2015,CLCA1,"CACC, CLCRG1",1179.0,ENSG00000016490
8477,20151,SLC17A8,VGLUT3,246213.0,ENSG00000179520
8478,20152,ZFHX2,"KIAA1762, KIAA1056, ZFH-5",85446.0,ENSG00000136367
8479,20153,CHD8,"KIAA1564, DUPLIN",57680.0,ENSG00000100888
8480,20154,ABHD4,FLJ12816,63874.0,ENSG00000100439
8481,20155,RBM23,"FLJ10482, CAPERBETA",55147.0,ENSG00000100461
8482,20156,JPH4,"KIAA1831, JP4",84502.0,ENSG00000092051
8483,20157,HECTD1,KIAA1131,25831.0,ENSG00000092148
8484,20159,SNORD8,MGU6-53,319103.0,ENSG00000200785
8485,2016,CLCA2,CLCRG2,9635.0,ENSG00000137975
8487,20161,TOX4,LCP1,9878.0,ENSG00000092203
8488,20162,C14ORF93,"FLJ12154, RTFC",60686.0,ENSG00000100802
8489,20163,HAUS4,FLJ20424,54930.0,ENSG00000092036
8491,20165,NYNRIN,"FLJ11811, CGIN1",57523.0,ENSG00000205978
8497,20174,INTS13,"FLJ10637, NET48, MAT89BB, SPATA30",55726.0,ENSG00000064102
8498,20175,GOLT1B,"CGI-141, YMR292W, GOT1",51026.0,ENSG00000111711
8499,20176,TAB3-AS1,OTTHUMG00000021331,727682.0,ENSG00000231542
8500,20178,MYPOP,P42POP,339344.0,ENSG00000176182
8501,2018,CLCA4,CACC2,22802.0,ENSG00000016602
8502,20182,SLC39A9,"FLJ11274, ZIP9",55334.0,ENSG00000029364
8503,20184,JKAMP,"HSPC213, JAMP, HSPC327, CDA06",51528.0,ENSG00000050130
8504,20185,TMEM260,FLJ20392,54916.0,ENSG00000070269
8505,20186,NRDE2,FLJ14051,55051.0,ENSG00000119720
8506,20187,ATG2B,"FLJ10242, BLTP4B",55102.0,ENSG00000066739
8507,20188,DNAAF2,"FLJ10563, KTU, PF13, CILD10",55172.0,ENSG00000165506
8508,20189,CCDC198,"FLJ10650, FAME",55195.0,ENSG00000100557
8509,2019,CLCN1,"CLC1, CLC-1",1180.0,ENSG00000188037
8510,20190,MIS18BP1,"M18BP1, FLJ11186, KIAA1903, KNL2",55320.0,ENSG00000129534
8511,20191,LINC00216,PRO1617,55451.0,ENSG00000279636
8512,20192,AP5M1,"FLJ10813, MUD, MU5",55745.0,ENSG00000053770
8513,20193,HFM1,"MER3, FLJ39011, FLJ36760",164045.0,ENSG00000162669
8514,20194,POLR1C,"RPA40, RPA39, RPA5, RPAC1, AC40, RPC40",9533.0,ENSG00000171453
8516,20196,HCG25,DJ1033B10.16,414765.0,ENSG00000232940
8517,20197,SLC35C1,"FUCT1, FLJ11320",55343.0,ENSG00000181830
8518,202,ADAM23,MDC3,8745.0,ENSG00000114948
8519,2020,CLCN2,"CLC2, EJM6, CLC-2",1181.0,ENSG00000114859
8521,20201,FBXO34,"FLJ20725, FBX34",55030.0,ENSG00000178974
8522,20202,CACNA2D4,ALPHA2DELTA-4,93589.0,ENSG00000151062
8523,20203,NOSTRIN,MGC20702,115677.0,ENSG00000163072
8524,20205,NOP14-AS1,RES4-24,317648.0,ENSG00000249673
8525,20207,B3GLCT,"B3GTL, B3GLC-T",145173.0,ENSG00000187676
8526,20208,PEX11G,"PEX11GAMMA, PEX11Γ",92960.0,ENSG00000104883
8527,20209,SOX2-OT,"DKFZP761J1324, NCRNA00043",347689.0,ENSG00000242808
8528,2021,CLCN3,"CLC3, CLC-3",1182.0,ENSG00000109572
8529,20210,GPATCH2L,"FLJ20689, FLJ10033",55668.0,ENSG00000089916
8530,20213,COX16,HSPC203,51241.0,ENSG00000133983
8531,20217,EXD2,FLJ10738,55218.0,ENSG00000081177
8532,20218,LYSET,"DKFZP564F1123, GCAF",26175.0,ENSG00000153485
8533,20219,PPP4R3A,"FLJ20707, MSTP033, FLFL1, SMK-1, SMK1, PP4R3",55671.0,ENSG00000100796
8534,2022,CLCN4,"CLC4, CLC-4",1183.0,ENSG00000073464
8535,20220,FCF1,"CGI-35, BKA, UTP24",51077.0,ENSG00000119616
8536,20222,RPS6KL1,"MGC11287, RSKL2",83694.0,ENSG00000198208
8537,20223,VRTN,"FLJ10811, VERTNIN",55237.0,ENSG00000133980
8538,20224,DCAF5,"BCRP2, D14S1461E, BCRG2, KIAA1824",8816.0,ENSG00000139990
8539,20225,DPF1,"NEURO-D4, NEUD4, BAF45B, SMARCG1",8193.0,ENSG00000011332
8540,20226,KIF26A,"KIAA1236, DKFZP434N178",26153.0,ENSG00000066735
8542,20229,DCAF4,DKFZP434K114,26094.0,ENSG00000119599
8543,2023,CLCN5,"DENTS, XLRH, HCLC-K2, HCIC-K2, CLC5, XRN, CLC-5",1184.0,ENSG00000171365
8545,20231,KLHDC2,"HCLP-1, LCP",23588.0,ENSG00000165516
8547,20233,COQ6,CGI-10,51004.0,ENSG00000119723
8548,20234,EVL,RNB6,51466.0,ENSG00000196405
8549,20237,CRB3,MGC17303,92359.0,ENSG00000130545
8550,20239,FNDC4,"FLJ22362, FRCP1",64838.0,ENSG00000115226
8551,2024,CLCN6,"CLC-6, KIAA0046, CLC-6",1185.0,ENSG00000011021
8552,20240,FNDC5,FRCP2,252995.0,ENSG00000160097
8554,20243,CYP2W1,"FLJ20359, MGC34287",54905.0,ENSG00000073067
8555,20244,CYP4X1,MGC40051,260293.0,ENSG00000186377
8557,20246,RAB2B,FLJ14824,84932.0,ENSG00000129472
8558,20247,MEPCE,FLJ20257,56257.0,ENSG00000146834
8559,20248,REM2,FLJ38964,161253.0,ENSG00000139890
8560,20249,SPRED1,"FLJ33903, PPP1R147, SPRED-1",161742.0,ENSG00000166068
8561,2025,CLCN7,"CLC-7, OPTA2, CLC7, CLC-7, PPP1R63",1186.0,ENSG00000103249
8562,20250,AJUBA,MGC15563,84962.0,ENSG00000129474
8564,20252,BANF1P1,"BCRP1, D14S1460, D14S1460E, BCRG1",317687.0,ENSG00000258531
8565,20253,GCSAM,"MGC40441, HGAL",257144.0,ENSG00000174500
8566,20254,MGRN1,"KIAA0544, RNF156",23295.0,ENSG00000102858
8567,20255,SFMBT1,"RU1, DKFZP434L243, SFMBT",51460.0,ENSG00000163935
8568,20256,SFMBT2,KIAA1617,57713.0,ENSG00000198879
8569,20257,VN1R9P,VN1R22-1P,317691.0,ENSG00000276400
8570,20258,DCAF11,"PRO2389, GL014",80344.0,ENSG00000100897
8571,20259,ZBTB1,"KIAA0997, ZNF909",22890.0,ENSG00000126804
8572,2026,CLCNKA,"HCLC-KA, CLC-K1, CLCK1",1187.0,ENSG00000186510
8574,20261,NUP58,"KIAA0410, NUP45",9818.0,ENSG00000139496
8575,20262,SKA3,"MGC4832, RAMA1",221150.0,ENSG00000165480
8576,20263,SETDB2,"CLLD8, CLLL8, KMT1F",83852.0,ENSG00000136169
8577,20264,LRRC10,"HRLRRP, LRRC10A",376132.0,ENSG00000198812
8578,20265,ANKRD10,FLJ20093,55608.0,ENSG00000088448
8579,20266,ALG5,BA421P11.2,29880.0,ENSG00000120697
8580,20267,TTC9,"KIAA0227, TTC9A",23508.0,ENSG00000133985
8581,2027,CLCNKB,"HCLC-KB, CLCKB, CLC-K2, CLC-KB",1188.0,ENSG00000184908
8582,20270,C14ORF119,FLJ20671,55017.0,ENSG00000179933
8583,20271,NGDN,"DKFZP564O092, LCP5, LPD-2, NGD, CANU1",25983.0,ENSG00000129460
8584,20272,CARMIL3,"BC008134, CRML-1",90668.0,ENSG00000186648
8585,20273,EMC9,CGI-112,51016.0,ENSG00000100908
8586,20274,CHMP4A,"HSPC134, VPS32A, HSNF7-1, SNF7-1",29082.0,ENSG00000254505
8587,20275,SDR39U1,HCDI,56948.0,ENSG00000100445
8588,20276,HEATR5A,"DKFZP434I1735, P200B",25938.0,ENSG00000129493
8589,20277,DTD2,MGC9912,112487.0,ENSG00000129480
8590,20278,NUBPL,"FLJ12660, IND1, HUIND1",80224.0,ENSG00000151413
8591,20279,ARHGAP5-AS1,MGC15504,84837.0,ENSG00000258655
8594,20282,KRT8P2,OTTHUMG00000135122,390472.0,ENSG00000258828
8596,20284,SIPA1L1,"KIAA0440, E6TP1, SPAR1",26037.0,ENSG00000197555
8597,20286,TRIT1,"FLJ20061, IPT",54802.0,ENSG00000043514
8598,20289,CSNK1A1L,MGC33182,122011.0,ENSG00000180138
8599,20290,CAB39L,"BA103J18.3, FLJ12577, MO2L, MLAA-34",81617.0,ENSG00000102547
8600,20291,PROSER1,"BA50D16.2, FLJ12661",80209.0,ENSG00000120685
8601,20292,CAB39,"CGI-66, MO25",51719.0,ENSG00000135932
8602,20293,ABHD13,"BA153I24.2, FLJ14906, BEM46L1",84945.0,ENSG00000139826
8603,20294,USPL1,"BA121O19.1, D13S106E",10208.0,ENSG00000132952
8604,20295,SLITRK5,"BA364G4.2, KIAA0918",26050.0,ENSG00000165300
8605,20296,FNDC3A,"BA203I16.5, KIAA0970",22862.0,ENSG00000102531
8606,20297,SLITRK1,KIAA1910,114798.0,ENSG00000178235
8607,20298,GPALPP1,"BA245H20.2, AD029, LSR7",55425.0,ENSG00000133114
8608,20299,CDADC1,NYD-SP15,81602.0,ENSG00000102543
8610,20300,OIP5,"MIS18B, HMIS18BETA, CT86",11339.0,ENSG00000104147
8611,20301,SLC22A15,FLIPT1,55356.0,ENSG00000163393
8612,20302,SLC22A16,"FLIPT2, CT2, OKB1, OAT6",85413.0,ENSG00000004809
8613,20303,SLC30A8,"ZNT-8, ZNT8",169026.0,ENSG00000164756
8614,20304,C10ORF105,FLJ00245,414152.0,ENSG00000214688
8615,20305,SLC34A3,"NPTIIC, FLJ38680, NAPI-2C, NPT2C",142680.0,ENSG00000198569
8616,20308,OBI1,FLJ13449,79596.0,ENSG00000152193
8617,20309,LRCH1,KIAA1016,23143.0,ENSG00000136141
8618,20310,GRTP1,"FLJ22474, TBC1D6",79774.0,ENSG00000139835
8619,20311,CHAMP1,"CAMP, CHAMP",283489.0,ENSG00000198824
8620,20312,VPS36,"CGI-145, EAP45",51028.0,ENSG00000136100
8622,20314,PRPF39,"FLJ20666, FLJ11128",55015.0,ENSG00000185246
8623,20315,ATG10,"DKFZP586I0418, FLJ13954",83734.0,ENSG00000152348
8624,20316,TRPT1,MGC11134,83707.0,ENSG00000149743
8626,2032,CLDN1,"SEMP1, ILVASC",9076.0,ENSG00000163347
8627,20320,PSPC1,"PSP1, FLJ10955",55269.0,ENSG00000121390
8628,20321,UTP14C,2700066J21RIK,9724.0,ENSG00000253797
8630,20323,SMOC2,SMAP2,64094.0,ENSG00000112562
8631,20324,TGDS,"TDPGD, SDR2E1",23483.0,ENSG00000088451
8632,20325,DNAJC15,MCJ,29103.0,ENSG00000120675
8633,20327,RBM26,"PRO1777, SE70-2, FLJ20957, ZC3H17, ARRS2, PPP1R132",64062.0,ENSG00000139746
8634,20328,DCUN1D2,"FLJ10704, FLJ20092",55208.0,ENSG00000150401
8635,20329,TMCO3,"SLC9D1, FLJ20623",55002.0,ENSG00000150403
8636,2033,CLDN10,"OSP-L, CPETRL3",9071.0,ENSG00000134873
8637,20330,POMP,"HSPC014, UMP1",51371.0,ENSG00000132963
8638,20331,RASA3,"GAP1IP4BP, GAPIII",22821.0,ENSG00000185989
8639,20332,UPF3A,"RENT3A, UPF3, HUPF3A",65110.0,ENSG00000169062
8641,20335,SCOC,"HRIHFB2072, SCOCO, UNC-69",60592.0,ENSG00000153130
8644,20338,G2E3,"FLJ20333, PHF7B",55632.0,ENSG00000092140
8647,20340,PRICKLE2,DKFZP686D143,166336.0,ENSG00000163637
8648,20341,ZDHHC14,"FLJ20984, NEW1CP",79683.0,ENSG00000175048
8649,20342,ZDHHC15,"FLJ31812, MRX91, DHHC15",158866.0,ENSG00000102383
8654,20347,VIPAS39,"VIPAR, VPS16B, SPE-39, SPE39, HSPE-39",63894.0,ENSG00000151445
8655,20348,DIO3OS,"NCRNA00041, DIO3-AS1",64150.0,ENSG00000258498
8658,20351,OTUB2,"FLJ21916, MGC3102",78990.0,ENSG00000089723
8659,20352,VCPKMT,VCP-KMT,79609.0,ENSG00000100483
8666,20360,LRFN5,"FIGLER8, SALM5",145581.0,ENSG00000165379
8667,20361,SPTSSA,SSSPTA,171546.0,ENSG00000165389
8668,20362,CEP170B,"FAM68C, CEP170R",283638.0,ENSG00000099814
8669,20363,AREL1,FIEL1,9870.0,ENSG00000119682
8670,20364,PLEKHG3,ARHGEF43,26030.0,ENSG00000126822
8672,20366,SHISA2,"BA398O19.2, PRO28631, WGAR9166, HSHISA",387914.0,ENSG00000180730
8673,20367,FRY,"BA37E23.1, 13CDNA73, CG003",10129.0,ENSG00000073910
8674,20368,ZC3H13,"DKFZP434D1812, XIO",23091.0,ENSG00000123200
8675,20369,RGCC,"BA157L14.2, RGC-32, RGC32",28984.0,ENSG00000102760
8676,2037,CLDN16,"PCLN1, HOMG3",10686.0,ENSG00000113946
8677,20370,TEX29,"BA474D23.1, MGC35169",121793.0,ENSG00000153495
8678,20371,NDUFA11,B14.7,126328.0,ENSG00000174886
8679,20372,NDUFB11,"ESSS, NP17.3, NP15",54539.0,ENSG00000147123
8680,20373,SPG21,"ACP33, GL010, BM-019, MAST, ABHD21",51324.0,ENSG00000090487
8681,20374,GSX1,GSH-1,219409.0,ENSG00000169840
8682,20376,SUMF1,"FGE, UNQ3037",285362.0,ENSG00000144455
8683,2038,CLDN17,"MGC126552, MGC126554",26285.0,ENSG00000156282
8684,20380,WFDC9,"WAP9, DJ688G8.2",259240.0,ENSG00000180205
8685,20387,IMPACT,RWDD5,55364.0,ENSG00000154059
8686,20388,RETNLB,"HXCP2, FIZZ2, RELMB",84666.0,ENSG00000163515
8687,20389,RETN,"FIZZ3, ADSF, RETN1",56729.0,ENSG00000104918
8689,20390,SQOR,"CGI-44, SQR",58472.0,ENSG00000137767
8690,20391,SULF1,"KIAA1077, SULF-1, HSULF-1",23213.0,ENSG00000137573
8691,20392,SULF2,"KIAA1247, HSULF-2, SULF-2",55959.0,ENSG00000196562
8693,20396,PILRA,FDF03,29992.0,ENSG00000085514
8694,20397,ATF7IP2,"FLJ12668, MCAF2",80063.0,ENSG00000166669
8695,20398,TVP23A,YDR084C,780776.0,ENSG00000166676
8696,20399,TVP23B,"CGI-148, YDR084C",51030.0,ENSG00000171928
8698,20400,MORF4L1P1,MRG1,326591.0,ENSG00000218283
8700,20402,MORF4L1P3,MRG11,326593.0,ENSG00000255040
8701,20403,MORF4L2P1,MRG4,643915.0,ENSG00000250147
8703,20407,CALR3,"CRT2, FLJ25355, MGC26577, CT93",125972.0,ENSG00000269058
8705,20410,DQX1,FLJ23757,165545.0,ENSG00000144045
8707,20412,KRT20,"CK20, K20, MGC35423",54474.0,ENSG00000171431
8708,20415,SUMF2,DKFZP566I1024,25870.0,ENSG00000129103
8709,20417,DPPA3P2,STELLAR,400206.0,ENSG00000188831
8710,20418,PDS5B,"AS3, KIAA0979, FLJ23236, CG008",23047.0,ENSG00000083642
8711,20419,LRRC14,"KIAA0014, LRRC14A",9684.0,ENSG00000160959
8713,20420,RUBCNL,"FLJ21562, PACER",80183.0,ENSG00000102445
8714,20421,LNX2,MGC46315,222484.0,ENSG00000139517
8715,20422,POLR1D,"RPAC2, RPA16, RPO1-3, RPA9, MGC9850, AC19",51082.0,ENSG00000186184
8716,20423,SPATA7,HSD3,55812.0,ENSG00000042317
8719,20431,DNMBP-AS1,"FLJ40792, BA287G8.2",100188954.0,ENSG00000227695
8720,20434,TREML1,"TLT1, DJ238O23.3",340205.0,ENSG00000161911
8721,20436,ZAR1,Z3CXXC6,326340.0,ENSG00000182223
8722,20437,AHSA2P,"DKFZP564C236, HCH1, AHA1",130872.0,ENSG00000173209
8724,20439,UPF3B,"RENT3B, UPF3X, HUPF3B, MRX82",65109.0,ENSG00000125351
8725,2044,CLDN22,CLDN21,53842.0,ENSG00000177300
8726,20440,LYPLAL1,Q96AV0,127018.0,ENSG00000143353
8727,20441,S100A16,"S100F, DT1P1A7, MGC17528",140576.0,ENSG00000188643
8728,20442,FBRS,"FBS, FLJ11618",64319.0,ENSG00000156860
8729,20443,MTSS1,"KIAA0429, MIMA, MIMB, MIM",9788.0,ENSG00000170873
8730,20444,MBD5,"FLJ11113, KIAA1461",55777.0,ENSG00000204406
8731,20445,MBD6,KIAA1887,114785.0,ENSG00000166987
8732,20448,PCP4L1,IQM1,654790.0,ENSG00000248485
8734,2045,CLDN3,"RVP1, CPE-R2, HRVP1",1365.0,ENSG00000165215
8735,20450,BSX,BSX1,390259.0,ENSG00000188909
8736,20451,WDFY1,"KIAA1435, FENS-1, WDF1, ZFYVE17",57590.0,ENSG00000085449
8738,20453,KLK15,"HSRNASPH, ACO, PROSTINOGEN",55554.0,ENSG00000174562
8739,20454,POLR1B,"RPO1-2, FLJ21921, FLJ10816, RPA2, RPA135",84172.0,ENSG00000125630
8740,20455,CHFR,"FLJ10796, RNF196",55743.0,ENSG00000072609
8741,20456,TRAF7,"RNF119, DKFZP586I021, MGC7807",84231.0,ENSG00000131653
8742,20457,RNF144A,"UBCE7IP4, KIAA0161, HUIP4",9781.0,ENSG00000151692
8744,2046,CLDN4,"CPE-R, WBSCR8, HCPE-R",1364.0,ENSG00000189143
8745,20460,GBGT1,"UDP-GALNAC, A3GALNT, MGC44848, FS",26301.0,ENSG00000148288
8746,20461,NME7,"FLJ37194, NM23-H7, CFAP67",29922.0,ENSG00000143156
8747,20465,SMC5,KIAA0594,23137.0,ENSG00000198887
8748,20466,SMC6,FLJ22116,79677.0,ENSG00000163029
8749,20469,BPIFA4P,BASE,317716.0,ENSG00000183566
8750,2047,CLDN5,"CPETRL1, BEC1",7122.0,ENSG00000184113
8751,20470,LSM7,YNL147W,51690.0,ENSG00000130332
8752,20471,LSM8,YJR022W,51691.0,ENSG00000128534
8753,20472,LSM1,"CASM, YJL124C",27257.0,ENSG00000175324
8754,20473,BRIP1,"OF, BACH1, FANCJ",83990.0,ENSG00000136492
8755,20474,TMC8,EVIN2,147138.0,ENSG00000167895
8757,20477,WFDC5,"WAP1, DJ211D12.5",149708.0,ENSG00000175121
8758,20478,WFDC11,WAP11,259239.0,ENSG00000180083
8759,20479,WFDC10B,WAP12,280664.0,ENSG00000182931
8761,20480,GBP4,MPA2,115361.0,ENSG00000162654
8762,20482,WDFY2,ZFYVE22,115825.0,ENSG00000139668
8765,20486,UBAC2,"FLJ30548, RP11-178C10.1",337867.0,ENSG00000134882
8766,20487,NOXRED1,FLJ32809,122945.0,ENSG00000165555
8767,20488,L3HYPDH,FLJ25436,112849.0,ENSG00000126790
8768,20489,WDR89,MGC9907,112840.0,ENSG00000140006
8769,2049,CLDN7,HS.84359,1366.0,ENSG00000181885
8771,20492,COA8,"MGC2562, APOP-1",84334.0,ENSG00000256053
8772,20493,SETD3,FLJ23027,84193.0,ENSG00000183576
8773,20494,FSCB,DKFZP434F1017,84075.0,ENSG00000189139
8774,20495,SLIRP,DC50,81892.0,ENSG00000119705
8775,20498,DGLUCY,FLJ39975,80017.0,ENSG00000133943
8776,20499,L2HGDH,FLJ12618,79944.0,ENSG00000087299
8778,20500,CATSPERB,FLJ14298,79820.0,ENSG00000133962
8779,20502,SLC39A5,ZIP5,283375.0,ENSG00000139540
8780,20503,H3C14,"MGC9629, H3/M, H3, H3.2, H3/M",126961.0,ENSG00000203811
8781,20505,H3C15,"H3/N, H3/O",333932.0,ENSG00000203852
8782,20507,H2AC25,MGC3165,92815.0,ENSG00000181218
8784,20509,ZC3H14,"FLJ11806, UKP68, NY-REN-37",79882.0,ENSG00000100722
8786,20510,H4C16,MGC24116,121504.0,ENSG00000197837
8787,20511,TMEM121,"MGC4659, HOLE, HHOLE, TMEM121A",80757.0,ENSG00000184986
8788,20512,BRMS1L,"MGC11296, FLJ39177, P40",84312.0,ENSG00000100916
8792,20516,H2BC20P,"H2B/T, LETN",337873.0,ENSG00000261716
8793,20517,H2BC19P,"H2B/S, H2B/O",337874.0,ENSG00000220323
8795,20521,KRTAP10-4,"KRTAP18.4, KAP10.4",386672.0,ENSG00000215454
8796,20523,KRTAP10-6,"KRTAP18.6, KAP18.6, KAP10.6",386674.0,ENSG00000188155
8797,20525,KRTAP10-8,"KRTAP18.8, KAP10.8",386681.0,ENSG00000187766
8798,20528,KRTAP10-11,"KRTAP18.11, KAP18.11, KAP10.11",386678.0,ENSG00000243489
8799,20529,KRTAP12-1,"KRTAP12.1, KAP12.1",353332.0,ENSG00000187175
8800,2053,CLEC2B,"AICL, HP10085",9976.0,ENSG00000110852
8801,20530,KRTAP12-2,"KRTAP12.2, KAP12.2",353323.0,ENSG00000221864
8802,20531,KRTAP12-3,KRTAP12.3,386683.0,ENSG00000205439
8803,20532,KRTAP12-4,KRTAP12.4,386684.0,ENSG00000212933
8804,20533,KRTAP10-12,"KRTAP18.12, KAP10.12",386685.0,ENSG00000189169
8805,2054,CLEC5A,MDL-1,23601.0,ENSG00000258227
8807,20561,RHBDF1,"EGFR-RS, FLJ2235, DIST1, IRHOM1",64285.0,ENSG00000007384
8808,20564,MBNL3,"CHCR, FLJ11316, MBLX39, MBXL",55796.0,ENSG00000076770
8809,20565,ALPK2,HAK,115701.0,ENSG00000198796
8810,20566,SV2A,"SV2, KIAA0736, SLC22B1",9900.0,ENSG00000159164
8811,20567,NME6,"NM23-H6, IPIA-ALPHA",10201.0,ENSG00000172113
8812,20568,TRAM1,"TRAM, TRAMP",23471.0,ENSG00000067167
8813,20569,CCNL1,ANIA-6A,57018.0,ENSG00000163660
8814,20570,CCNL2,"ANIA-6B, PCEE, SB138, HLA-ISO, CCNS",81669.0,ENSG00000221978
8815,20573,PANX3,PX3,116337.0,ENSG00000154143
8817,20576,CYP20A1,CYP-M,57404.0,ENSG00000119004
8820,20581,CYP26B1,P450RAI-2,56603.0,ENSG00000003137
8821,20582,CYP2U1,SPG49,113612.0,ENSG00000155016
8822,20583,CYP4Z1,CYP4A20,199974.0,ENSG00000186160
8823,20584,SLC35B4,"FLJ14697, YEA4",84912.0,ENSG00000205060
8824,20588,PCYOX1,"KIAA0908, PCL1",51449.0,ENSG00000116005
8825,20589,KCMF1,"DEBT91, PCMF, DKFZP434L1021, ZZZ1",56888.0,ENSG00000176407
8827,20593,VPS39,"KIAA0770, VAM6",23339.0,ENSG00000166887
8828,20594,EGFL7,ZNEU1,51162.0,ENSG00000172889
8829,20595,MTUS2,"TIP150, CAZIP, ICIS",23281.0,ENSG00000132938
8830,20596,SUPT20H,"SPT20, BA421P11.4, P38IP",55578.0,ENSG00000102710
8831,20597,UFM1,BA131P10.1,51569.0,ENSG00000120686
8832,20598,LONP2,"MGC4840, LONP, LONPL",83752.0,ENSG00000102910
8833,20599,ITLN2,HL-2,142683.0,ENSG00000158764
8834,206,ADAM28,"EMDCII, MDC-LM, MDC-LS, ADAM23",10863.0,ENSG00000042980
8836,20601,SLC23A3,"SVCT3, FLJ31168, YSPL1",151295.0,ENSG00000213901
8838,20603,DHDDS,"HDS, FLJ13102, DS, RP59, HCIT",79947.0,ENSG00000117682
8839,20604,DIS3,"DIS3P, RRP44, EXOSC11",22894.0,ENSG00000083520
8840,20605,ALS2CL,"FLJ36525, RN49018, DKFZP686I0110",259173.0,ENSG00000178038
8841,20606,IFT88,"HTG737, TG737, D13S1056E, MGC26259",8100.0,ENSG00000032742
8842,20607,SERP2,BA269C23.1,387923.0,ENSG00000151778
8843,20608,BDNF-AS,"BT2A, BT2B, BT2C, BT2D, NCRNA00049, BDNF-AS1, BDNFAS",497258.0,ENSG00000245573
8844,20609,AIMP2,"P38, PRO0992, JTV-1, JTV1",7965.0,ENSG00000106305
8845,20610,PHLPP1,"KIAA0606, SCOP, PPM3A",23239.0,ENSG00000081913
8846,20611,SLC24A5,"JSX, OCA6, NCKX5",283652.0,ENSG00000188467
8847,20612,TDRD3,FLJ21007,81550.0,ENSG00000083544
8848,20614,TDRD5,"FLJ34823, TUDOR3",163589.0,ENSG00000162782
8849,20615,TAS2R2,"T2R02, T2R2",338396.0,ENSG00000203523
8850,20616,TAS2R6P,"T2R06, T2R6",448990.0,ENSG00000270923
8851,20619,MICAL1,"MICAL, FLJ11937, DKFZP434B1517, FLJ21739",64780.0,ENSG00000135596
8852,2062,CLIC1,"NCC27, P64CLCP, G6, CLCNL1",1192.0,ENSG00000213719
8853,20620,TNFAIP8L3,FLJ41287,388121.0,ENSG00000183578
8854,20625,DCDC1,FLJ46154,341019.0,ENSG00000170959
8855,20626,CHD7,"KIAA1416, FLJ20357, FLJ20361",55636.0,ENSG00000171316
8856,20627,SEC14L4,"TAP3, DJ130H16.5",284904.0,ENSG00000133488
8857,20628,IPO11,RANBP11,51194.0,ENSG00000086200
8858,20629,ZNF709,FLJ38281,163051.0,ENSG00000242852
8859,2063,CLIC2,"XAP121, CLCNL2",1193.0,ENSG00000155962
8860,20630,ZNF414,"MGC15716, ZFP414",84330.0,ENSG00000133250
8865,20635,PSME4,"PA200, KIAA0077",23198.0,ENSG00000068878
8867,20637,DPYSL5,"CRMP5, ULIP6, CRMP-5, CRAM, CV2",56896.0,ENSG00000157851
8868,20639,TAS2R60,T2R60,338398.0,ENSG00000185899
8870,20640,TAS2R62P,"T2R62, TAS2R62",338399.0,ENSG00000234066
8872,20642,TAS2R64P,"T2R64, T2R64P",338412.0,ENSG00000256274
8873,20644,SLC37A2,"FLJ00171, SPX2",219855.0,ENSG00000134955
8874,20645,ZNF416,FLJ20557,55659.0,ENSG00000083817
8875,20646,ZNF417,MGC34079,147687.0,ENSG00000173480
8876,20647,ZNF418,"KIAA1956, FLJ31551",147686.0,ENSG00000196724
8877,20648,ZNF419,ZAPHIR,79744.0,ENSG00000105136
8878,20649,ZNF420,FLJ32191,147923.0,ENSG00000197050
8879,2065,CLIC6,CLIC5,54102.0,ENSG00000159212
8880,20651,SLC37A3,"DKFZP761N0624, SPX3",84255.0,ENSG00000157800
8881,20652,TXNDC15,"TMX5, FLJ22625, 2310047H23RIK",79770.0,ENSG00000113621
8882,20653,SLC9A9,"FLJ35613, NHE9",285195.0,ENSG00000181804
8884,20655,RAPGEF6,"RA-GEF-2, PDZ-GEF2",51735.0,ENSG00000158987
8885,20656,C5ORF15,"KCT2, HTGN29",56951.0,ENSG00000113583
8886,20657,TSPAN1,"TSPAN-1, NET-1",10103.0,ENSG00000117472
8887,20659,TSPAN2,"TSPAN-2, TSN2, FLJ12082",10100.0,ENSG00000134198
8888,20660,TSPAN18,TSPAN,90139.0,ENSG00000157570
8889,20661,SLC25A26,SAMC,115286.0,ENSG00000144741
8890,20662,SLC25A24,"DKFZP586G0123, APC1, SCAMC1, SCAMC-1",29957.0,ENSG00000085491
8891,20663,SLC25A25,"KIAA1896, PCSCL, MCSC",114789.0,ENSG00000148339
8892,20664,H2AZ2,"MGC10170, MGC10831, MGC1947",94239.0,ENSG00000105968
8893,20665,SCN3B,"HSA243396, SCNB3",55800.0,ENSG00000166257
8894,20667,TXNRD3,"TR2, TRXR3, TGR, TR2IT1, TXNRD3NT1, TXNR3",114112.0,ENSG00000197763
8897,2067,PDLIM1,"CLP-36, HCLIM1, CLP36",9124.0,ENSG00000107438
8898,20670,TWIST2,"DERMO1, DERMO-1, BHLHA39",117581.0,ENSG00000233608
8899,20672,PHF8,"ZNF422, KIAA1111, JHDM1F, KDM7B",23133.0,ENSG00000172943
8900,20673,RNASE9,"H461, RAK1",390443.0,ENSG00000188655
8901,20675,CNDP1,"MGC10825, CN1, CPGL2, HST2308",84735.0,ENSG00000150656
8902,20678,ZPBP2,"ZPBPL, MGC41930",124626.0,ENSG00000186075
8903,20679,ANO9,PIG5,338440.0,ENSG00000185101
