ENSG_ID,NCBI_ID,HGNC_ID,alias_symbol,primary_gene_symbol
ENSG00000106278,GENE ID:5803,HGNC:9685,"PHOSPHACAN,PTP18,PTPRZ,PTPZ,RPTPB",PTPRZ1
ENSG00000106290,GENE ID:6878,HGNC:11540,"MGC:8964,TAF2E,TAFII70,TAFII80,TAFII85",TAF6
ENSG00000106299,GENE ID:8976,HGNC:12735,"N-WASP,NWASP,WASPB",WASL
ENSG00000106302,GENE ID:23553,HGNC:5323,,HYAL4
ENSG00000106304,GENE ID:6677,HGNC:11217,"HYAL5,PH-20,SPAG15",SPAM1
ENSG00000106305,GENE ID:7965,HGNC:20609,"JTV-1,JTV1,P38,PRO0992",AIMP2
ENSG00000106327,GENE ID:7036,HGNC:11762,"HFE3,TFRC2",TFR2
ENSG00000106328,GENE ID:29999,HGNC:3961,,FSCN3
ENSG00000106330,GENE ID:64598,HGNC:25078,"CDS3,NET30",MOSPD3
ENSG00000106331,GENE ID:5078,HGNC:8618,MODY9,PAX4
ENSG00000106333,GENE ID:5118,HGNC:8738,"PCPE,PCPE1",PCOLCE
ENSG00000106336,GENE ID:26261,HGNC:13595,FBX24,FBXO24
ENSG00000106341,GENE ID:10842,HGNC:16973,"C7ORF16,GSBS",PPP1R17
ENSG00000106344,GENE ID:55131,HGNC:21863,"FLJ10377,NOP4",RBM28
ENSG00000106346,GENE ID:84132,HGNC:20068,FLJ12697,USP42
ENSG00000106348,GENE ID:3614,HGNC:6052,"LCA11,RP10,SWSS2608",IMPDH1
ENSG00000106351,GENE ID:3268,HGNC:5177,"HRBL,RABR",AGFG2
ENSG00000106355,GENE ID:23658,HGNC:17162,YER146W,LSM5
ENSG00000106366,GENE ID:5054,HGNC:8583,"PAI,PAI1,PLANH1",SERPINE1
ENSG00000106367,GENE ID:1174,HGNC:559,"AP19,CLAPS1,EKV3,SIGMA1A,WUGSC:H_DJ0747G18.2",AP1S1
ENSG00000106384,GENE ID:346606,HGNC:23249,"DC7,DGAT2L2,MGAT3",MOGAT3
ENSG00000106392,GENE ID:56913,HGNC:24337,"C1GALT,T-SYNTHASE",C1GALT1
ENSG00000106397,GENE ID:8985,HGNC:9083,LH3,PLOD3
ENSG00000106399,GENE ID:6119,HGNC:10291,REPA3,RPA3
ENSG00000106400,GENE ID:10467,HGNC:21688,"CG1I,H_DJ0747G18.14,P18(HAMLET),ZNFN4A1",ZNHIT1
ENSG00000106404,GENE ID:24146,HGNC:2036,,CLDN15
ENSG00000106410,GENE ID:135935,HGNC:22448,"OG2,OG2X",NOBOX
ENSG00000106415,GENE ID:113263,HGNC:18713,"FAM117C,GIG18,TSSN1",GLCCI1
ENSG00000106436,GENE ID:93408,HGNC:29825,"MGC3479,MYLC2PL,PLRLC",MYL10
ENSG00000106443,GENE ID:9678,HGNC:22203,KIAA0783,PHF14
ENSG00000106459,GENE ID:4899,HGNC:7996,"ALPHA-PAL,EWG",NRF1
ENSG00000106460,GENE ID:54664,HGNC:22407,"FLJ11273,MGC33727",TMEM106B
ENSG00000106462,GENE ID:2146,HGNC:3527,"ENX-1,EZH1,KMT6,KMT6A",EZH2
ENSG00000106477,GENE ID:95681,HGNC:12370,"DKFZP762H1311,FLJ22445,JBTS15,TSGA14",CEP41
ENSG00000106479,GENE ID:643641,HGNC:34519,,ZNF862
ENSG00000106483,GENE ID:6424,HGNC:10778,"FRP-4,FRPHE,FRZB-2",SFRP4
ENSG00000106484,GENE ID:4232,HGNC:7028,PEG1,MEST
ENSG00000106511,GENE ID:4223,HGNC:7014,"GAX,MOX2",MEOX2
ENSG00000106524,GENE ID:57037,HGNC:25370,"DKFZP564O043,ZMYND20",ANKMY2
ENSG00000106526,GENE ID:653857,HGNC:37282,ARP11,ACTR3C
ENSG00000106536,GENE ID:11281,HGNC:21694,RPF-1,POU6F2
ENSG00000106537,GENE ID:27075,HGNC:21643,"NET-6,TM4SF13",TSPAN13
ENSG00000106538,GENE ID:5919,HGNC:9868,"HP10433,TIG2",RARRES2
ENSG00000106541,GENE ID:10551,HGNC:328,"AG2,HAG-2,PDIA17,XAG-2",AGR2
ENSG00000106546,GENE ID:196,HGNC:348,BHLHE76,AHR
ENSG00000106554,GENE ID:54927,HGNC:21906,"FLJ20420,MIC19,MICOS19,MINOS3,PPP1R22",CHCHD3
ENSG00000106560,GENE ID:26157,HGNC:21789,"DKFZP586D0824,HIMAP2,IAN12,IMAP2",GIMAP2
ENSG00000106565,GENE ID:28959,HGNC:29596,"LR8,MS4B2",TMEM176B
ENSG00000106571,GENE ID:2737,HGNC:4319,"ACLS,GCPS,PAP-A,PAPA,PAPA1,PAPB,PHS,PPDIV",GLI3
ENSG00000106588,GENE ID:5683,HGNC:9531,"HC3,MU,PMSA2",PSMA2
ENSG00000106591,GENE ID:64983,HGNC:14035,"BL32M,BMRP-59B,HSPC283,L32MT,MRP-L32",MRPL32
ENSG00000106603,GENE ID:55744,HGNC:21868,"C7ORF44,FLJ10803,MITRAC15",COA1
ENSG00000106605,GENE ID:644,HGNC:1062,"BLVR,BVRA,BVRALPHA",BLVRA
ENSG00000106608,GENE ID:55665,HGNC:30890,"DKFZP666G166,DKFZP686O0457,FLJ20654,KIAA1507,URG4",URGCP
ENSG00000106609,GENE ID:55069,HGNC:25476,"C7ORF42,FLJ10099,FLJ13090",TMEM248
ENSG00000106610,,HGNC:33887,"FLJ13195,STAG3L4P",STAG3L4
ENSG00000106615,GENE ID:6009,HGNC:10011,RHEB2,RHEB
ENSG00000106617,GENE ID:51422,HGNC:9386,"AAKG,AAKG2,CMH6,H91620P,WPWS",PRKAG2
ENSG00000106624,GENE ID:165,HGNC:303,ACLP,AEBP1
ENSG00000106628,GENE ID:5425,HGNC:9176,,POLD2
ENSG00000106631,GENE ID:58498,HGNC:21719,"MYL2A,MYLC2A",MYL7
ENSG00000106633,GENE ID:2645,HGNC:4195,"HK4,MODY2",GCK
ENSG00000106635,GENE ID:9275,HGNC:1005,SMARCJ2,BCL7B
ENSG00000106636,GENE ID:10652,HGNC:16959,,YKT6
ENSG00000106638,GENE ID:26608,HGNC:11586,"DKFZP43N024,WBSCR13,WS-BETATRP",TBL2
ENSG00000106648,GENE ID:168391,HGNC:21725,"GALNAC-T5L,GALNT15",GALNTL5
ENSG00000106665,GENE ID:7461,HGNC:2586,"CLIP,CLIP-115,CYLN2,KIAA0291,WBSCR3,WBSCR4,WSCR3,WSCR4",CLIP2
ENSG00000106682,GENE ID:7458,HGNC:12741,"KIAA0038,WBSCR1,WSCR1",EIF4H
ENSG00000106683,GENE ID:3984,HGNC:6613,LIMK,LIMK1
ENSG00000106686,GENE ID:55064,HGNC:25472,"C9ORF68,FLJ10058",SPATA6L
ENSG00000106688,GENE ID:6505,HGNC:10939,"EAAC1,EAAT3,HEAAC1",SLC1A1
ENSG00000106689,GENE ID:9355,HGNC:6594,"HLHX2,LH-2",LHX2
ENSG00000106692,GENE ID:2218,HGNC:3622,"FCMD,LGMD2M",FKTN
ENSG00000106701,GENE ID:83856,HGNC:13753,"CCDC10,CSDUFD1,FSD1CL,FSD1NL",FSD1L
ENSG00000106714,GENE ID:79937,HGNC:13834,"CASPR3,CNTNAP3A,FLJ14195,KIAA1714",CNTNAP3
ENSG00000106723,GENE ID:10927,HGNC:11243,"SPIN,TDRD24",SPIN1
ENSG00000106733,GENE ID:54981,HGNC:26057,"BA235O14.2,C9ORF95,FLJ20559,NRK1",NMRK1
ENSG00000106771,GENE ID:23731,HGNC:1363,"C9ORF5,CG-2",TMEM245
ENSG00000106772,GENE ID:158471,HGNC:25209,"A214N16.3,BA214N16.3,BMCC1,BNIPXL,C9ORF65,KIAA0367",PRUNE2
ENSG00000106780,GENE ID:1955,HGNC:3234,EGFL5,MEGF9
ENSG00000106785,GENE ID:9830,HGNC:16283,KIAA0129,TRIM14
ENSG00000106789,GENE ID:7464,HGNC:2255,"IR10,WDR2",CORO2A
ENSG00000106799,GENE ID:7046,HGNC:11772,"ACVRLK4,ALK-5,ALK5,ESS1,MSSE,TBR-I,TBRI",TGFBR1
ENSG00000106803,GENE ID:10952,HGNC:16993,,SEC61B
ENSG00000106804,GENE ID:727,HGNC:1331,"C5A,C5B,CPAMD4",C5
ENSG00000106809,GENE ID:4969,HGNC:8126,"MIMECAN,OIF,SLRR3A",OGN
ENSG00000106819,GENE ID:54829,HGNC:14872,"FLJ20129,PLAP-1,SLRR1C",ASPN
ENSG00000106823,GENE ID:1842,HGNC:3154,,ECM2
ENSG00000106829,GENE ID:7091,HGNC:11840,"E(SPL),ESG,GRG4",TLE4
ENSG00000106852,GENE ID:26468,HGNC:21735,"HLHX6,LHX6.1",LHX6
ENSG00000106853,GENE ID:22949,HGNC:18429,"LTB4DH,ZADH3",PTGR1
ENSG00000106868,GENE ID:64420,HGNC:25413,DKFZP761E1824,SUSD1
ENSG00000106927,GENE ID:259,HGNC:453,"EDC1,HCP,HI30,IATIL,ITI,ITIL,ITILC,UTI",AMBP
ENSG00000106948,GENE ID:80709,HGNC:24108,KIAA1968,AKNA
ENSG00000106952,GENE ID:944,HGNC:11938,"CD153,CD30LG",TNFSF8
ENSG00000106976,GENE ID:1759,HGNC:2972,DNM,DNM1
ENSG00000106991,GENE ID:2022,HGNC:3349,"CD105,END,HHT1,ORW,ORW1",ENG
ENSG00000106992,GENE ID:203,HGNC:361,,AK1
ENSG00000106993,GENE ID:55664,HGNC:17179,"CDC37B,FLJ20639,HARC",CDC37L1
ENSG00000107014,GENE ID:6019,HGNC:10027,"BA12D24.1.1,BA12D24.1.2,H2,RLXH2",RLN2
ENSG00000107018,GENE ID:6013,HGNC:10026,H1,RLN1
ENSG00000107020,GENE ID:55848,HGNC:23633,"AD025,C9ORF46,FLJ14688,MDS030,PLG-RKT",PLGRKT
ENSG00000107021,GENE ID:54662,HGNC:25571,FLJ10743,TBC1D13
ENSG00000107036,GENE ID:57589,HGNC:17686,"BA207C16.1,KIAA1432",RIC1
ENSG00000107077,GENE ID:23081,HGNC:17071,"GASC1,JMJD2C,KIAA0780,TDRD14C",KDM4C
ENSG00000107099,GENE ID:81704,HGNC:19191,"FLJ00026,FLJ00152,FLJ00346,ZIR8",DOCK8
ENSG00000107104,GENE ID:23189,HGNC:19309,"ANKRD15,KANK,KIAA0172",KANK1
ENSG00000107105,GENE ID:1993,HGNC:3313,"HEL-N1,HUB",ELAVL2
ENSG00000107130,GENE ID:23413,HGNC:3953,"FREQ,NCS-1",NCS1
ENSG00000107140,GENE ID:7016,HGNC:11731,,TESK1
ENSG00000107147,GENE ID:57582,HGNC:18865,"KCA4.1,KIAA1422,SLACK,SLO2.2",KCNT1
ENSG00000107159,GENE ID:768,HGNC:1383,"CAIX,MN",CA9
ENSG00000107164,GENE ID:8939,HGNC:4005,FBP3,FUBP3
ENSG00000107165,GENE ID:7306,HGNC:12450,"B-PROTEIN,CAS2,CATB,GP75,OCA3,TRP,TYRP",TYRP1
ENSG00000107175,GENE ID:10488,HGNC:2347,"LUMAN,LZIP,SLZIP",CREB3
ENSG00000107185,GENE ID:9827,HGNC:21965,KIAA0258,RGP1
ENSG00000107186,GENE ID:8777,HGNC:7208,MUPP1,MPDZ
ENSG00000107187,GENE ID:8022,HGNC:6595,,LHX3
ENSG00000107201,GENE ID:23586,HGNC:19102,"DDX58,DKFZP434J1111,FLJ13599,RIG-1,RIG-I,RIG1",RIGI
ENSG00000107223,GENE ID:8721,HGNC:3164,"CFAP280,EDF-1",EDF1
ENSG00000107242,GENE ID:8395,HGNC:8995,"MSS4,STM7",PIP5K1B
ENSG00000107249,GENE ID:169792,HGNC:28510,"MGC33662,ZNF515",GLIS3
ENSG00000107262,GENE ID:573,HGNC:937,,BAG1
ENSG00000107263,GENE ID:2889,HGNC:4568,"C3G,GRF2",RAPGEF1
ENSG00000107281,GENE ID:56654,HGNC:7899,"CAB-,CAB1,DKFZP586J0523",NPDC1
ENSG00000107282,GENE ID:320,HGNC:578,"D9S411E,MINT1,X11",APBA1
ENSG00000107290,GENE ID:23064,HGNC:445,"ALS4,AOA2,KIAA0625,SCAR1,SEN1,STEX",SETX
ENSG00000107295,GENE ID:6456,HGNC:10831,"CNSA2,EEN-B1,SH3D2A,SH3P4",SH3GL2
ENSG00000107317,GENE ID:5730,HGNC:9592,"L-PGDS,PGDS",PTGDS
ENSG00000107331,GENE ID:20,HGNC:32,ABC2,ABCA2
ENSG00000107338,GENE ID:6461,HGNC:10838,,SHB
ENSG00000107341,GENE ID:54926,HGNC:19907,"CDC34B,FLJ20419,MGC10481,UBC3B",UBE2R2
ENSG00000107362,GENE ID:51104,HGNC:24278,"C9ORF77,CGI-67,FAM108B1",ABHD17B
ENSG00000107371,GENE ID:51010,HGNC:17944,"CGI-102,HRRP-40,HRRP40P,P10,RRP40,RRP40P",EXOSC3
ENSG00000107372,GENE ID:7763,HGNC:13008,"ZA20D2,ZFAND5A,ZNF216",ZFAND5
ENSG00000107404,GENE ID:1855,HGNC:3084,,DVL1
ENSG00000107438,GENE ID:9124,HGNC:2067,"CLIM1,CLP-36,CLP36,HCLIM1",PDLIM1
ENSG00000107443,GENE ID:54619,HGNC:23434,"BA690P14.1,FLJ10895",CCNJ
ENSG00000107447,GENE ID:1791,HGNC:2983,TDT,DNTT
ENSG00000107485,GENE ID:2625,HGNC:4172,HDR,GATA3
ENSG00000107518,GENE ID:26033,HGNC:29063,"ALP,FLJ45344,KIAA0534",ATRNL1
ENSG00000107521,GENE ID:3257,HGNC:5163,"BLOC3S1,HPS",HPS1
ENSG00000107537,GENE ID:5264,HGNC:8940,"PAHX,PHYH1,RD",PHYH
ENSG00000107551,GENE ID:83937,HGNC:20793,"AD037,MGC44914",RASSF4
ENSG00000107554,GENE ID:23268,HGNC:30373,"ARHGEF36,KIAA1010,TUBA",DNMBP
ENSG00000107560,GENE ID:22841,HGNC:29152,"KIAA0941,NRIP11,RAB11-FIP2",RAB11FIP2
ENSG00000107562,GENE ID:6387,HGNC:10672,"PBSF,SCYB12,SDF-1A,SDF-1B,SDF1,SDF1A,SDF1B,TLSF-A,TLSF-B,TPAR1",CXCL12
ENSG00000107566,GENE ID:10613,HGNC:16947,"C10ORF69,ERLIN-1,KE04,SPFH1,SPG62",ERLIN1
ENSG00000107581,GENE ID:8661,HGNC:3271,"EIF3,EIF3-P170,EIF3-THETA,EIF3S10,KIAA0139,TIF32",EIF3A
ENSG00000107593,GENE ID:9033,HGNC:9011,"PCL,PKD2L,PKDL,TRPP3",PKD2L1
ENSG00000107611,GENE ID:8029,HGNC:2548,"GP280,IFCR,MGA1",CUBN
ENSG00000107614,GENE ID:1787,HGNC:2977,"DNMT2,RNMT1",TRDMT1
ENSG00000107625,GENE ID:79009,HGNC:17906,"GU2,GUB,MGC3199,RH-II/GUB",DDX50
ENSG00000107643,GENE ID:5599,HGNC:6881,"JNK,JNK1,PRKM8,SAPK1",MAPK8
ENSG00000107651,GENE ID:11196,HGNC:17018,"IPLA1B,IPLA1BETA,P125,P125A",SEC23IP
ENSG00000107669,GENE ID:11101,HGNC:782,,ATE1
ENSG00000107672,GENE ID:54780,HGNC:25935,"BA500G22.3,C10ORF86,FLJ20003,NSE4A",NSMCE4A
ENSG00000107679,GENE ID:59338,HGNC:14335,TAPP1,PLEKHA1
ENSG00000107719,GENE ID:27143,HGNC:23530,"KIAA1274,PALD",PALD1
ENSG00000107731,GENE ID:219699,HGNC:12568,"P53RDL1,UNC5H2",UNC5B
ENSG00000107736,GENE ID:64072,HGNC:13733,"CDHR23,DFNB12,USH1D",CDH23
ENSG00000107738,GENE ID:64115,HGNC:30085,"B7-H5,B7H5,C10ORF54,DIES1,GI24,PD-1H,SISP1,VISTA",VSIR
ENSG00000107742,GENE ID:9806,HGNC:13564,"KIAA0275,TESTICAN-2",SPOCK2
ENSG00000107745,GENE ID:10367,HGNC:1530,"CALC,CBARA1,EFHA3,FLJ12684",MICU1
ENSG00000107758,GENE ID:5532,HGNC:9315,"CALNA2,CALNB,CNA2,PP2BBETA",PPP3CB
ENSG00000107771,GENE ID:54462,HGNC:29197,"FAM190B,KIAA1128",CCSER2
ENSG00000107779,GENE ID:657,HGNC:1076,"ACVRLK3,ALK3,CD292",BMPR1A
ENSG00000107789,GENE ID:9562,HGNC:7102,MIPP,MINPP1
ENSG00000107796,GENE ID:59,HGNC:130,ACTSA,ACTA2
ENSG00000107798,GENE ID:3988,HGNC:6617,"CESD,LAL",LIPA
ENSG00000107807,GENE ID:3195,HGNC:5056,"HOX11,TCL3",TLX1
ENSG00000107815,GENE ID:56652,HGNC:1160,"C10ORF2,FLJ21832,IOSCA,PEO,PEO1,TWINKLE,TWINL",TWNK
ENSG00000107816,GENE ID:84445,HGNC:29381,"KIAA1813,LAPSER1",LZTS2
ENSG00000107819,GENE ID:81855,HGNC:16087,"SFX3,SLC56A3",SFXN3
ENSG00000107821,GENE ID:81621,HGNC:25460,"FKSG28,FKSG40",KAZALD1
ENSG00000107829,GENE ID:6468,HGNC:10847,"DACTYLIN,FBW4,SHFM3",FBXW4
ENSG00000107831,GENE ID:2253,HGNC:3686,AIGF,FGF8
ENSG00000107833,GENE ID:10360,HGNC:7931,,NPM3
ENSG00000107854,GENE ID:80351,HGNC:15677,"ARTD6,PARP-5B,PARP-5C,PARP5B,PARP5C,PART6,TANK2,TNKL",TNKS2
ENSG00000107859,GENE ID:5309,HGNC:9006,ASMD,PITX3
ENSG00000107862,GENE ID:8729,HGNC:4181,"ARF1GEF,KIAA0248",GBF1
ENSG00000107863,GENE ID:57584,HGNC:23725,"ARHGAP10,KIAA1424",ARHGAP21
ENSG00000107864,GENE ID:22849,HGNC:21746,KIAA0940,CPEB3
ENSG00000107872,GENE ID:79176,HGNC:28155,"FBL15,FBXO37,MGC11279",FBXL15
ENSG00000107874,GENE ID:79004,HGNC:28352,"C10ORF66,MGC2491",CUEDC2
ENSG00000107882,GENE ID:51684,HGNC:16466,"PRO1280,SUFUH,SUFUXL",SUFU
ENSG00000107890,GENE ID:22852,HGNC:29186,"KIAA1074,THC2",ANKRD26
ENSG00000107897,GENE ID:91452,HGNC:23338,"DKFZP434A2417,KIAA1996",ACBD5
ENSG00000107902,GENE ID:64077,HGNC:30042,HDHD2B,LHPP
ENSG00000107929,GENE ID:23185,HGNC:28987,"KIAA0217,LARP5",LARP4B
ENSG00000107937,GENE ID:23560,HGNC:21535,"CRFG,FLJ10686,FLJ10690,NGB,NOG1",GTPBP4
ENSG00000107938,GENE ID:26098,HGNC:24640,"C10ORF137,DKFZP586F1019,FLJ21617",EDRF1
ENSG00000107949,GENE ID:56647,HGNC:978,"BCCIPALPHA,TOK-1",BCCIP
ENSG00000107951,GENE ID:55149,HGNC:25532,"FLJ10486,PAPD1,SPAX4,TENT6",MTPAP
ENSG00000107954,GENE ID:9148,HGNC:7761,"H-NEU,NEU-1,NEURL,RNF67",NEURL1
ENSG00000107957,GENE ID:9644,HGNC:23664,"FISH,KIAA0418,SH3MD1",SH3PXD2A
ENSG00000107959,GENE ID:10531,HGNC:17663,"HMP1,KIAA1104,MP1,PREP",PITRM1
ENSG00000107960,GENE ID:79991,HGNC:26200,"BA541N10.2,FLJ22559,OBFC1",STN1
ENSG00000107968,GENE ID:1326,HGNC:6860,"C-COT,COT,EST,ESTF,MEKK8,TPL-2",MAP3K8
ENSG00000107984,GENE ID:22943,HGNC:2891,"DKK-1,SK",DKK1
ENSG00000108001,GENE ID:253738,HGNC:19087,"COE3,DKFZP667B0210",EBF3
ENSG00000108010,GENE ID:10539,HGNC:15987,"BA500G10.4,GLRX4,GRX3,GRX4,PICOT,TXNL2",GLRX3
ENSG00000108018,GENE ID:114815,HGNC:16697,,SORCS1
ENSG00000108021,GENE ID:54906,HGNC:23484,"BA318E3.2,C10ORF18,FAM208B,FLJ20360,KIAA2006",TASOR2
ENSG00000108039,GENE ID:7511,HGNC:12822,"XPNPEP,XPNPEPL,XPNPEPL1",XPNPEP1
ENSG00000108055,GENE ID:9126,HGNC:2468,"BAM,BAMACAN,CSPG6,HCAP,SMC3L1",SMC3
ENSG00000108061,GENE ID:8036,HGNC:15454,"KIAA0862,SOC-2,SOC2,SUR-8,SUR8",SHOC2
ENSG00000108064,GENE ID:7019,HGNC:11741,"TCF6,TCF6L2",TFAM
ENSG00000108091,GENE ID:8030,HGNC:18782,"D10S170,H4,PTC,PTC1,TPC,TST1",CCDC6
ENSG00000108094,GENE ID:8453,HGNC:2552,,CUL2
ENSG00000108100,GENE ID:219771,HGNC:23354,"C10ORF9,CBCP1,CFP1",CCNY
ENSG00000108106,GENE ID:27338,HGNC:17895,E2-EPF,UBE2S
ENSG00000108107,GENE ID:6158,HGNC:10330,"EL28,FLJ43307,L28",RPL28
ENSG00000108175,GENE ID:57178,HGNC:16493,"FLJ13541,HZIMP10,KIAA1224,MIZ,RAI17,RP11-519K18.1,ZIMP10",ZMIZ1
ENSG00000108176,GENE ID:56521,HGNC:28908,JDP1,DNAJC12
ENSG00000108179,GENE ID:10105,HGNC:9259,"CYP-D,CYPD,HCYP3",PPIF
ENSG00000108187,GENE ID:64081,HGNC:23301,"FLJ14767,MAWBP,MAWDBP",PBLD
ENSG00000108219,GENE ID:81619,HGNC:23303,"DC-TM4F2,MGC11352,TM4SF14",TSPAN14
ENSG00000108231,GENE ID:9211,HGNC:6572,"EPITEMPIN,EPT,ETL1,IB1099",LGI1
ENSG00000108239,GENE ID:23232,HGNC:29082,KIAA0608,TBC1D12
ENSG00000108242,GENE ID:1562,HGNC:2620,"CPCI,CYP2C,CYP2C17,P450IIC17",CYP2C18
ENSG00000108244,GENE ID:25984,HGNC:6438,"CK23,DKFZP434G032,HAIK1,K23,MGC26158",KRT23
ENSG00000108255,GENE ID:1411,HGNC:2394,CRYB1,CRYBA1
ENSG00000108256,GENE ID:57532,HGNC:17634,"182-FIP,82-FIP,FIP-82,KIAA1321,MGC117262,NUFP2,PIG1",NUFIP2
ENSG00000108262,GENE ID:28964,HGNC:4272,,GIT1
ENSG00000108298,GENE ID:6143,HGNC:10312,"DKFZP779D216,EL19,FLJ27452,L19,MGC71997",RPL19
ENSG00000108306,GENE ID:84961,HGNC:24679,"FBL2,FBL20,MGC15482",FBXL20
ENSG00000108309,GENE ID:10900,HGNC:16984,"RAP2IP,RPIP8",RUNDC3A
ENSG00000108312,GENE ID:7343,HGNC:12511,"NOR-90,UBF,UBF1,UBF2",UBTF
ENSG00000108342,GENE ID:1440,HGNC:2438,"C17ORF33,G-CSF,GCSF,MGC45931",CSF3
ENSG00000108344,GENE ID:5709,HGNC:9560,"P58,RPN3,S3,TSTA2",PSMD3
ENSG00000108349,GENE ID:22794,HGNC:17040,"BTZ,MLN51",CASC3
ENSG00000108352,GENE ID:51195,HGNC:17428,LINK-GEFII,RAPGEFL1
ENSG00000108370,GENE ID:8787,HGNC:10004,"MGC111763,MGC26458,PERRS,RGS9L",RGS9
ENSG00000108375,GENE ID:54894,HGNC:18505,"DKFZP781H0392,FLJ20315,RNF124,URCC",RNF43
ENSG00000108379,"GENE ID:101929777,GENE ID:7473",HGNC:12782,"INT4,MGC131950,MGC138321,MGC138323",WNT3
ENSG00000108381,GENE ID:443,HGNC:756,"ACY2,ASP",ASPA
ENSG00000108384,GENE ID:5889,HGNC:9820,"FANCO,RAD51L2",RAD51C
ENSG00000108387,GENE ID:5414,HGNC:9165,"ARTS,C17ORF47,CE5B3,FLJ40121,H5,HCDCREL-2,HUCEP-7,MART,PNUTL2,SEPT4,SEPTIN-4",SEPTIN4
ENSG00000108389,GENE ID:9110,HGNC:7452,"KIAA0647,ZFYVE11",MTMR4
ENSG00000108395,GENE ID:4591,HGNC:7523,"KIAA0898,MUL,POB1,TEF3",TRIM37
ENSG00000108405,GENE ID:5023,HGNC:8533,P2X1,P2RX1
ENSG00000108406,GENE ID:79665,HGNC:18018,"ARG147,DDX40,FLJ22060,PAD",DHX40
ENSG00000108417,GENE ID:8688,HGNC:6455,KRTHA7,KRT37
ENSG00000108423,GENE ID:51174,HGNC:16811,"FLJ12709,TUBD",TUBD1
ENSG00000108424,GENE ID:3837,HGNC:6400,"IMB1,IMPNB,IPO1,IPOB,MGC2155,MGC2156,MGC2157,NTF97",KPNB1
ENSG00000108433,GENE ID:9570,HGNC:4431,"BOS1,GS27",GOSR2
ENSG00000108439,GENE ID:55163,HGNC:30260,PDXPO,PNPO
ENSG00000108442,,HGNC:38869,FAM18B4P,TVP23BP2
ENSG00000108443,GENE ID:6198,HGNC:10436,"P70(S6K)-ALPHA,PS6K,S6K,S6K1,STK14A",RPS6KB1
ENSG00000108448,,HGNC:32670,TRIM70,TRIM16L
ENSG00000108452,,HGNC:13080,"KOX26,ZNF29",ZNF29P
ENSG00000108465,GENE ID:80279,HGNC:18673,"C53,FLJ13660,HSF-27,IC53,LZAP,MST016,OK/SW-CL.114",CDK5RAP3
ENSG00000108468,GENE ID:10951,HGNC:1551,"CBX,HP1-BETA,HP1BETA,HP1HS-BETA,M31,MOD1",CBX1
ENSG00000108469,GENE ID:9400,HGNC:9950,"FLJ90603,RECQ5",RECQL5
ENSG00000108474,GENE ID:9487,HGNC:8966,PIG-L,PIGL
ENSG00000108479,GENE ID:2584,HGNC:4118,GALK,GALK1
ENSG00000108506,GENE ID:57508,HGNC:29241,"INT2,KIAA1287",INTS2
ENSG00000108509,GENE ID:23125,HGNC:18807,KIAA0909,CAMTA2
ENSG00000108510,GENE ID:9969,HGNC:22474,"KIAA0593,THRAP1,TRAP240",MED13
ENSG00000108511,GENE ID:3216,HGNC:5117,"HOX2,HOX2B",HOXB6
ENSG00000108515,GENE ID:2027,HGNC:3354,,ENO3
ENSG00000108518,GENE ID:5216,HGNC:8881,,PFN1
ENSG00000108523,GENE ID:26001,HGNC:24544,DKFZP566H073,RNF167
ENSG00000108528,GENE ID:8402,HGNC:10981,"OGC,SLC20A4",SLC25A11
ENSG00000108551,GENE ID:51655,HGNC:15828,"AGS1,DEXRAS1",RASD1
ENSG00000108556,GENE ID:1145,HGNC:1966,ACHRE,CHRNE
ENSG00000108557,GENE ID:10743,HGNC:9834,"DKFZP434A139,KIAA1820,MGC12824,SMCR,SMS",RAI1
ENSG00000108559,GENE ID:4927,HGNC:8067,MGC8530,NUP88
ENSG00000108561,GENE ID:708,HGNC:1243,"GC1Q-R,GC1QR,HABP1,P32,SF2P32",C1QBP
ENSG00000108576,GENE ID:6532,HGNC:11050,"5-HTT,HTT,OCD1,SERT1",SLC6A4
ENSG00000108578,GENE ID:642,HGNC:1059,BH,BLMH
ENSG00000108582,GENE ID:1362,HGNC:2301,GP180,CPD
ENSG00000108587,GENE ID:9527,HGNC:4430,"GOLIM2,GOS-28,GOS28,GS28,P28",GOSR1
ENSG00000108588,GENE ID:57003,HGNC:24856,GK001,CCDC47
ENSG00000108590,GENE ID:51003,HGNC:24260,"CGI-125,SOH1",MED31
ENSG00000108591,GENE ID:1819,HGNC:3030,,DRG2
ENSG00000108592,GENE ID:117246,HGNC:17136,SPB1,FTSJ3
ENSG00000108599,GENE ID:11216,HGNC:368,"D-AKAP2,MGC9414,PRKA10",AKAP10
ENSG00000108602,GENE ID:218,HGNC:405,ALDH3,ALDH3A1
ENSG00000108604,GENE ID:6603,HGNC:11107,"BAF60B,CRACD2,PRO2451,RSC6P",SMARCD2
ENSG00000108622,GENE ID:3384,HGNC:5345,CD102,ICAM2
ENSG00000108639,GENE ID:9144,HGNC:11499,,SYNGR2
ENSG00000108641,GENE ID:27077,HGNC:24123,"B9,EPPB9,MKS9,MKSR-1",B9D1
ENSG00000108651,GENE ID:55813,HGNC:18279,"C17ORF40,HCA66",UTP6
ENSG00000108654,GENE ID:1655,HGNC:2746,"G17P1,HLR1,P68",DDX5
