,NCBI_ID,gene_symbol,alias_symbol,HGNC_ID,ENSG_ID,source
9204,23194,FBXL7,FBL7,13604,ENSG00000183580,NCBI Info
9043,22992,KDM2A,FBL7,13606,ENSG00000173120,NCBI Info
6894,8880,FUBP1,FBP,4004,ENSG00000162613,NCBI Info
6296,8056,ECB2,FBP,,,NCBI Info
11808,51552,RAB14,FBP,16524,ENSG00000119396,NCBI Info
1883,2348,FOLR1,FBP,3791,ENSG00000110195,NCBI Info
1761,2203,FBP1,FBP,3606,ENSG00000165140,NCBI Info
1884,2350,FOLR2,FBP,3793,ENSG00000165457,NCBI Info
14189,64430,PCNX4,FBP2,20349,ENSG00000126773,NCBI Info
6642,8570,KHSRP,FBP2,6316,ENSG00000088247,NCBI Info
19918,220988,HNRNPA3,FBRNP,24941,ENSG00000170144,NCBI Info
7914,10151,HNRNPA3P1,FBRNP,13729,,NCBI Info
14144,64319,FBRS,FBS,20442,ENSG00000156860,NCBI Info
9983,26269,FBXO8,FBS,13587,ENSG00000164117,NCBI Info
12703,55294,FBXW7,FBW6,16712,ENSG00000109670,NCBI Info
9975,26259,FBXW8,FBW6,13597,ENSG00000174989,NCBI Info
12703,55294,FBXW7,FBX30,16712,ENSG00000109670,NCBI Info
16811,93611,FBXO44,FBX30,24847,ENSG00000132879,NCBI Info
12703,55294,FBXW7,FBXW6,16712,ENSG00000109670,NCBI Info
9975,26259,FBXW8,FBXW6,13597,ENSG00000174989,NCBI Info
936,1134,CHRNA1,FCCMS,1955,ENSG00000138435,NCBI Info
947,1145,CHRNE,FCCMS,1966,ENSG00000108556,NCBI Info
946,1144,CHRND,FCCMS,1965,ENSG00000135902,NCBI Info
1767,2209,FCGR1A,FCG1,3613,ENSG00000150337,NCBI Info
1768,2210,FCGR1BP,FCG1,3614,ENSG00000291135,NCBI Info
1769,2212,FCGR2A,FCG2,3616,ENSG00000143226,NCBI Info
7046,9103,FCGR2C,FCG2,15626,,NCBI Info
1770,2213,FCGR2B,FCG2,3618,ENSG00000072694,NCBI Info
1771,2214,FCGR3A,FCG3,3619,ENSG00000203747,NCBI Info
1772,2215,FCGR3B,FCG3,3620,ENSG00000162747,NCBI Info
1768,2210,FCGR1BP,FCGR1,3614,ENSG00000291135,NCBI Info
1767,2209,FCGR1A,FCGR1,3613,ENSG00000150337,NCBI Info
1770,2213,FCGR2B,FCGR2,3618,ENSG00000072694,NCBI Info
1769,2212,FCGR2A,FCGR2,3616,ENSG00000143226,NCBI Info
1772,2215,FCGR3B,FCGR3,3620,ENSG00000162747,NCBI Info
1771,2214,FCGR3A,FCGR3,3619,ENSG00000203747,NCBI Info
283,338,APOB,FCHL2,603,ENSG00000084674,NCBI Info
10665,28515,HYPLIP2,FCHL2,,,NCBI Info
1778,2221,FCP1,FCP,,,NCBI Info
6249,7954,HBFQTL2,FCP,,,NCBI Info
1771,2214,FCGR3A,FCR-10,3619,ENSG00000203747,NCBI Info
1772,2215,FCGR3B,FCR-10,3620,ENSG00000162747,NCBI Info
1771,2214,FCGR3A,FCRIII,3619,ENSG00000203747,NCBI Info
1772,2215,FCGR3B,FCRIII,3620,ENSG00000162747,NCBI Info
2036,2528,FUT6,FCT3A,4017,ENSG00000156413,NCBI Info
2034,2526,FUT4,FCT3A,4015,ENSG00000196371,NCBI Info
8488,10840,ALDH1L1,FDH,3978,ENSG00000144908,NCBI Info
108,128,ADH5,FDH,253,ENSG00000197894,NCBI Info
2400,2961,GTF2E2,FE,4651,ENSG00000197265,NCBI Info
2399,2960,GTF2E1,FE,4650,ENSG00000153767,NCBI Info
5006,6335,SCN9A,FEB3B,10597,ENSG00000169432,NCBI Info
59796,120325367,GEFSP7,FEB3B,,,NCBI Info
6430,8322,FZD4,FEVR,4042,ENSG00000174804,NCBI Info
3688,4693,NDP,FEVR,7678,ENSG00000124479,NCBI Info
12520,55079,FEZF2,FEZ,13506,ENSG00000153266,NCBI Info
22978,389549,FEZF1,FEZ,22788,ENSG00000128610,NCBI Info
13205,56246,MRAP,FGD2,1304,ENSG00000170262,NCBI Info
25651,619477,GCCD3,FGD2,,,NCBI Info
6845,8822,FGF17,FGF-13,3673,ENSG00000158815,NCBI Info
1810,2258,FGF13,FGF-13,3670,ENSG00000129682,NCBI Info
2503,3075,CFH,FH,4883,ENSG00000000971,NCBI Info
3187,3949,LDLR,FH,6547,ENSG00000130164,NCBI Info
3187,3949,LDLR,FHC,6547,ENSG00000130164,NCBI Info
3616,4607,MYBPC3,FHC,7551,ENSG00000134571,NCBI Info
2008,2495,FTH1,FHC,3976,ENSG00000167996,NCBI Info
2505,3078,CFHR1,FHL-1,4888,ENSG00000244414,NCBI Info
1823,2273,FHL1,FHL-1,3702,ENSG00000022267,NCBI Info
10397,27259,HPLH1,FHL1,,,NCBI Info
2503,3075,CFH,FHL1,4883,ENSG00000000971,NCBI Info
4996,6323,SCN1A,FHM3,10585,ENSG00000144285,NCBI Info
21276,317773,MGR6,FHM3,,,NCBI Info
13451,57120,GOPC,FIG,17643,ENSG00000047932,NCBI Info
8680,11067,DEPP1,FIG,23355,ENSG00000165507,NCBI Info
4538,5741,PTH,FIH1,9606,ENSG00000152266,NCBI Info
12896,55662,HIF1AN,FIH1,17113,ENSG00000166135,NCBI Info
10054,26525,IL36RN,FIL1,15561,ENSG00000136695,NCBI Info
10350,27179,IL36A,FIL1,15562,ENSG00000136694,NCBI Info
10349,27178,IL37,FIL1,15563,ENSG00000125571,NCBI Info
10348,27177,IL36B,FIL1,15564,ENSG00000136696,NCBI Info
15452,81608,FIP1L1,FIP1,19124,ENSG00000145216,NCBI Info
8360,10670,RRAGA,FIP1,16963,ENSG00000155876,NCBI Info
6592,8517,IKBKG,FIP3,5961,ENSG00000269335,NCBI Info
7544,9727,RAB11FIP3,FIP3,17224,ENSG00000090565,NCBI Info
8918,22827,PUF60,FIR,17042,ENSG00000179950,NCBI Info
7657,9855,FARP2,FIR,16460,ENSG00000006607,NCBI Info
56168,111188156,LOC111188156,FIRE,,,NCBI Info
21373,326342,ADGRE4P,FIRE,19240,,NCBI Info
1723,2158,F9,FIX,3551,ENSG00000101981,NCBI Info
11363,50808,AK3,FIX,17376,ENSG00000147853,NCBI Info
5902,7369,UMOD,FJHN,12559,ENSG00000169344,NCBI Info
5517,6928,HNF1B,FJHN,11630,ENSG00000275410,NCBI Info
1831,2282,FKBP1AP1,FKBP12,3714,,NCBI Info
1829,2280,FKBP1A,FKBP12,3711,ENSG00000088832,NCBI Info
1832,2283,FKBP1AP2,FKBP12,3715,,NCBI Info
1834,2285,FKBP1AP4,FKBP12,3717,,NCBI Info
1833,2284,FKBP1AP3,FKBP12,3716,,NCBI Info
1838,2289,FKBP5,FKBP51,3721,ENSG00000096060,NCBI Info
1837,2288,FKBP4,FKBP51,3720,ENSG00000004478,NCBI Info
6859,8837,CFLAR,FLIP,1876,ENSG00000003402,NCBI Info
12952,55732,FIRRM,FLIP,25565,ENSG00000000460,NCBI Info
2003,2489,FSHMD1A,FMD,,,NCBI Info
1862,2316,FLNA,FMD,3754,ENSG00000196924,NCBI Info
1891,2358,FPR2,FMLP-R-II,3827,ENSG00000171049,NCBI Info
1892,2359,FPR3,FMLP-R-II,3828,ENSG00000187474,NCBI Info
48692,106478973,FMR1-IT1,FMR1,41333,,NCBI Info
54748,108684022,FRAXA,FMR1,3945,,NCBI Info
54821,109461475,FRAXE,FMR2,3949,,NCBI Info
1877,2334,AFF2,FMR2,3776,ENSG00000155966,NCBI Info
74,90,ACVR1,FOP,171,ENSG00000115170,NCBI Info
8717,11116,CEP43,FOP,17012,ENSG00000213066,NCBI Info
9890,26097,CHTOP,FOP,24511,ENSG00000160679,NCBI Info
22111,349334,FOXD4L4,FOXD4L2,23762,ENSG00000184659,NCBI Info
21198,286380,FOXD4L3,FOXD4L2,18523,ENSG00000187559,NCBI Info
4534,5737,PTGFR,FP,9600,ENSG00000122420,NCBI Info
5053,6389,SDHA,FP,10680,ENSG00000073578,NCBI Info
1891,2358,FPR2,FPRH1,3827,ENSG00000171049,NCBI Info
1892,2359,FPR3,FPRH1,3828,ENSG00000187474,NCBI Info
1892,2359,FPR3,FPRH2,3828,ENSG00000187474,NCBI Info
1891,2358,FPR2,FPRH2,3827,ENSG00000171049,NCBI Info
1780,2224,FDPS,FPS,3631,ENSG00000160752,NCBI Info
1794,2242,FES,FPS,3657,ENSG00000182511,NCBI Info
14909,79874,RABEP2,FRA,24817,ENSG00000177548,NCBI Info
6297,8061,FOSL1,FRA,13718,ENSG00000175592,NCBI Info
10422,27315,PGAP2,FRAG1,17893,ENSG00000148985,NCBI Info
14939,79915,ATAD5,FRAG1,25752,ENSG00000176208,NCBI Info
11456,51057,WDPCP,FRITZ,28027,ENSG00000143951,NCBI Info
2001,2487,FRZB,FRITZ,3959,ENSG00000162998,NCBI Info
8763,11167,FSTL1,FRP,3972,ENSG00000163430,NCBI Info
5077,6422,SFRP1,FRP,10776,ENSG00000104332,NCBI Info
2928,3624,INHBA,FRP,6066,ENSG00000122641,NCBI Info
2968,3675,ITGA3,FRP-2,6139,ENSG00000005884,NCBI Info
5078,6423,SFRP2,FRP-2,10777,ENSG00000145423,NCBI Info
449,545,ATR,FRP1,882,ENSG00000175054,NCBI Info
5077,6422,SFRP1,FRP1,10776,ENSG00000104332,NCBI Info
8186,10468,FST,FS,3971,ENSG00000134363,NCBI Info
10005,26301,GBGT1,FS,20460,ENSG00000148288,NCBI Info
16173,84883,AIFM2,FSP1,21411,ENSG00000042286,NCBI Info
4955,6275,S100A4,FSP1,10494,ENSG00000196154,NCBI Info
11461,51062,ATL1,FSP1,11231,ENSG00000198513,NCBI Info
9972,26256,CABYR,FSP2,15569,ENSG00000154040,NCBI Info
5305,6683,SPAST,FSP2,11233,ENSG00000021574,NCBI Info
2029,2521,FUS,FUS1,4010,ENSG00000089280,NCBI Info
8879,11334,TUSC2,FUS1,17034,ENSG00000114383,NCBI Info
5815,7264,GFUS,FX,12390,ENSG00000104522,NCBI Info
1724,2159,F10,FX,3528,ENSG00000126218,NCBI Info
5687,7114,TMSB4X,FX,11881,ENSG00000205542,NCBI Info
15093,80199,FUZ,FY,26219,ENSG00000010361,NCBI Info
2040,2532,ACKR1,FY,4035,ENSG00000213088,NCBI Info
24483,414062,CCL3L3,G0S19-2,30554,ENSG00000276085,NCBI Info
5020,6349,CCL3L1,G0S19-2,10628,,NCBI Info
6908,8896,BUD31,G10,29629,ENSG00000106245,NCBI Info
19973,221527,ZBTB12,G10,19066,ENSG00000204366,NCBI Info
1123,1388,ATF6B,G13,2349,ENSG00000213676,NCBI Info
8362,10672,GNA13,G13,4381,ENSG00000120063,NCBI Info
8257,10554,AGPAT1,G15,324,ENSG00000204310,NCBI Info
7941,10181,RBM5,G15,9902,ENSG00000003756,NCBI Info
3997,5089,PBX2,G17,8633,ENSG00000204304,NCBI Info
8617,10991,SLC38A3,G17,18044,ENSG00000188338,NCBI Info
953,1154,CISH,G18,1984,ENSG00000114737,NCBI Info
14032,63940,GPSM3,G18,13945,ENSG00000213654,NCBI Info
9649,25758,KIAA1549L,G2,24836,ENSG00000110427,NCBI Info
6226,7916,PRRC2A,G2,13918,ENSG00000204469,NCBI Info
19629,200575,CRYGEP,G2,2412,ENSG00000290929,NCBI Info
20733,283871,PGP,G3PP,8909,ENSG00000184207,NCBI Info
12006,54020,SLC37A1,G3PP,11024,ENSG00000160190,NCBI Info
2045,2538,G6PC1,G6PT,4056,ENSG00000131482,NCBI Info
2048,2542,SLC37A4,G6PT,4061,ENSG00000137700,NCBI Info
10343,27165,GLS2,GA,29570,ENSG00000135423,NCBI Info
150,175,AGA,GA,318,ENSG00000038002,NCBI Info
11857,51643,TMBIM4,GAAP,24257,ENSG00000155957,NCBI Info
2517,3096,HIVEP1,GAAP,4920,ENSG00000095951,NCBI Info
30286,100132399,GAGE12D,GAGE-12B,31904,ENSG00000227488,NCBI Info
28064,729428,GAGE12B,GAGE-12B,26779,ENSG00000275113,NCBI Info
28065,729431,GAGE12E,GAGE-12B,31905,ENSG00000216649,NCBI Info
28062,729422,GAGE12C,GAGE-12B,28402,ENSG00000237671,NCBI Info
2075,2574,GAGE2C,GAGE-2,31958,,NCBI Info
26322,645037,GAGE2B,GAGE-2,31957,,NCBI Info
28070,729447,GAGE2A,GAGE-2,4099,ENSG00000189064,NCBI Info
2079,2579,GAGE7,GAGE-7,4104,,NCBI Info
28471,100008586,GAGE12F,GAGE-7,31906,ENSG00000236362,NCBI Info
28471,100008586,GAGE12F,GAGE-7B,31906,ENSG00000236362,NCBI Info
10132,26748,GAGE12I,GAGE-7B,4105,,NCBI Info
28057,729408,GAGE2D,GAGE-8,31959,,NCBI Info
28471,100008586,GAGE12F,GAGE-8,31906,ENSG00000236362,NCBI Info
28653,100101629,GAGE8,GAGE-8,4106,,NCBI Info
7358,9506,PAGE4,GAGE-9,4108,ENSG00000101951,NCBI Info
6755,8712,PAGE1,GAGE-9,4107,ENSG00000068985,NCBI Info
28070,729447,GAGE2A,GAGE2,4099,ENSG00000189064,NCBI Info
2075,2574,GAGE2C,GAGE2,31958,,NCBI Info
10132,26748,GAGE12I,GAGE7B,4105,,NCBI Info
28471,100008586,GAGE12F,GAGE7B,31906,ENSG00000236362,NCBI Info
10133,26749,GAGE2E,GAGE8,31960,,NCBI Info
28057,729408,GAGE2D,GAGE8,31959,,NCBI Info
27043,653220,XAGE1A,GAGED2,4111,ENSG00000204379,NCBI Info
27009,653067,XAGE1B,GAGED2,25400,ENSG00000204382,NCBI Info
3198,3963,LGALS7,GAL7,6568,ENSG00000205076,NCBI Info
27088,653499,LGALS7B,GAL7,34447,ENSG00000178934,NCBI Info
22370,374378,GALNT18,GALNT15,30488,ENSG00000110328,NCBI Info
19325,168391,GALNTL5,GALNT15,21725,ENSG00000106648,NCBI Info
14703,79623,GALNT14,GALNT15,22946,ENSG00000158089,NCBI Info
4673,5921,RASA1,GAP,9871,ENSG00000145715,NCBI Info
7456,9628,RGS6,GAP,10002,ENSG00000182732,NCBI Info
16075,84691,GARIN1B,GARI-L1,30704,ENSG00000135248,NCBI Info
19159,161142,GARIN2,GARI-L1,20101,ENSG00000172717,NCBI Info
2100,2615,LRRC32,GARP,4161,ENSG00000137507,NCBI Info
1014,1258,CNGB1,GARP,2151,ENSG00000070729,NCBI Info
2102,2617,GARS1,GARS,4162,ENSG00000106105,NCBI Info
2103,2618,GART,GARS,4163,ENSG00000159131,NCBI Info
14624,79447,PAGR1,GAS,28707,ENSG00000280789,NCBI Info
2087,2588,GALNS,GAS,4122,ENSG00000141012,NCBI Info
2028,2520,GAST,GAS,4164,ENSG00000184502,NCBI Info
22645,387357,THEMIS,GASP,21569,ENSG00000172673,NCBI Info
15424,81552,VOPP1,GASP,34518,ENSG00000154978,NCBI Info
7554,9737,GPRASP1,GASP,24834,ENSG00000198932,NCBI Info
7554,9737,GPRASP1,GASP-1,24834,ENSG00000198932,NCBI Info
17560,124857,WFIKKN2,GASP-1,30916,ENSG00000173714,NCBI Info
5179,6540,SLC6A13,GAT2,11046,ENSG00000010379,NCBI Info
5178,6539,SLC6A12,GAT2,11045,ENSG00000111181,NCBI Info
5177,6538,SLC6A11,GAT3,11044,ENSG00000132164,NCBI Info
5179,6540,SLC6A13,GAT3,11046,ENSG00000010379,NCBI Info
1110,1373,CPS1,GATD6,2323,ENSG00000021826,NCBI Info
1341,1650,DDOST,GATD6,2728,ENSG00000244038,NCBI Info
2114,2629,GBA1,GBA,4177,ENSG00000177628,NCBI Info
2115,2630,GBA1LP,GBA,4178,ENSG00000291137,NCBI Info
6379,8221,OGS2,GBBB2,,,NCBI Info
9357,23384,SPECC1L,GBBB2,29022,ENSG00000100014,NCBI Info
6627,8554,PIAS1,GBP,2752,ENSG00000033800,NCBI Info
12435,54972,TMEM132A,GBP,31092,ENSG00000006118,NCBI Info
3193,3956,LGALS1,GBP,6561,ENSG00000100097,NCBI Info
2460,3030,HADHA,GBP,4801,ENSG00000084754,NCBI Info
5276,6648,SOD2,GC1,11180,ENSG00000291237,NCBI Info
14811,79751,SLC25A22,GC1,19954,ENSG00000177542,NCBI Info
8265,10562,OLFM4,GC1,17190,ENSG00000102837,NCBI Info
210,251,ALPG,GCAP,441,ENSG00000163286,NCBI Info
2417,2978,GUCA1A,GCAP,4678,ENSG00000048545,NCBI Info
2417,2978,GUCA1A,GCAP-I,4678,ENSG00000048545,NCBI Info
2419,2980,GUCA2A,GCAP-I,4682,ENSG00000197273,NCBI Info
2420,2981,GUCA2B,GCAP-II,4683,ENSG00000044012,NCBI Info
2418,2979,GUCA1B,GCAP-II,4679,ENSG00000112599,NCBI Info
2114,2629,GBA1,GCB,4177,ENSG00000177628,NCBI Info
3836,4882,NPR2,GCB,7944,ENSG00000159899,NCBI Info
13205,56246,MRAP,GCCD2,1304,ENSG00000170262,NCBI Info
25651,619477,GCCD3,GCCD2,,,NCBI Info
2124,2639,GCDH,GCD,4189,ENSG00000105607,NCBI Info
23148,390226,GUCY2EP,GCD,4690,,NCBI Info
11838,51605,TRMT6,GCD10,20900,ENSG00000089195,NCBI Info
12232,54675,CRLS1,GCD10,16148,ENSG00000088766,NCBI Info
228,275,AMT,GCE,473,ENSG00000145020,NCBI Info
2137,2653,GCSH,GCE,4208,ENSG00000140905,NCBI Info
2195,2731,GLDC,GCE,4313,ENSG00000178445,NCBI Info
9677,25801,GCA,GCL,15990,ENSG00000115271,NCBI Info
2193,2729,GCLC,GCL,4311,ENSG00000001084,NCBI Info
14164,64395,GMCL1,GCL,23843,ENSG00000087338,NCBI Info
14165,64396,GMCL2,GCL,19717,ENSG00000244234,NCBI Info
37125,100820829,MYZAP,GCOM1,43444,ENSG00000263155,NCBI Info
15406,81488,POLR2M,GCOM1,14862,ENSG00000255529,NCBI Info
38975,101060233,OPN1MW3,GCP,51831,ENSG00000269433,NCBI Info
2261,2804,GOLGB1,GCP,4429,ENSG00000173230,NCBI Info
2136,2652,OPN1MW,GCP,4206,ENSG00000268221,NCBI Info
2890,3576,CXCL8,GCP-1,6025,ENSG00000169429,NCBI Info
5829,7283,TUBG1,GCP-1,12417,ENSG00000131462,NCBI Info
5040,6372,CXCL6,GCP-2,10643,ENSG00000124875,NCBI Info
8491,10844,TUBGCP2,GCP-2,18599,ENSG00000130640,NCBI Info
5040,6372,CXCL6,GCP2,10643,ENSG00000124875,NCBI Info
2260,2803,GOLGA4,GCP2,4427,ENSG00000144674,NCBI Info
8491,10844,TUBGCP2,GCP2,18599,ENSG00000130640,NCBI Info
1882,2346,FOLH1,GCP2,3788,ENSG00000086205,NCBI Info
7786,10003,NAALAD2,GCP3,14526,ENSG00000077616,NCBI Info
8151,10426,TUBGCP3,GCP3,18598,ENSG00000126216,NCBI Info
8867,11319,ECD,GCR2,17029,ENSG00000122882,NCBI Info
2356,2910,NR3C1P1,GCR2,4592,ENSG00000276393,NCBI Info
5892,7357,UGCG,GCS,12524,ENSG00000148154,NCBI Info
2193,2729,GCLC,GCS,4311,ENSG00000001084,NCBI Info
11481,51084,CRYL1,GDH,18246,ENSG00000165475,NCBI Info
5893,7358,UGDH,GDH,12525,ENSG00000109814,NCBI Info
2210,2746,GLUD1,GDH,4335,ENSG00000148672,NCBI Info
7407,9563,H6PD,GDH,4795,ENSG00000049239,NCBI Info
2211,2747,GLUD2,GDH2,4336,ENSG00000182890,NCBI Info
2272,2820,GPD2,GDH2,4456,ENSG00000115159,NCBI Info
12810,55534,MAML3,GDN,16272,ENSG00000196782,NCBI Info
4145,5270,SERPINE2,GDN,8951,ENSG00000135919,NCBI Info
2432,2995,GYPC,GE,4704,ENSG00000136732,NCBI Info
1587,1991,ELANE,GE,3309,ENSG00000197561,NCBI Info
13278,56731,SLC2A4RG,GEF,15930,ENSG00000125520,NCBI Info
7106,9181,ARHGEF2,GEF,682,ENSG00000116584,NCBI Info
13571,57449,PLEKHG5,GEF720,29105,ENSG00000171680,NCBI Info
6759,8718,TNFRSF25,GEF720,11910,ENSG00000215788,NCBI Info
5236,6606,SMN1,GEMIN1,11117,ENSG00000172062,NCBI Info
5237,6607,SMN2,GEMIN1,11118,ENSG00000205571,NCBI Info
2108,2623,GATA1,GF1,4170,ENSG00000102145,NCBI Info
5282,6654,SOS1,GF1,11187,ENSG00000115904,NCBI Info
2152,2673,GFPT1,GFAT,4241,ENSG00000198380,NCBI Info
7738,9945,GFPT2,GFAT,4242,ENSG00000131459,NCBI Info
14214,64644,GINGF2,GGF2,,,NCBI Info
2510,3084,NRG1,GGF2,7997,ENSG00000157168,NCBI Info
27108,653590,GGTLC5P,GGT,33427,ENSG00000276160,NCBI Info
27751,728441,GGT2P,GGT,4251,,NCBI Info
27677,728226,GGTLC3,GGT,33426,ENSG00000274252,NCBI Info
28181,729838,GGTLC4P,GGT,33428,ENSG00000230712,NCBI Info
2157,2678,GGT1,GGT,4250,ENSG00000100031,NCBI Info
41677,102724197,LOC102724197,GGT2,,,NCBI Info
27751,728441,GGT2P,GGT2,4251,,NCBI Info
2159,2681,GGTA1,GGTA,4253,ENSG00000204136,NCBI Info
926,1121,CHM,GGTA,1940,ENSG00000188419,NCBI Info
2159,2681,GGTA1,GGTA1P,4253,ENSG00000204136,NCBI Info
17405,121328,GGTA2P,GGTA1P,4254,ENSG00000237766,NCBI Info
2163,2688,GH1,GH,4261,ENSG00000259384,NCBI Info
6858,8836,GGH,GH,4248,ENSG00000137563,NCBI Info
14260,64777,RMND5B,GID2,26181,ENSG00000145916,NCBI Info
14276,64795,RMND5A,GID2,25850,ENSG00000153561,NCBI Info
2169,2694,CBLIF,GIF,4268,ENSG00000134812,NCBI Info
3539,4504,MT3,GIF,7408,ENSG00000087250,NCBI Info
3434,4282,MIF,GIF,7097,ENSG00000240972,NCBI Info
986,1200,TPP1,GIG1,2073,ENSG00000166340,NCBI Info
3785,4818,NKG7,GIG1,7830,ENSG00000105374,NCBI Info
2823,3491,CCN1,GIG1,2654,ENSG00000142871,NCBI Info
16967,113263,GLCCI1,GIG18,18713,ENSG00000106415,NCBI Info
2262,2805,GOT1,GIG18,4432,ENSG00000120053,NCBI Info
2229,2771,GNAI2,GIP,4385,ENSG00000114353,NCBI Info
17092,114897,C1QTNF1,GIP,14324,ENSG00000173918,NCBI Info
15254,81025,GJA9,GJA10,19155,ENSG00000131233,NCBI Info
36362,100527950,GJA9-MYCBP,GJA10,,,NCBI Info
13547,57369,GJD2,GJA9,19154,ENSG00000159248,NCBI Info
36362,100527950,GJA9-MYCBP,GJA9,,,NCBI Info
2084,2584,GALK1,GK1,4118,ENSG00000108479,NCBI Info
2182,2710,GK,GK1,4289,ENSG00000198814,NCBI Info
11058,28962,OSTM1,GL,21652,ENSG00000081087,NCBI Info
6588,8513,LIPF,GL,6622,ENSG00000182333,NCBI Info
14736,79660,PPP1R3B,GL,14942,ENSG00000173281,NCBI Info
3412,4245,MGAT1,GLCT1,7044,ENSG00000131446,NCBI Info
5892,7357,UGCG,GLCT1,12524,ENSG00000148154,NCBI Info
2129,2645,GCK,GLK,4195,ENSG00000106633,NCBI Info
6567,8491,MAP4K3,GLK,6865,ENSG00000011566,NCBI Info
4306,5468,PPARG,GLM1,9236,ENSG00000132170,NCBI Info
21451,338030,GLM4,GLM1,,,NCBI Info
21797,342096,GOLGA6A,GLP,13567,ENSG00000159289,NCBI Info
12633,55213,RCBTB1,GLP,18243,ENSG00000136144,NCBI Info
14856,79813,EHMT1,GLP,24650,ENSG00000181090,NCBI Info
28702,100125288,ZGLP1,GLP-1,37245,ENSG00000220201,NCBI Info
2204,2740,GLP1R,GLP-1,4324,ENSG00000112164,NCBI Info
2125,2641,GCG,GLP-1,4191,ENSG00000115263,NCBI Info
14856,79813,EHMT1,GLP1,24650,ENSG00000181090,NCBI Info
2125,2641,GCG,GLP1,4191,ENSG00000115263,NCBI Info
28702,100125288,ZGLP1,GLP1,37245,ENSG00000220201,NCBI Info
2114,2629,GBA1,GLUC,4177,ENSG00000177628,NCBI Info
13797,57733,GBA3,GLUC,19069,ENSG00000249948,NCBI Info
2115,2630,GBA1LP,GLUC,4178,ENSG00000291137,NCBI Info
2358,2912,GRM2,GLUR2,4594,ENSG00000164082,NCBI Info
2337,2891,GRIA2,GLUR2,4572,ENSG00000120251,NCBI Info
2338,2892,GRIA3,GLUR3,4573,ENSG00000125675,NCBI Info
2359,2913,GRM3,GLUR3,4595,ENSG00000198822,NCBI Info
2363,2917,GRM7,GLUR7,4599,ENSG00000196277,NCBI Info
2345,2899,GRIK3,GLUR7,4581,ENSG00000163873,NCBI Info
15258,81031,SLC2A10,GLUT10,13444,ENSG00000197496,NCBI Info
14418,66035,SLC2A11,GLUT10,14239,ENSG00000133460,NCBI Info
8777,11182,SLC2A6,GLUT6,11011,ENSG00000160326,NCBI Info
28864,100128062,SLC2A3P1,GLUT6,11008,,NCBI Info
18964,154091,SLC2A12,GLUT8,18067,ENSG00000146411,NCBI Info
11261,29988,SLC2A8,GLUT8,13812,ENSG00000136856,NCBI Info
13245,56606,SLC2A9,GLUT9,13446,ENSG00000109667,NCBI Info
8777,11182,SLC2A6,GLUT9,11011,ENSG00000160326,NCBI Info
3412,4245,MGAT1,GLYT1,7044,ENSG00000131446,NCBI Info
5176,6536,SLC6A9,GLYT1,11056,ENSG00000196517,NCBI Info
7087,9152,SLC6A5,GLYT2,11051,ENSG00000165970,NCBI Info
2159,2681,GGTA1,GLYT2,4253,ENSG00000204136,NCBI Info
2220,2761,GM2AP1,GM2AP,4368,,NCBI Info
2219,2760,GM2A,GM2AP,4367,ENSG00000196743,NCBI Info
2273,2821,GPI,GNPI,4458,ENSG00000105220,NCBI Info
7790,10007,GNPDA1,GNPI,4417,ENSG00000113552,NCBI Info
8855,11282,MGAT4B,GNT-IV,7048,ENSG00000161013,NCBI Info
8868,11320,MGAT4A,GNT-IV,7047,ENSG00000071073,NCBI Info
5895,7361,UGT1A,GNT1,12529,,NCBI Info
12198,54577,UGT1A7,GNT1,12539,ENSG00000244122,NCBI Info
12199,54578,UGT1A6,GNT1,12538,ENSG00000167165,NCBI Info
12196,54575,UGT1A10,GNT1,12531,ENSG00000242515,NCBI Info
12197,54576,UGT1A8,GNT1,12540,ENSG00000242366,NCBI Info
12222,54657,UGT1A4,GNT1,12536,ENSG00000244474,NCBI Info
12223,54658,UGT1A1,GNT1,12530,ENSG00000241635,NCBI Info
16715,92344,GORAB,GO,25676,ENSG00000120370,NCBI Info
12088,54363,HAO1,GO,4809,ENSG00000101323,NCBI Info
2136,2652,OPN1MW,GOP,4206,ENSG00000268221,NCBI Info
38975,101060233,OPN1MW3,GOP,51831,ENSG00000269433,NCBI Info
27757,728458,OPN1MW2,GOP,26952,ENSG00000166160,NCBI Info
17743,127845,GOLT1A,GOT1,24766,ENSG00000174567,NCBI Info
11440,51026,GOLT1B,GOT1,20175,ENSG00000111711,NCBI Info
11440,51026,GOLT1B,GOT1B,20175,ENSG00000111711,NCBI Info
17743,127845,GOLT1A,GOT1B,24766,ENSG00000174567,NCBI Info
2738,3371,TNC,GP,5318,ENSG00000041982,NCBI Info
13028,55819,RNF130,GP,18280,ENSG00000113269,NCBI Info
796,968,CD68,GP110,1693,ENSG00000129226,NCBI Info
8664,11047,ADRM1,GP110,15759,ENSG00000130706,NCBI Info
2886,3572,IL6ST,GP130,6021,ENSG00000134352,NCBI Info
3792,4827,NM,GP130,,,NCBI Info
7893,10128,LRPPRC,GP130,15714,ENSG00000138095,NCBI Info
2982,3691,ITGB4,GP150,6158,ENSG00000132470,NCBI Info
243,290,ANPEP,GP150,500,ENSG00000166825,NCBI Info
1101,1362,CPD,GP180,2301,ENSG00000108582,NCBI Info
4572,5788,PTPRC,GP180,9666,ENSG00000081237,NCBI Info
