gene_symbol,ENSG_ID,alias_symbol,source
ABCG2,ENSG00000118777,BCRP1,NCBI Info
BCS1L,ENSG00000074582,BCS,NCBI Info
ZNF469,ENSG00000225614,BCS,NCBI Info
BCS1L,ENSG00000074582,BCS1,NCBI Info
ZNF469,ENSG00000225614,BCS1,NCBI Info
DEFB103B,ENSG00000177243,BD-3,NCBI Info
DEFB103A,ENSG00000176797,BD-3,NCBI Info
DEFB104A,ENSG00000176782,BD-4,NCBI Info
DEFB104B,ENSG00000177023,BD-4,NCBI Info
DEFB105B,ENSG00000186599,BD-5,NCBI Info
DEFB105A,ENSG00000186562,BD-5,NCBI Info
DEFB106A,ENSG00000186579,BD-6,NCBI Info
DEFB106B,ENSG00000187082,BD-6,NCBI Info
BMPR1B,ENSG00000138696,BDA2,NCBI Info
BMP2,ENSG00000125845,BDA2,NCBI Info
KNG1,ENSG00000113889,BDK,NCBI Info
BCKDK,ENSG00000103507,BDK,NCBI Info
ARID3B,ENSG00000179361,BDP,NCBI Info
PPM1K,ENSG00000163644,BDP,NCBI Info
GP1BB,ENSG00000203618,BDPLT1,NCBI Info
GP1BA,ENSG00000185245,BDPLT1,NCBI Info
ITGA2B,ENSG00000005961,BDPLT16,NCBI Info
ITGB3,ENSG00000259207,BDPLT16,NCBI Info
ITGB3,ENSG00000259207,BDPLT2,NCBI Info
ITGA2B,ENSG00000005961,BDPLT2,NCBI Info
CLDN5,ENSG00000184113,BEC1,NCBI Info
KCNH3,ENSG00000135519,BEC1,NCBI Info
APOBEC1,ENSG00000111701,BEDP,NCBI Info
DUSP13A,ENSG00000293543,BEDP,NCBI Info
CFB,ENSG00000243649,BFD,NCBI Info
CFP,ENSG00000126759,BFD,NCBI Info
CHRNA4,ENSG00000101204,BFNC,NCBI Info
KCNQ2,ENSG00000075043,BFNC,NCBI Info
APOH,ENSG00000091583,BG,NCBI Info
GUSB,ENSG00000169919,BG,NCBI Info
ACSBG1,ENSG00000103740,BG,NCBI Info
BGLAP,ENSG00000242252,BGP,NCBI Info
CEACAM1,ENSG00000079385,BGP,NCBI Info
CLEC7A,ENSG00000172243,BGR,NCBI Info
ACSBG2,ENSG00000130377,BGR,NCBI Info
BLMH,ENSG00000108578,BH,NCBI Info
EML1,ENSG00000066629,BH,NCBI Info
FLCN,ENSG00000154803,BHD,NCBI Info
UFSP2,ENSG00000109775,BHD,NCBI Info
WDR5,ENSG00000196363,BIG3,NCBI Info
ARFGEF3,ENSG00000112379,BIG3,NCBI Info
GDF10,ENSG00000266524,BIP,NCBI Info
HSPA5,ENSG00000044574,BIP,NCBI Info
BAG3,ENSG00000151929,BIS,NCBI Info
SMARCA2,ENSG00000080503,BIS,NCBI Info
LAMC2,ENSG00000058085,BM600,NCBI Info
LAMA3,ENSG00000053747,BM600,NCBI Info
BEST1,ENSG00000167995,BMD,NCBI Info
DMD,ENSG00000198947,BMD,NCBI Info
BLMH,ENSG00000108578,BMH,NCBI Info
SMC3,ENSG00000108055,BMH,NCBI Info
UGT2B17,ENSG00000197888,BMND12,NCBI Info
FBXO33,ENSG00000165355,BMND12,NCBI Info
SPP1,ENSG00000118785,BNSP,NCBI Info
IBSP,ENSG00000029559,BNSP,NCBI Info
OCA2,ENSG00000104044,BOCA,NCBI Info
MESD,ENSG00000117899,BOCA,NCBI Info
SMYD1,ENSG00000115593,BOP,NCBI Info
EYA1,ENSG00000104313,BOP,NCBI Info
FIG4,ENSG00000112367,BOP,NCBI Info
OPN1SW,ENSG00000128617,BOP,NCBI Info
RTL10,ENSG00000215012,BOP,NCBI Info
EYA1,ENSG00000104313,BOR,NCBI Info
CDCA8,ENSG00000134690,BOR,NCBI Info
BRD7,ENSG00000166164,BP75,NCBI Info
BRD7P3,,BP75,NCBI Info
MAFD4,,BPAD,NCBI Info
MAFD6,,BPAD,NCBI Info
MAFD2,,BPAD,NCBI Info
MAFD1,,BPAD,NCBI Info
UQCC6,ENSG00000204954,BR,NCBI Info
ITGA2,ENSG00000164171,BR,NCBI Info
BRCA1,ENSG00000012048,BRCC1,NCBI Info
ICE2,ENSG00000128915,BRCC1,NCBI Info
BLID,ENSG00000259571,BRCC2,NCBI Info
BRCA2,ENSG00000139618,BRCC2,NCBI Info
MST1L,ENSG00000186715,BRF-1,NCBI Info
BRF1,ENSG00000185024,BRF-1,NCBI Info
ARID3A,ENSG00000116017,BRIGHT,NCBI Info
ARID1B,ENSG00000049618,BRIGHT,NCBI Info
PHIP,ENSG00000146247,BRWD2,NCBI Info
WDR11,ENSG00000120008,BRWD2,NCBI Info
AKAP13,ENSG00000170776,BRX,NCBI Info
CHIC1,ENSG00000204116,BRX,NCBI Info
BLM,ENSG00000197299,BS,NCBI Info
GP1BB,ENSG00000203618,BS,NCBI Info
SLC12A2,ENSG00000064651,BSC,NCBI Info
SLC12A1,ENSG00000074803,BSC,NCBI Info
BSPH1,ENSG00000188334,BSP1,NCBI Info
SMAD1,ENSG00000170365,BSP1,NCBI Info
BTN2A2,ENSG00000124508,BTF2,NCBI Info
GTF2H1,ENSG00000110768,BTF2,NCBI Info
GTF2H2,ENSG00000145736,BTF2,NCBI Info
GTF2H3,ENSG00000111358,BTF2,NCBI Info
ERCC3,ENSG00000163161,BTF2,NCBI Info
BTN3A2,ENSG00000186470,BTF4,NCBI Info
GTF2F1,ENSG00000125651,BTF4,NCBI Info
GTF2F2,ENSG00000188342,BTF4,NCBI Info
COL6A2,ENSG00000142173,BTHLM1,NCBI Info
COL6A1,ENSG00000142156,BTHLM1,NCBI Info
COL6A3,ENSG00000163359,BTHLM1,NCBI Info
BTN1A1,ENSG00000124557,BTN1,NCBI Info
CLN3,ENSG00000188603,BTN1,NCBI Info
SKAP1-AS2,ENSG00000235300,BTR,NCBI Info
GPR148,ENSG00000173302,BTR,NCBI Info
CDKN1C,ENSG00000129757,BWS,NCBI Info
H19-ICR,,BWS,NCBI Info
H19,ENSG00000130600,BWS,NCBI Info
PPAN-P2RY11,ENSG00000243207,BXDC3,NCBI Info
PPAN,ENSG00000130810,BXDC3,NCBI Info
PFDN4,ENSG00000101132,C1,NCBI Info
HNRNPC,ENSG00000092199,C1,NCBI Info
TRGC1,ENSG00000211689,C1,NCBI Info
ARHGAP4,ENSG00000089820,C1,NCBI Info
LINC00595,ENSG00000230417,C10orf101,NCBI Info
CATSPERE,ENSG00000179397,C10orf101,NCBI Info
CHMP1B,ENSG00000255112,C10orf2,NCBI Info
TWNK,ENSG00000107815,C10orf2,NCBI Info
FAM238A,ENSG00000290444,C10orf50,NCBI Info
KXD1,ENSG00000105700,C10orf50,NCBI Info
MFSD13A,ENSG00000138111,C10orf77,NCBI Info
CHTOP,ENSG00000160679,C10orf77,NCBI Info
POLR3K,ENSG00000161980,C11,NCBI Info
GZMB,ENSG00000100453,C11,NCBI Info
AKR1C4,ENSG00000198610,C11,NCBI Info
IFT46,ENSG00000118096,C11orf2,NCBI Info
VPS51,ENSG00000149823,C11orf2,NCBI Info
EMC7,ENSG00000134153,C11orf3,NCBI Info
VPS51,ENSG00000149823,C11orf3,NCBI Info
GPR137,ENSG00000173264,C11orf4,NCBI Info
MRPL49,ENSG00000149792,C11orf4,NCBI Info
LBHD1,ENSG00000162194,C11orf48,NCBI Info
C11orf98,ENSG00000278615,C11orf48,NCBI Info
CWC15,ENSG00000150316,C11orf5,NCBI Info
ZNHIT2,ENSG00000174276,C11orf5,NCBI Info
CSRNP2,ENSG00000110925,C12orf2,NCBI Info
RASSF8,ENSG00000123094,C12orf2,NCBI Info
MIR19B1,ENSG00000284375,C13orf25,NCBI Info
MIR18A,ENSG00000283815,C13orf25,NCBI Info
MIR92A1,ENSG00000283705,C13orf25,NCBI Info
MIR19A,ENSG00000284204,C13orf25,NCBI Info
MIR17HG,ENSG00000215417,C13orf25,NCBI Info
MIR20A,ENSG00000283762,C13orf25,NCBI Info
TM7SF2,ENSG00000149809,C14SR,NCBI Info
LBR,ENSG00000143815,C14SR,NCBI Info
DHRS4-AS1,ENSG00000215256,C14orf67,NCBI Info
WDR25,ENSG00000176473,C14orf67,NCBI Info
ANP32A,ENSG00000140350,C15orf1,NCBI Info
BTBD1,ENSG00000064726,C15orf1,NCBI Info
ARPIN,ENSG00000242498,C15orf38,NCBI Info
ARPIN-AP3S2,ENSG00000250021,C15orf38,NCBI Info
SERF2-C15ORF63,,C15orf63,NCBI Info
HYPK,ENSG00000242028,C15orf63,NCBI Info
DEL16P11.2,,C16DELp11.2,NCBI Info
BMIQ16,,C16DELp11.2,NCBI Info
CREB3L1,ENSG00000157613,C16DELp11.2,NCBI Info
DUP16P11.2,,C16DUPp11.2,NCBI Info
DEL16P11.2,,C16DUPp11.2,NCBI Info
CRCP,ENSG00000241258,C17,NCBI Info
CYTL1,ENSG00000170891,C17,NCBI Info
DUP17P13.3,,C17DUPp13.3,NCBI Info
SHFLD3,,C17DUPp13.3,NCBI Info
TEN1,ENSG00000257949,C17orf106,NCBI Info
TEN1-CDK3,ENSG00000261408,C17orf106,NCBI Info
LINC00470,,C18orf2,NCBI Info
CHMP1B,ENSG00000255112,C18orf2,NCBI Info
HMSD,ENSG00000221887,C18orf53,NCBI Info
SERPINB8,ENSG00000166401,C18orf53,NCBI Info
ERFE,ENSG00000178752,C1QTNF15,NCBI Info
OTOL1,ENSG00000182447,C1QTNF15,NCBI Info
MROH7-TTC4,ENSG00000271723,C1orf175,NCBI Info
MROH7,ENSG00000184313,C1orf175,NCBI Info
MYT1,ENSG00000196132,C20orf36,NCBI Info
PCMTD2,ENSG00000203880,C20orf36,NCBI Info
ITPA,ENSG00000125877,C20orf37,NCBI Info
DCAF17,ENSG00000115827,C20orf37,NCBI Info
PRELID3B,ENSG00000101166,C20orf45,NCBI Info
GNAS,ENSG00000087460,C20orf45,NCBI Info
TCP10L,ENSG00000242220,C21orf77,NCBI Info
CFAP298-TCP10L,ENSG00000265590,C21orf77,NCBI Info
CDRT15P3,ENSG00000290618,C2orf27B,NCBI Info
LINC03124,ENSG00000287151,C2orf27B,NCBI Info
ERGIC3,ENSG00000125991,C2orf47,NCBI Info
MAIP1,ENSG00000162972,C2orf47,NCBI Info
TSNAX,ENSG00000116918,C3PO,NCBI Info
TSN,ENSG00000211460,C3PO,NCBI Info
C4BPA,ENSG00000123838,C4BP,NCBI Info
C4BPB,ENSG00000123843,C4BP,NCBI Info
POLR3D,ENSG00000168495,C53,NCBI Info
CDK5RAP3,ENSG00000108465,C53,NCBI Info
CHST3,ENSG00000122863,C6ST,NCBI Info
CHST1,ENSG00000175264,C6ST,NCBI Info
CHST2,ENSG00000175040,C6ST,NCBI Info
UQCC2,ENSG00000137288,C6orf126,NCBI Info
CLPSL2,ENSG00000196748,C6orf126,NCBI Info
TENT5A,ENSG00000112773,C6orf37,NCBI Info
MUCL3,ENSG00000168631,C6orf37,NCBI Info
NUS1P3,,C6orf68,NCBI Info
NUS1,ENSG00000153989,C6orf68,NCBI Info
EGFL8,ENSG00000241404,C6orf8,NCBI Info
PPT2,ENSG00000221988,C6orf8,NCBI Info
IGLC7,ENSG00000211685,C7,NCBI Info
CXCL10,ENSG00000169245,C7,NCBI Info
CCZ1B,ENSG00000146574,C7orf28A,NCBI Info
CCZ1,ENSG00000122674,C7orf28A,NCBI Info
FMC1-LUC7L2,ENSG00000269955,C7orf55,NCBI Info
FMC1,ENSG00000164898,C7orf55,NCBI Info
SMIM10L3,ENSG00000286075,C7orf70,NCBI Info
FAM220A,ENSG00000178397,C7orf70,NCBI Info
POLR3C,ENSG00000186141,C82,NCBI Info
C8B,ENSG00000021852,C82,NCBI Info
MSANTD3-TMEFF1,,C9orf2,NCBI Info
TMEFF1,ENSG00000241697,C9orf2,NCBI Info
SPATA31A1,ENSG00000204849,C9orf36,NCBI Info
SPATA31A7,ENSG00000276040,C9orf36,NCBI Info
SPATA31A1,ENSG00000204849,C9orf36A,NCBI Info
SPATA31A7,ENSG00000276040,C9orf36A,NCBI Info
CA8,ENSG00000178538,CA-RP,NCBI Info
CA11,ENSG00000063180,CA-RP,NCBI Info
EIF6,ENSG00000242372,CAB,NCBI Info
NPDC1,ENSG00000107281,CAB,NCBI Info
CA1,ENSG00000133742,CAB,NCBI Info
STARD3,ENSG00000131748,CAB1,NCBI Info
CACNB1,ENSG00000067191,CAB1,NCBI Info
NPDC1,ENSG00000107281,CAB1,NCBI Info
PGAP3,ENSG00000161395,CAB2,NCBI Info
CACNB2,ENSG00000165995,CAB2,NCBI Info
S100A6,ENSG00000197956,CABP,NCBI Info
S100G,ENSG00000169906,CABP,NCBI Info
SLC25A20,ENSG00000178537,CAC,NCBI Info
CA2,ENSG00000104267,CAC,NCBI Info
CACUL1,ENSG00000151893,CAC1,NCBI Info
TMEM54,ENSG00000121900,CAC1,NCBI Info
CLCA2,ENSG00000137975,CACC,NCBI Info
CLCA1,ENSG00000016490,CACC,NCBI Info
ACOD1,ENSG00000102794,CAD,NCBI Info
DFFB,ENSG00000169598,CAD,NCBI Info
CNOT7,ENSG00000198791,CAF-1,NCBI Info
CHAF1B,ENSG00000159259,CAF-1,NCBI Info
CHAF1A,ENSG00000167670,CAF-1,NCBI Info
CHAF1A,ENSG00000167670,CAF1,NCBI Info
CNOT7,ENSG00000198791,CAF1,NCBI Info
CHAF1B,ENSG00000159259,CAF1,NCBI Info
CNOT8,ENSG00000155508,CAF1,NCBI Info
YTHDF2,ENSG00000198492,CAHL,NCBI Info
YTHDC2,ENSG00000047188,CAHL,NCBI Info
NUP214,ENSG00000126883,CAIN,NCBI Info
CABIN1,ENSG00000099991,CAIN,NCBI Info
DDR1,ENSG00000204580,CAK,NCBI Info
CCNH,ENSG00000134480,CAK,NCBI Info
CDK7,ENSG00000134058,CAK,NCBI Info
FBLIM1,ENSG00000162458,CAL,NCBI Info
GOPC,ENSG00000047932,CAL,NCBI Info
RASGRP1,ENSG00000172575,CALDAG-GEFI,NCBI Info
RASGRP2,ENSG00000068831,CALDAG-GEFI,NCBI Info
SNAP91,ENSG00000065609,CALM,NCBI Info
CALM3,ENSG00000160014,CALM,NCBI Info
PICALM,ENSG00000073921,CALM,NCBI Info
CALM2,ENSG00000143933,CALM,NCBI Info
CALM2,ENSG00000143933,CALML2,NCBI Info
CALM1,ENSG00000198668,CALML2,NCBI Info
CALM2,ENSG00000143933,CAM1,NCBI Info
CALM3,ENSG00000160014,CAM1,NCBI Info
CAMK2B,ENSG00000058404,CAM2,NCBI Info
CALM3,ENSG00000160014,CAM2,NCBI Info
CALM1,ENSG00000198668,CAM2,NCBI Info
CALM2,ENSG00000143933,CAM3,NCBI Info
CALM1,ENSG00000198668,CAM3,NCBI Info
CALM1,ENSG00000198668,CAMB,NCBI Info
CALM3,ENSG00000160014,CAMB,NCBI Info
CALM1,ENSG00000198668,CAMC,NCBI Info
CALM2,ENSG00000143933,CAMC,NCBI Info
CALM1,ENSG00000198668,CAMIII,NCBI Info
CALM2,ENSG00000143933,CAMIII,NCBI Info
CAPN1,ENSG00000014216,CANP,NCBI Info
CAPNS1,ENSG00000126247,CANP,NCBI Info
FAM111B,ENSG00000189057,CANP,NCBI Info
BRD4,ENSG00000141867,CAP,NCBI Info
CTAA1,,CAP,NCBI Info
SERPINB6,ENSG00000124570,CAP,NCBI Info
HACD1,ENSG00000165996,CAP,NCBI Info
CAP1,ENSG00000131236,CAP,NCBI Info
SORBS1,ENSG00000095637,CAP,NCBI Info
LNPEP,ENSG00000113441,CAP,NCBI Info
TRAF3,ENSG00000131323,CAP1,NCBI Info
PRSS8,ENSG00000052344,CAP1,NCBI Info
SCLT1,ENSG00000151466,CAP1A,NCBI Info
RNGTT,ENSG00000111880,CAP1A,NCBI Info
SERPINB8,ENSG00000166401,CAP2,NCBI Info
TMPRSS4,ENSG00000137648,CAP2,NCBI Info
SERPINB9,ENSG00000170542,CAP3,NCBI Info
ST14,ENSG00000149418,CAP3,NCBI Info
EPHB2,ENSG00000133216,CAPB,NCBI Info
CAPZB,ENSG00000077549,CAPB,NCBI Info
LRRC26,ENSG00000184709,CAPC,NCBI Info
SMC4,ENSG00000113810,CAPC,NCBI Info
NCAPH2,ENSG00000025770,CAPH2,NCBI Info
PRSS27,ENSG00000172382,CAPH2,NCBI Info
TMPRSS4,ENSG00000137648,CAPH2,NCBI Info
CAPS,ENSG00000105519,CAPS1,NCBI Info
CADPS,ENSG00000163618,CAPS1,NCBI Info
CAPZA2,ENSG00000198898,CAPZ,NCBI Info
CAPZB,ENSG00000077549,CAPZ,NCBI Info
CAPZA1,ENSG00000116489,CAPZ,NCBI Info
CASR,ENSG00000036828,CAR,NCBI Info
CXADR,ENSG00000154639,CAR,NCBI Info
TRIM13,ENSG00000204977,CAR,NCBI Info
CXADRP1,ENSG00000214319,CAR,NCBI Info
NR1I3,ENSG00000143257,CAR,NCBI Info
PRKAR1A,ENSG00000108946,CAR,NCBI Info
SPG7,ENSG00000197912,CAR,NCBI Info
LINC00670,ENSG00000179136,CARDINAL,NCBI Info
CARD8,ENSG00000105483,CARDINAL,NCBI Info
FPGT-TNNI3K,ENSG00000259030,CARK,NCBI Info
TNNI3K,ENSG00000116783,CARK,NCBI Info
BCL10,ENSG00000142867,CARMEN,NCBI Info
CARMN,,CARMEN,NCBI Info
CA8,ENSG00000178538,CARP,NCBI Info
ANKRD1,ENSG00000148677,CARP,NCBI Info
MINDY3,ENSG00000148481,CARP,NCBI Info
CA11,ENSG00000063180,CARP-2,NCBI Info
RFFL,ENSG00000092871,CARP-2,NCBI Info
ALX1,ENSG00000180318,CART1,NCBI Info
TRAF4,ENSG00000076604,CART1,NCBI Info
RAB11FIP3,ENSG00000090565,CART1,NCBI Info
BCAR1,ENSG00000050820,CAS,NCBI Info
CSE1L,ENSG00000124207,CAS,NCBI Info
CTNND1,ENSG00000198561,CAS,NCBI Info
TMX2-CTNND1,ENSG00000288534,CAS,NCBI Info
CACNA1G-AS1,ENSG00000250107,CAS1,NCBI Info
BCAR1,ENSG00000050820,CAS1,NCBI Info
TYRP1,ENSG00000107165,CAS2,NCBI Info
NEDD9,ENSG00000111859,CAS2,NCBI Info
CUX1,ENSG00000257923,CASP,NCBI Info
CRTAP,ENSG00000170275,CASP,NCBI Info
CYTIP,ENSG00000115165,CASP,NCBI Info
ERC2,ENSG00000187672,CAST,NCBI Info
POLR1G,ENSG00000117877,CAST,NCBI Info
CRAT,ENSG00000095321,CAT,NCBI Info
GLYAT,ENSG00000149124,CAT,NCBI Info
CRAT,ENSG00000095321,CAT1,NCBI Info
TRPV6,ENSG00000165125,CAT1,NCBI Info
TRPV5,ENSG00000127412,CAT2,NCBI Info
SLC7A2,ENSG00000003989,CAT2,NCBI Info
GIT2,ENSG00000139436,CAT2,NCBI Info
TBX1,ENSG00000184058,CATCH22,NCBI Info
DGCR,,CATCH22,NCBI Info
TRPV6,ENSG00000165125,CATL,NCBI Info
CTSL,ENSG00000135047,CATL,NCBI Info
CA5A,ENSG00000174990,CAV,NCBI Info
CAV2,ENSG00000105971,CAV,NCBI Info
OPN1LW,ENSG00000102076,CBBM,NCBI Info
OPN1MW,ENSG00000268221,CBBM,NCBI Info
NFYB,ENSG00000120837,CBF-A,NCBI Info
NFYA,ENSG00000001167,CBF-A,NCBI Info
YBX1,ENSG00000065978,CBF-A,NCBI Info
NFYB,ENSG00000120837,CBF-B,NCBI Info
NFYA,ENSG00000001167,CBF-B,NCBI Info
GBA3,ENSG00000249948,CBG,NCBI Info
SERPINA6,ENSG00000170099,CBG,NCBI Info
VTRNA2-1,ENSG00000270123,CBL-3,NCBI Info
CBLC,ENSG00000142273,CBL-3,NCBI Info
PAG1,ENSG00000076641,CBP,NCBI Info
PCBP4,ENSG00000090097,CBP,NCBI Info
EIF4E,ENSG00000151247,CBP,NCBI Info
CREBBP,ENSG00000005339,CBP,NCBI Info
OPN1LW,ENSG00000102076,CBP,NCBI Info
CBS,ENSG00000160200,CBSL,NCBI Info
LOC102724560,ENSG00000274276,CBSL,NCBI Info
ZNG1E,ENSG00000147996,CBWD3,NCBI Info
ZNG1C,ENSG00000196873,CBWD3,NCBI Info
ACKR4,ENSG00000129048,CCBP2,NCBI Info
ACKR2,ENSG00000144648,CCBP2,NCBI Info
RUNX2,ENSG00000124813,CCD1,NCBI Info
DIXDC1,ENSG00000150764,CCD1,NCBI Info
CRYGC,ENSG00000163254,CCL,NCBI Info
CRYGEP,ENSG00000290929,CCL,NCBI Info
CCL4L2,ENSG00000276070,CCL4L,NCBI Info
CCL4L1,,CCL4L,NCBI Info
CCNA2,ENSG00000145386,CCN1,NCBI Info
PPP3CA,ENSG00000138814,CCN1,NCBI Info
ACKR4,ENSG00000129048,CCR10,NCBI Info
ACKR2,ENSG00000144648,CCR10,NCBI Info
ACKR4,ENSG00000129048,CCRL1,NCBI Info
CX3CR1,ENSG00000168329,CCRL1,NCBI Info
PCYT1B,ENSG00000102230,CCTB,NCBI Info
CCT2,ENSG00000166226,CCTB,NCBI Info
NOD2,ENSG00000167207,CD,NCBI Info
CELIAC2,,CD,NCBI Info
CTLA4,ENSG00000163599,CD,NCBI Info
CD1C,ENSG00000158481,CD1,NCBI Info
CD1B,ENSG00000158485,CD1,NCBI Info
CD1A,ENSG00000158477,CD1,NCBI Info
KIR2DL2,,CD158b,NCBI Info
KIR2DL3,ENSG00000243772,CD158b,NCBI Info
KIR2DS2,,CD158b,NCBI Info
FCGR3B,ENSG00000162747,CD16,NCBI Info
FCGR3A,ENSG00000203747,CD16,NCBI Info
FCGR3A,ENSG00000203747,CD16A,NCBI Info
FCGR3B,ENSG00000162747,CD16A,NCBI Info
CXCR2,ENSG00000180871,CD182,NCBI Info
CXCR3,ENSG00000186810,CD182,NCBI Info
CD1B,ENSG00000158485,CD1A,NCBI Info
CD1C,ENSG00000158481,CD1A,NCBI Info
CD1D,ENSG00000158473,CD1A,NCBI Info
CD1E,ENSG00000158488,CD1A,NCBI Info
MS4A1,ENSG00000156738,CD20,NCBI Info
KRT20,ENSG00000171431,CD20,NCBI Info
LY75-CD302,ENSG00000248672,CD205,NCBI Info
LY75,ENSG00000054219,CD205,NCBI Info
ISG20,ENSG00000172183,CD25,NCBI Info
IL2RA,ENSG00000134460,CD25,NCBI Info
BTN3A2,ENSG00000186470,CD277,NCBI Info
BTN3A1,ENSG00000026950,CD277,NCBI Info
FCGR2C,,CD32,NCBI Info
FCGR2B,ENSG00000072694,CD32,NCBI Info
FCGR2A,ENSG00000143226,CD32,NCBI Info
SIGLEC6,ENSG00000105492,CD33L2,NCBI Info
SIGLEC5,ENSG00000268500,CD33L2,NCBI Info
ADGRE5,ENSG00000123146,CD97,NCBI Info
ADGRE2,ENSG00000127507,CD97,NCBI Info
SLC7A5,ENSG00000103257,CD98,NCBI Info
SLC3A2,ENSG00000168003,CD98,NCBI Info
TSPYL2,ENSG00000184205,CDA1,NCBI Info
CDAN1,ENSG00000140326,CDA1,NCBI Info
ACTR6,ENSG00000075089,CDA12,NCBI Info
HLA-J,ENSG00000290574,CDA12,NCBI Info
HLA-F,ENSG00000204642,CDA12,NCBI Info
POLD1,ENSG00000062822,CDC2,NCBI Info
CDK1,ENSG00000170312,CDC2,NCBI Info
RASGRF1,ENSG00000058335,CDC25,NCBI Info
CDC25C,ENSG00000158402,CDC25,NCBI Info
RASGRP2,ENSG00000068831,CDC25L,NCBI Info
RASGRF1,ENSG00000058335,CDC25L,NCBI Info
SOST,ENSG00000167941,CDD,NCBI Info
NPPA,ENSG00000175206,CDD,NCBI Info
CDA,ENSG00000158825,CDD,NCBI Info
IL6,ENSG00000136244,CDF,NCBI Info
LIF,ENSG00000128342,CDF,NCBI Info
ALG11,ENSG00000253710,CDG1P,NCBI Info
SRD5A3,ENSG00000128039,CDG1P,NCBI Info
TCF4,ENSG00000196628,CDG2T,NCBI Info
GALNT2,ENSG00000143641,CDG2T,NCBI Info
CDH18,ENSG00000145526,CDH14,NCBI Info
CDH15,ENSG00000129910,CDH14,NCBI Info
CDK19,ENSG00000155111,CDK11,NCBI Info
CDK11B,ENSG00000248333,CDK11,NCBI Info
CDK11A,ENSG00000008128,CDK11-p110,NCBI Info
CDK11B,ENSG00000248333,CDK11-p110,NCBI Info
CDK11A,ENSG00000008128,CDK11-p46,NCBI Info
CDK11B,ENSG00000248333,CDK11-p46,NCBI Info
CDK11A,ENSG00000008128,CDK11-p58,NCBI Info
CDK11B,ENSG00000248333,CDK11-p58,NCBI Info
CDKN2B,ENSG00000147883,CDK4I,NCBI Info
CDKN2A,ENSG00000147889,CDK4I,NCBI Info
CDKN2A,ENSG00000147889,CDKN2,NCBI Info
CDK2,ENSG00000123374,CDKN2,NCBI Info
CALD1,ENSG00000122786,CDM,NCBI Info
BCAP31,ENSG00000185825,CDM,NCBI Info
CUX1,ENSG00000257923,CDP,NCBI Info
NPPA,ENSG00000175206,CDP,NCBI Info
CDR1,,CDR,NCBI Info
AKR1C4,ENSG00000198610,CDR,NCBI Info
RUNX1T1,ENSG00000079102,CDR,NCBI Info
CDR1-AS,,CDR1NAT,NCBI Info
LINC00632,ENSG00000203930,CDR1NAT,NCBI Info
LINC00632,ENSG00000203930,CDR1as,NCBI Info
CDR1-AS,,CDR1as,NCBI Info
CDY2B,ENSG00000129873,CDY,NCBI Info
CDY2A,ENSG00000182415,CDY,NCBI Info
CDY1B,ENSG00000172352,CDY,NCBI Info
CDY1,ENSG00000172288,CDY,NCBI Info
PSG2,ENSG00000242221,CEA,NCBI Info
CEACAM5,ENSG00000105388,CEA,NCBI Info
CEACAM3,ENSG00000170956,CEA,NCBI Info
IFT122,ENSG00000163913,CED,NCBI Info
TGFB1,ENSG00000105329,CED,NCBI Info
ELMO1,ENSG00000155849,CED-12,NCBI Info
ELMO3,ENSG00000102890,CED-12,NCBI Info
ELMO2,ENSG00000062598,CED-12,NCBI Info
ELMO2,ENSG00000062598,CED12,NCBI Info
ELMO3,ENSG00000102890,CED12,NCBI Info
ELMO1,ENSG00000155849,CED12,NCBI Info
APAF1,ENSG00000120868,CED4,NCBI Info
WDR19,ENSG00000157796,CED4,NCBI Info
EPHX2,ENSG00000120915,CEH,NCBI Info
CES1,ENSG00000198848,CEH,NCBI Info
HLA-DQA1,ENSG00000196735,CELIAC1,NCBI Info
HLA-DQB1,ENSG00000179344,CELIAC1,NCBI Info
CELP,ENSG00000170827,CELL,NCBI Info
CEL,ENSG00000170835,CELL,NCBI Info
CENPS-CORT,ENSG00000251503,CENP-S,NCBI Info
CENPS,ENSG00000175279,CENP-S,NCBI Info
CNTRL,ENSG00000119397,CEP1,NCBI Info
CDC42EP1,ENSG00000128283,CEP1,NCBI Info
CEP250,ENSG00000126001,CEP2,NCBI Info
CDC42EP2,ENSG00000149798,CEP2,NCBI Info
CDC42EP4,ENSG00000179604,CEP4,NCBI Info
CEP135,ENSG00000174799,CEP4,NCBI Info
S100A8,ENSG00000143546,CFAG,NCBI Info
S100A9,ENSG00000163220,CFAG,NCBI Info
PTPN11,ENSG00000179295,CFC,NCBI Info
TBCC,ENSG00000124659,CFC,NCBI Info
FGFR2,ENSG00000066468,CFD1,NCBI Info
NUBP2,ENSG00000095906,CFD1,NCBI Info
CFH,ENSG00000000971,CFHL3,NCBI Info
CFHR3,ENSG00000116785,CFHL3,NCBI Info
RFLNA,ENSG00000178882,CFM2,NCBI Info
FOXI3,ENSG00000214336,CFM2,NCBI Info
CCNY,ENSG00000108100,CFP1,NCBI Info
CXXC1,ENSG00000154832,CFP1,NCBI Info
TPM3,ENSG00000143549,CFTD,NCBI Info
ACTA1,ENSG00000143632,CFTD,NCBI Info
SELENON,ENSG00000162430,CFTD,NCBI Info
NUP42,ENSG00000136243,CG1,NCBI Info
MAMLD1,ENSG00000013619,CG1,NCBI Info
KTN1,ENSG00000126777,CG1,NCBI Info
